,Alpha_Beta_C1,Alpha_Beta_C2,Alpha_Beta_C3,Alpha_Beta_C4
1,1.107698673390461,1.1117464592901252,1.0898421541025098,1.372250759391204
4,1.554116337424701,1.5516703162857983,1.4016174527693652,0.7916007190419313
6,1.133023785575376,1.2010362411108122,1.146053958931246,2.23555070463764
8,0.1626480878129328,0.1687818863585731,0.2876931516602024,0.449847615804015
9,0.2663344586988756,0.273676939899436,0.245316006857917,0.7797378776430327
10,0.5890082809463384,0.6274547197098995,0.6134156321876088,0.602376573011422
11,0.1911452930393452,0.1811515187654143,0.2272970882017375,0.1721820210121257
12,0.4162161550103797,0.3903496908509906,0.3923562652253311,0.8837903676227233
13,0.3877486899565103,0.2708708630217176,0.3590690857609875,1.1973057391452584
14,0.5994390780271184,0.6202501809186031,0.3456034509854218,1.1335616557603578
15,0.4321118562851994,0.3820808505336767,0.4077054274384487,0.9978344360544704
17,0.3523866317067806,0.3397013765323713,0.2441965387807889,1.1088971447479674
18,0.3774487406336742,0.4057911863732186,0.1914212741706139,1.7587396851465802
19,0.3880300878287631,0.4104475269067482,0.1999246795656045,1.128266159483324
20,0.1745287630338509,0.1782130321139767,0.1559771187895046,0.9140010642001404
21,0.6213967108556109,0.6376180320457125,0.5056477163358408,1.782008235158581
22,1.34327542362761,1.294711452385684,1.4912044204780062,2.1161864207929866
23,0.2033293400160336,0.1768406890532262,0.0848532051888923,1.3488846528473704
24,0.2543704136734261,0.2196142557142353,0.2172089515335055,2.062728575329657
25,0.2510402325790787,0.2695065467981312,0.1033805913399153,1.152743135880656
26,0.3422316876987135,0.3140391093299974,0.2744367485942431,0.8000599515775649
27,0.1572669661371254,0.1628851295075921,0.089951068670125,1.1046121083567124
28,0.7322258177553677,0.7226952836842391,0.4393697938673233,1.1415838726796483
29,0.326204834461525,0.2880282174415818,0.1801302334406104,1.5868745797995352
30,0.1321125002799047,0.1226801326349141,0.0570784711357182,0.6653779078721712
31,0.1996058476514017,0.208628706042873,0.1739719776453001,2.050278479141573
32,0.1544676600618121,0.1510388056471588,0.0812949725328834,1.0598551338830715
33,0.1228319980624324,0.1374467956400432,0.0615363949636402,0.7317852449018778
34,0.2128635185870184,0.2148646115706554,0.1219922537685783,1.0427474720636885
35,0.1701459594401382,0.1683822362773142,0.1050567156710695,1.0272082118830936
36,0.1768102066853573,0.2056074864455177,0.0719733398483265,1.2355168081404777
37,0.1574319503169733,0.1750628211016812,0.0255179380372075,1.71715803520379
38,0.2047599901314664,0.2066796307782417,0.0442111393835855,1.009623798358015
39,0.1142926818175253,0.1343798849773658,0.0315508999686015,0.8551575335160236
40,0.1092648056996554,0.1363308646014125,0.034721059359365,0.5465495423771751
41,0.2651269859349794,0.2463550439887319,0.0818110328403374,1.6221095449639078
42,0.1978106743839864,0.1876849006094767,0.1246983803320283,1.6692071731490232
