,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
0,3881.4433225739313,4200.061420299369,4094.883920456524,3839.833058882364
2,5760.948971653924,6260.243508519464,6127.272995044699,5645.960895999047
3,4807.349060044441,5176.879966368504,5058.886370599101,4673.726971832452
4,5172.748711014346,5648.124187851135,5490.131701365623,5049.775869254908
5,5760.446862658459,6444.070757756622,6341.673580972223,5876.693051466947
7,3681.40139266112,3952.0446470879297,3838.9589916031296,3584.8686648211337
8,2798.720786052754,3035.3550609186264,2952.353369255281,2732.391189520672
9,1694.320513030338,1845.845728572007,1778.6569869778084,1653.5266359527714
10,1866.397443123092,2037.0443832294384,1947.7099347668368,1866.5103642803767
11,2941.747147397772,3198.2309861198355,3074.5429970960013,2918.156133405343
12,2573.5471419273536,2794.855716386102,2691.2534421915743,2549.6965244485123
13,4593.298866271461,5003.168887870037,4765.699826098776,4472.930215249618
14,1318.6424499956272,1430.1611658635848,1371.812420053823,1302.8951191594888
15,1889.379110619928,2041.169572004118,1941.6469354854585,1816.738143126702
16,2366.0254956496524,2566.148334569933,2495.7828322376363,2358.114924248164
17,2477.501859674272,2673.5622328311274,2541.5831194092725,2401.2922924829454
18,3732.3695452787542,4051.094286170023,3880.46640364219,3683.6608330156905
19,2576.915338749074,2786.789259975286,2669.718038200588,2524.462550007691
20,2708.9343959804974,2899.866464038424,2784.8484545776264,2660.2162089448266
21,1907.126781239454,2112.9036863120955,1985.2183291188344,1881.4954592232032
22,2649.239513925134,2873.165649373096,2701.4735074542164,2603.274761819517
23,3203.564991909555,3421.3713326031143,3320.253189674276,3111.190724449622
24,2185.255501950649,2372.335990691404,2269.2479465935144,2143.9516037125723
25,4873.98054178198,5286.720352830037,5035.98966692064,4753.15451108862
26,2561.3818502809254,2757.564897950734,2654.019124950661,2486.021448109768
27,6047.695533699384,6537.84856358884,6246.842612540495,5990.299655553655
28,4359.444355492607,4722.7189083663325,4458.581955780075,4256.613788751746
29,3209.294396694386,3440.318166852573,3298.4254261019764,3105.6082213353648
30,3213.064608589595,3455.674420252204,3281.7241686655384,3071.8058693432267
31,4568.682604393182,4891.256589980361,4687.016447064682,4518.269111685509
32,3006.8146913836244,3212.4971977424166,3103.77365351151,2918.691587650146
33,2814.566583970633,3027.806569097127,2952.077968642644,2768.37515168504
34,3181.697648608379,3413.864299737391,3242.7130965174024,3086.647166960297
35,6543.446059634048,7018.755206080065,6743.18877852249,6289.622065124121
36,2312.356526631125,2475.905132973588,2386.046489484542,2246.1698887637917
37,3802.696909518388,4074.379633453545,3914.195199732906,3706.965550465056
38,4385.395095573483,4739.177302127368,4529.850334977039,4322.205753951842
39,3168.9113318097043,3426.711392419857,3237.8956018924955,3073.665407292423
40,3793.216464804532,4071.8907253392167,3915.576179174667,3665.890998220909
41,3734.231673139836,4016.487771365091,3841.6636596001376,3666.9119741863774
42,4671.9777763985485,5009.349968245309,4805.419551638949,4613.575782790848
43,3666.852751415448,3960.872675897349,3796.3330842754713,3646.730415525078
44,3547.5803201847248,3800.541674026891,3625.3632645327248,3448.57851789458
45,1571.9683834363518,1716.956932561435,1630.8748090720624,1561.1107056460655
46,3235.6437673358546,3471.6458634420587,3336.661823341085,3151.295828642227
47,3028.626102666,3220.9505885041185,3115.4103648052906,2954.970230907324
48,3209.1425056795715,3449.313638239683,3317.1359703732905,3203.515207910518
49,3146.9460659417923,3363.0079749261354,3243.828440335306,3053.9094121856165
50,3388.203103789177,3606.179863038103,3456.696597803013,3286.5971322835244
51,2273.3793561007374,2428.506992155967,2324.8380822642566,2258.292018795587
52,2711.9290165207512,2927.3504272364626,2777.4279038396285,2702.3001318387737
53,2904.4411936334063,3084.4029076160227,2986.0081306116576,2840.7239321521
