,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,27397.530726196048,26444.051756020675,29624.17157527492,18375.81140943982
1,39357.1299316088,44125.24698751808,63774.84198843229,90499.5171343322
2,35328.90305008605,39256.6862807873,39028.62543440693,36543.4930604628
3,5228.12270968026,5402.617304418739,5526.727121388431,5495.068985807839
4,12380.39659994668,13742.923643907305,13170.943005299812,12566.150981327584
5,25931.18657223685,31072.21319355623,27963.74303975832,26527.08331700909
6,57002.97049400158,62789.35648375987,61748.10664621522,58393.68710649789
7,1884.195088324786,4261.065901921887,2495.4899849730987,3684.839568089727
8,3437.8504398998425,2126.2008273505357,2883.1920805701475,3649.055217621348
9,3504.2527420752813,4279.877565530752,2977.6462397580867,3680.931842230301
10,4308.799739990764,4204.345507205047,3878.951929384194,4919.613890062644
11,5218.686484190869,8608.157789777375,5539.686953607917,7311.802092659275
12,7922.139136405365,7509.526180833697,6892.677716705397,7330.59744668766
13,9271.256461080722,7556.501507780307,8363.025742204116,9686.001964096358
14,13954.535586717118,12399.23678304562,11773.671665253847,11592.67968731416
15,11040.768722543586,10934.0293116597,10011.013563303395,11295.366762775591
16,11130.785756472207,10747.12242106526,10189.624728873832,12167.380951246443
17,12500.442072021744,12228.027053871174,11656.775128784164,14163.23672743244
18,14229.085119242174,13899.286481777752,13416.22452163407,16015.97475743449
19,15690.843287230247,15872.706512423423,14843.590688408984,17498.39959598224
20,19578.813059939323,19722.380242192063,18540.65765947424,21343.524001362908
21,18914.75324065936,18982.98813891925,17939.68040761792,20942.92428240269
22,24739.98181954075,25451.74563713553,24653.508239415056,26896.017949000016
23,23786.479830682965,23643.53714904959,22514.982368727524,25325.859866188686
24,24866.235646167606,24774.72693315912,23881.19806209048,26752.66523657259
25,27971.813311788654,27836.606884731045,27183.605889594102,30864.33803185259
26,29649.69253280525,29707.10348658005,27261.778936639475,30392.96603448032
27,32189.370574697525,31945.033302662625,32033.51049116053,35429.50149172436
28,33387.32470789862,32690.704285969838,32531.40731775106,35081.783343473384
29,36931.91102307466,36834.87941366169,36520.48030206506,40121.84265186981
30,38920.92369030068,38958.987889487886,38212.12349601358,42355.3747928563
31,40719.183805598856,40835.86274359447,40357.275372264245,43922.251069146936
32,43975.13915844523,43809.84675140207,43318.48928646406,46941.811095106015
33,47364.77862577023,46866.26095851007,46510.29075005152,50721.35139236749
34,51554.549592536016,51057.77496258296,50709.17878342031,54521.44229729134
35,46581.40135244411,46238.79501751631,45294.61607932785,51734.926250966906
36,45619.00181286762,45140.88189813156,44303.79928496404,47729.1767423759
37,66317.07553180658,66424.30481997706,65390.46063407999,69321.05523586446
38,62525.97248780078,62093.13004715979,61370.36198405914,66552.76385181981
39,50383.4857660662,49057.64269917158,49044.509279766855,53643.91542402395
40,70781.3760693392,73110.68684653353,66340.07117880364,71999.13091952162
41,71298.01382698472,70210.33124092362,70534.00553458594,75060.56136632027
42,75776.48975483995,75939.28765200259,76217.21000458715,80599.31328755288
43,77648.20618424709,77917.49457158055,77171.7243331844,82103.39605117198
44,82514.66315341747,83496.40416001082,82752.25604776909,87995.71356170942
45,86611.29665457073,87196.45862365596,86516.24011327546,91614.51488849882
46,91917.03231069991,91996.59339730504,91179.21756560904,96484.87855336106
47,94809.58742904858,94941.19037788594,93713.15619461366,99849.5844030848
48,102808.36960268236,103083.57658262116,102259.64805345736,106251.4238264798
49,103076.20079629088,103422.53070881376,103174.3731446124,109719.8760165696
50,105356.68975517825,104867.9223518036,104515.06985061712,109784.2638273364
51,112424.20798449658,110552.1682773564,106741.12133376856,113679.06386937563
52,114478.74963857896,115322.798192196,114216.27455457531,120973.45992816555
53,123697.21476033736,125573.66732731146,124129.87276038964,129689.8168806425
54,143159.49739549772,143789.66015007993,142687.96516417182,150196.27220523858
55,128443.09497050763,136465.16716431742,123580.21584037236,128424.91507019063
56,135544.56984653953,134238.9954607031,135707.57891594927,140992.57021506433
57,139478.36587723682,143277.26194156808,138615.36293618122,145984.68310286463
58,145851.32852925485,144893.11920057895,144284.3362597897,150518.311915865
59,150801.69785953057,150369.6619139101,150665.146799532,157815.46171724115
60,156697.44394122533,157316.2571300362,157836.34641155452,164798.54571243835
61,165509.0489689873,160927.90772929855,162481.92116347968,169465.5459255199
62,166426.92951430217,166861.4687136902,167288.30389411116,174184.80006991816
63,171906.7752226951,172877.3003089882,172172.61688887244,178805.70881680056
64,177797.98638052793,176038.8039154591,175139.92520305482,182043.50976271988
65,181918.1315102047,182040.14880183863,181398.2972094928,188928.83998886883
66,188952.51985033575,188234.3157044944,188050.938469111,195281.8990226425
67,190656.23447360023,190114.1559167831,189589.90471726988,196156.92544462025
