,Theta_C1,Theta_C2,Theta_C3,Theta_C4
3,5304.328754492224,5722.1914235063305,5684.324935468329,5134.32542387172
7,2463.896720427691,2584.994065257272,2577.976118788625,2369.62024364899
8,4644.065814595139,4982.706684921104,4967.15990122329,4548.989908022115
9,2726.6890011728565,3016.5484597261257,2796.687909125329,2607.407545966196
10,1303.2148803612831,1371.634476145584,1379.7098882374864,1257.479664684197
11,2950.39251902918,3172.2568253583568,3109.8002119799858,2866.6210109842546
12,7392.8781134565,7957.252923882836,7731.41667656297,7101.528672358485
13,2873.6824385691225,3103.548579913468,3022.821429097204,2793.2301020779573
14,3812.899499185906,4110.935516358048,4020.580024901993,3712.2533760328406
15,3382.888614803316,3594.7566136683054,3547.5046463648496,3312.253760383453
16,2461.3157283586665,2633.8765411360414,2568.982751048776,2386.8086509550003
17,2189.1313269389843,2341.006134740139,2276.238186964649,2069.592509782788
18,3002.813153943677,3256.2926616569,3150.2039350210925,2908.494214678825
19,2473.274985078933,2684.303415523465,2547.411216578126,2371.5397292775697
20,3316.868893084022,3577.3651273067107,3429.851644672572,3121.434288665591
21,2794.951466480716,3043.715873266263,2866.59593488051,2682.851776018154
22,3361.849891133962,3686.617709864312,3550.19159086418,3317.180676869169
23,5190.821343534002,5545.501039617039,5459.054514509677,5006.10285215458
24,3446.843208639192,3620.1960809942175,3544.6107701331293,3290.978410127769
25,2881.691525103536,3059.7153532124457,2954.069446690124,2736.6554037546057
26,2964.170899032885,3150.1116345182936,3046.0272577831624,2798.186085790384
27,5272.972994003747,5603.715329027495,5410.360531871923,5020.430759420375
28,4599.233937323576,4976.271029807829,4743.574934801069,4449.768153678008
29,5203.109444921842,5536.468636087493,5308.825645986251,4895.095496786093
30,3520.8830743264243,3739.955577789293,3700.72641114028,3311.7248565426803
31,4995.627655004082,5369.232926443885,5244.337500029904,4891.207442532568
32,2390.946127386995,2550.4699444626262,2515.518446926926,2346.331018366101
33,3173.5969621609665,3355.6526977305584,3317.74651749865,3081.826125126061
34,3171.038137058541,3422.4313196575304,3300.6104327388075,3128.214934517377
35,9112.667094499666,9887.792440861596,9360.867405327315,9275.231022443502
36,4190.313593047826,4516.821494140641,4356.964111572649,4025.083042708812
37,4323.853002885465,4580.359326553416,4475.826415834874,4128.196937804101
38,3026.93857434682,3235.1400436983054,3163.4457385436463,2914.7057729458256
39,4342.520717677303,4628.261638280017,4506.090790605983,4155.55237393076
40,2768.3515278710474,2961.9096922543704,2913.6682445004667,2675.3499738620426
41,5843.904532651023,6254.321724123861,6088.396511163751,5706.688365682161
42,3646.876876979379,3912.373479270073,3797.202067448273,3468.2859890449954
43,4579.23749395282,4866.900887771667,4749.733433325917,4453.767076184349
44,4850.924274433815,5180.49354876405,5002.167411618762,4627.5039631510335
45,1327.397339598785,1407.511420468122,1365.787415618527,1257.305820191003
46,3946.5571998921055,4246.183592259562,4118.752397754256,3790.1795668642826
47,5828.005454491554,6217.729047043736,6143.422014382479,5725.241491744175
48,4013.0006383941713,4272.1488330760885,4180.593257688997,3894.217636075755
49,3951.953039305714,4179.00591837854,4088.226440561598,3799.328659944782
50,3212.665513254125,3413.620081859334,3354.6274061118334,3122.5055011020468
51,2403.563664574863,2595.06974681382,2522.7862809668086,2343.875182418406
52,3811.1760475250026,4035.952008086134,3919.0526978509824,3699.3565391053216
53,3262.201922460104,3452.9444665556694,3344.64714422224,3105.081817646977
54,7547.376218854271,8174.331441542111,7832.194707634942,7364.996105791482
55,4657.2017755751385,4933.759124960554,4790.934979748763,4432.093284251709
56,4309.897474015696,4628.1269710033,4442.983205044193,4240.154061538341
57,4299.84162998066,4609.202360335259,4464.187059092229,4164.529722633483
58,5779.850438298721,6161.054042106368,5934.279913993336,5523.520144626542
59,3256.686715906917,3435.035074842098,3351.441724047828,3136.1522699004854
60,4285.269750654504,4517.307020866336,4346.1526140171945,4089.142252385319
61,5382.93578211943,5764.832999968965,5517.240905608724,5188.342864612574
62,4262.0766807103255,4540.435584010464,4397.2328011914105,4096.776566174173
63,4320.770738256067,4595.782475195476,4377.4335053589575,4126.537888567786
64,5173.520183932846,5540.233098219543,5381.330755470862,5034.823173983999
65,2185.9960842972087,2315.17273862256,2230.976821277756,2077.5329266901326
66,6921.973425013768,7375.751008947658,7104.490131088897,6655.611775142672
67,3962.81343854998,4262.730024996417,4037.363568225519,3766.128855846268
68,5510.436224179334,5873.771833964664,5569.311206918643,5202.650802119652
69,3705.314258037968,3954.1489188939177,3802.062259670718,3535.033875800448
70,4705.608694973989,4925.340219874679,4839.309845819737,4484.016994153875
71,7247.692480886013,7726.947094852105,7329.621596740146,6955.271449421853
72,4907.636225428318,5156.075449615926,4972.429836526609,4662.742652400091
73,4879.867510360299,5197.732185421014,4970.90824244055,4644.437902369862
74,4315.50179542963,4612.157146310366,4377.762967093605,4104.737304900288
75,4740.885547497926,5048.21783812421,4804.1499409743,4548.627584044731
76,3769.843361441855,3958.439614256629,3789.218562473919,3580.4668001643886
77,2569.3968927755022,2762.323052605565,2641.5666031414708,2493.200157038029
78,8432.829786451317,8947.976632575617,8579.595462836447,8188.399346022112
79,3661.865732202416,3948.783584777916,3647.253418798569,3595.817611273588
80,7844.195201401784,8308.564075518236,8037.674664485325,7760.756802010621
81,4589.001574437468,4861.473374011304,4626.754616680622,4383.846023351607
82,4582.684762218426,4903.946789048424,4680.191887058783,4425.473308809285
83,2933.2345036899533,3107.8434486532924,2982.0285076712107,2833.486229268452
84,3204.7395301836086,3381.766475552705,3193.8769930642625,3035.6034295907657
85,3852.503240945625,4206.727657741165,4009.677491044842,3850.674162033285
86,5319.7073539852245,5665.524191007463,5416.097651375503,5144.645507298426
87,6742.923832830146,7125.832612304686,6767.575708615715,6228.855821733501
88,2615.429502413669,2773.4517978227564,2643.4888284626386,2529.231580137784
89,6257.925262610872,6676.611679173817,6343.710820004746,6059.608581113855
90,2062.040475548477,2226.8264639145764,2173.0716072265504,2009.653354863724
91,2371.518097520443,2501.958169182387,2425.6628792269084,2192.814658159403
92,4761.602057795557,5101.460697140483,4928.526798759365,4666.4068565479965
93,5001.468039549576,5296.22178823715,5103.552121567191,4876.764455603763
94,2519.817487279336,2693.288127266564,2580.2863825088925,2352.184396011902
95,2721.4179697337267,2880.020388090673,2727.826477801918,2608.617965126542
96,3215.895172794113,3399.7104535005165,3254.688806345618,3073.709850084205
97,4102.032187624111,4402.080081464586,4165.010828252752,3969.682306702399
98,5326.85138730288,5622.49370603321,5333.487665734167,5114.985572602126
99,4827.311928461068,5064.273774064105,4938.330744823272,4636.222014246029
100,5295.77677277131,5614.132610965036,5395.510626016147,5109.106227058797
102,5316.732755372805,5662.851038954425,5424.269522396783,5165.254043634164
103,3789.002713890386,3939.321049825164,3702.2197611819374,3578.485919868452
104,5751.609351769197,6132.0505977300745,5777.824562549395,5559.658042187743
105,3692.9207047422574,3823.99430961028,3684.654774876833,3453.6423886847715
106,4690.07262188793,5030.184464485672,4738.606479938175,4531.298928232271
109,5529.036355609682,5858.820144492369,5567.97223624,5347.048473194762
110,4961.747280619182,5261.711016111078,5009.741274259943,4771.439054325012
111,4535.086859390138,4832.562357974682,4594.273163159344,4342.827273690999
112,4448.225384765186,4718.460885790176,4469.839862403828,4276.066580979784
113,4845.456339623624,5194.394230784928,4922.158410796896,4667.324115200582
114,5091.088864133986,5362.777719591637,5110.3903004154845,4834.256227957256
115,3237.00699971381,3330.514224903915,3200.521256346132,3000.921460337944
116,3754.672616213994,4037.3501242258353,3890.679939239633,3588.478601108147
117,5901.782589568347,6228.080008839914,5834.910108109423,5588.091180890613
118,4651.9633311899925,5189.445339896442,4811.144102159903,4472.961445157216
119,7651.338794026295,8157.792355879106,7816.02175130598,7258.089913650635
120,4074.006790825806,4291.157084124632,4114.821183638208,3779.824925009656
121,5738.0181642493335,6008.101898923869,5820.86448537136,5619.3004973692205
122,4164.36998398877,4445.061794291449,4161.378722379046,4007.0040309033193
123,4158.710779186185,4423.025352686529,4220.668104146282,3927.531062390646
124,4768.221473477527,5094.3647391580125,4776.652340223278,4705.006869147001
125,5370.065659364468,5778.980439138286,5392.272229310238,5155.093500759075
126,5210.889417501165,5697.597565443029,5239.192880809894,5151.196045009991
127,3860.416728379365,4067.127983642883,3864.805688234852,3716.549196396693
128,5216.732492071098,5452.429659285247,5212.349459953672,4989.828430285767
129,5967.46782998004,6352.397472983668,5924.1763582168505,5783.802003260259
130,4044.032554754133,4316.719923761447,4158.772307451286,3951.677379657727
131,5313.292916201698,5589.337623390351,5204.924977509714,5064.55582178191
132,8400.637512074509,9022.629529716276,8443.47419449965,7977.780559242559
133,5313.658926868933,5560.883609875112,5326.371791790506,5045.367863375514
134,5022.999187020741,5421.616651612903,5130.305662953366,4918.082525013026
135,5769.64543172364,6141.744534356318,5869.429202721227,5610.34683214169
136,4367.201892513822,4657.70166975516,4431.45169886734,4163.617620552668
137,2326.4534189223086,2472.050205276545,2359.865421888549,2227.8284782511696
138,2691.767867162513,2893.819970457729,2795.8578414170915,2645.440667112352
139,5462.794539640056,5843.607991762454,5532.801286339333,5331.578925217353
140,3278.823884416568,3518.215417859904,3379.8263634001173,3156.214233010751
141,3633.862021926471,3954.539748955015,3693.480582578871,3389.794257110794
142,7061.951550975785,7576.519447872919,7161.4762322662045,6704.715741290012
143,2873.9741335233766,2949.8170531793708,2818.086988531725,2640.727950948533
144,3975.945304289746,4394.168752786112,4057.421491103252,3843.979953789047
145,3833.908432927609,4100.950299694381,3909.347712150919,3703.278789226185
146,3044.8564653428384,3167.152911572946,3069.9467400146914,2905.0848178531696
147,6943.158619648269,7354.524022261792,7072.295623607599,6829.593301569318
149,7047.439133150862,7718.321633720216,7141.50055629887,6926.223242611907
150,5842.611609626572,6175.580654395346,5856.35418425313,5681.429758345044
151,4867.121497245298,5251.277876655169,4921.679226078973,4791.624215824391
155,6360.985543380069,6686.908975651288,6410.729958794977,6209.255512325471
157,5868.859005828483,6186.359889187306,5915.38687191292,5753.507853486175
158,5122.306575465851,5341.518028631488,5127.021451721032,4906.468674866935
159,5241.76258691476,5589.427638924535,5245.961475112507,5089.796731489633
160,3859.557708408157,4076.941848955937,3898.36070678284,3778.168435356824
161,5859.454839452639,6276.607045414355,5866.517429288515,5739.338972675156
163,3862.592815129332,4126.436310444724,3866.9192967542704,3525.120319139705
164,5843.076364457178,6191.2720983029785,5858.357177818997,5391.205268193661
165,9731.917483606372,10339.566903596013,9706.131429685567,9240.832010279855
166,4755.610590333643,5102.34846842707,4733.009524749263,4441.130122809514
167,5763.211251086994,6118.826836442082,5717.875683422631,5469.534933849858
168,4439.983227509183,4731.74890989226,4414.755257871001,4340.149310670257
169,7644.532299776511,8054.529253481853,7485.439098663685,7275.19655295858
170,4744.881593488572,5072.07104753291,4678.881125705455,4544.842462419872
171,6244.900131011347,6663.5846213743525,6233.932133017821,6067.7622274662535
172,3408.235995077968,3681.999560948892,3400.522716955619,3333.6969706240848
173,5058.505238763347,5336.859051216249,5089.4265168446045,4915.722446685444
174,3565.292451881547,3749.387491807304,3537.7978512589207,3429.0044653291243
176,7340.188703682545,7872.369607438712,7319.404851583171,7219.564360293207
177,9040.21475430423,9619.276459006052,9184.66695997442,8944.914789209206
178,5453.815205738565,5791.119207252772,5446.2440984590885,5313.960652678327
179,8433.189657696134,9024.034728218536,8488.196327888074,8258.018399828232
180,4759.660903472992,5089.944086004187,4770.586592112824,4629.527376243985
183,3145.7881284677524,3333.4608946940098,3164.128705591228,3094.574399261682
184,3711.441970750782,4004.282031720234,3682.663164620551,3619.858863838439
185,9723.647522348503,10367.646377563442,9763.559679617798,9553.899045611432
186,3201.6633780426773,3379.012418809108,3209.264249882692,3084.9234848568367
187,6157.22874935952,6716.943450582714,6203.597024149734,6120.0428894230445
189,4887.875923842746,5180.208825502875,4885.308362787651,4730.621818966962
190,4606.173276105962,4918.644353475593,4647.851226835852,4519.916055166752
191,6249.349732719626,6639.972463204349,6206.777988436971,6031.94052585086
192,6967.827714783243,7425.109450847105,6959.787061402058,6821.19276354519
193,3174.567464778685,3369.0144178302708,3212.8742820638417,3092.806288649839
194,5032.88384328448,5317.490283054383,5048.332909215485,4880.440515449786
195,4983.644786950834,5260.192070798424,4946.659918725728,4785.932460188723
196,6714.860273477116,7233.65422767386,6663.397315524107,6591.79947915884
199,7860.468551388017,8547.5584251072,7849.817559926285,7760.207336281524
200,7764.262601755418,8238.043042900717,7779.970695657361,7712.178322330199
201,5391.669771311981,5602.8679735196765,5320.888825811645,5211.361926428896
202,6462.391994092328,7104.937883270934,6397.068517638905,6414.99387909231
203,5900.404358662459,6157.526909743601,5786.6839015733,5459.401005411593
204,3482.010547225435,3774.287132140519,3434.3776728492144,3397.485627009709
206,7682.709827220737,8205.729291621125,7714.885783890833,7555.694798986209
208,7205.241849342678,7621.893500005928,7107.980724689563,6961.203042997036
209,3282.1585779258976,3506.8935568685847,3335.410594742394,3180.318020875236
210,5130.1237068935725,5505.574040802208,5123.879410326927,5004.272181150673
211,5273.352885752163,5641.362667700591,5245.335205124702,5125.578696497247
214,4553.722018633065,4849.195702612462,4649.380348502929,4742.843032345272
215,5613.189727447341,5881.898479941661,5548.555668402469,5259.7341084969885
218,3231.2104211386286,3465.556645576847,3255.7163622997946,3141.354781857348
219,3609.085570409705,3890.57694873558,3585.466688261976,3535.050411581815
220,3689.9646105544784,3993.761348133048,3771.557896798543,3711.618461465556
221,5399.131103590237,5746.746628220715,5233.510725605736,5152.980720664487
222,2472.464903513368,2669.388194609317,2441.775525885765,2400.663905332492
223,6489.9416315210965,6842.71013667675,6304.358750235473,6245.357236624774
224,2616.0161744150623,2860.108906260922,2663.2987818285555,2581.0625268543813
225,4036.125404069021,4327.284187244881,4029.624393070999,3945.8589090867167
226,2152.9476853532788,2265.2978302240967,2158.679790062603,2070.107884046449
227,3758.602342555445,4018.0743617570015,3756.434464501015,3638.837476386091
228,3123.768010510525,3325.745399750374,3072.809692044128,2940.5388033248964
