,Beta_C1,Beta_C2,Beta_C3,Beta_C4
0,2617.608137705795,2757.0509146360914,2725.5853519488887,2533.492173958347
2,4357.476600544322,4631.167047497805,4539.489377842286,4195.293622296378
3,1869.6661618490896,1973.3033037810676,1932.7862002276609,1799.5814905830869
4,2251.4155699461085,2404.705143639076,2366.401994916907,2205.9293638576446
5,2461.035883751129,2671.426166128373,2632.058035679492,2448.4530110267483
7,2113.471095598132,2275.5315074327027,2187.377382055947,2067.034951367738
8,1599.2859135486833,1706.1662153929728,1673.8734898708483,1558.2546962365775
9,929.7440862021944,974.2281947226222,964.1937145622138,895.6013798682901
10,1228.108595834217,1298.0427649883973,1266.5175819836168,1193.5574143644335
11,1513.1019976904247,1606.4430224112443,1577.7394683091788,1446.9247852309163
12,2427.3418179402606,2564.492723173535,2523.71314329607,2354.2485330845384
13,2985.0272815358708,3187.023373772982,3084.054038883641,2958.126377316024
14,905.7488722931096,954.8004557225422,933.3502001993212,874.1420349327042
15,1366.6623733230822,1440.2788193892345,1412.3307457277144,1307.3188540728984
16,1176.7252926226638,1244.150495350449,1219.9582856707357,1154.9773587907127
17,1404.2862386289007,1486.7768007826312,1433.4902357304038,1334.9349134868958
18,2168.179649167113,2273.288728518827,2232.7582105235765,2108.9328891082014
19,940.0059680026786,973.563660011654,959.2721999203812,901.1602849069744
20,2077.084608356608,2175.356174249042,2148.8579583875726,2020.75857543118
21,1816.0942864935605,1942.619522364812,1865.7444338156165,1785.1718787207976
22,1438.9478602073227,1521.1238061009108,1484.18779339568,1405.4752715477805
23,3331.692192865934,3519.289700039181,3432.2259255454933,3239.3009418537167
24,1186.872390958543,1255.0034921506826,1225.5520920930803,1158.7852415347022
25,3747.919453187618,3950.177710618104,3882.167850719805,3587.752262613048
26,1749.379794522526,1846.0289768536772,1786.0861378287473,1691.9528023724115
27,2624.511773382903,2798.129785389531,2691.501607570761,2570.0729754542426
28,1725.4272582469182,1843.5626153154808,1793.3254342205555,1693.1644352348742
29,1033.357491127116,1081.872130894723,1055.2811374565597,1011.6598401176236
30,2577.759520323565,2732.130339835004,2631.546820368783,2512.9863730300654
31,1818.4006947129567,1930.4006538812623,1862.7556958721136,1759.86465778771
32,1951.9498432114983,2035.621623759608,1999.6352333988568,1884.6039303580933
33,1249.3578598532567,1337.4216304072745,1286.9837361167088,1220.5917601036576
34,1631.3099688414222,1724.4136593609912,1682.4698861800962,1591.7244229700125
35,2297.0731841514626,2455.935157489276,2358.226759299299,2251.7557591797595
36,3236.8617456636257,3396.599225965076,3344.3991018919687,3162.0951718895417
37,3171.2584064270272,3361.88197953459,3274.493308478576,3116.539212783063
38,2405.4826100888813,2545.447008282126,2477.8319180867325,2360.568029718921
39,1643.1195929667106,1739.229906037914,1682.2247970553617,1607.2755165851484
40,1572.620759620889,1650.250489703166,1606.9858917364725,1519.2324300299974
41,1735.158873241473,1808.1420882677085,1775.7550293235718,1690.730393550722
42,1835.652508846071,1911.324751401748,1877.5498797102596,1785.3537079114542
43,1568.44899449752,1646.6503014176317,1606.5774524887825,1526.015552168331
44,2199.4271469991727,2298.5141593898675,2250.719373331395,2120.037301033542
45,1281.3875329276018,1344.8597247612445,1304.2424082129137,1241.746839815184
46,2986.1560241667303,3144.728115191964,3065.869764789701,2913.0051430468966
47,2259.7639992446243,2397.475051574705,2306.1435294400694,2195.8850498788806
48,1470.1583120142786,1556.0454027647495,1513.930449231328,1450.6224854605657
49,2454.4538620281464,2592.733231279922,2518.4408027905943,2403.192043262896
