Datetime,valueACC
2024-10-10 13:40:16.787730,"[32, 0, 54]"
2024-10-10 13:40:16.818980,"[31, 0, 54]"
2024-10-10 13:40:16.850230,"[31, -1, 55]"
2024-10-10 13:40:16.881480,"[31, -1, 54]"
2024-10-10 13:40:16.912730,"[32, -2, 54]"
2024-10-10 13:40:16.943980,"[31, -1, 54]"
2024-10-10 13:40:16.975230,"[31, -1, 54]"
2024-10-10 13:40:17.006490,"[32, -1, 54]"
2024-10-10 13:40:17.037740,"[31, -2, 54]"
2024-10-10 13:40:17.068990,"[32, -2, 54]"
2024-10-10 13:40:17.100240,"[31, -2, 54]"
2024-10-10 13:40:17.131490,"[30, -1, 55]"
2024-10-10 13:40:17.162740,"[30, -1, 54]"
2024-10-10 13:40:17.193990,"[31, -1, 54]"
2024-10-10 13:40:17.225250,"[32, -2, 54]"
2024-10-10 13:40:17.256500,"[32, -2, 54]"
2024-10-10 13:40:17.287750,"[34, -3, 54]"
2024-10-10 13:40:17.319000,"[31, -1, 55]"
2024-10-10 13:40:17.350250,"[29, 1, 56]"
2024-10-10 13:40:17.381500,"[32, -2, 56]"
2024-10-10 13:40:17.412750,"[25, 2, 57]"
2024-10-10 13:40:17.444010,"[23, 3, 57]"
2024-10-10 13:40:17.475260,"[25, 1, 57]"
2024-10-10 13:40:17.506510,"[24, 4, 57]"
2024-10-10 13:40:17.537760,"[24, 4, 57]"
2024-10-10 13:40:17.569010,"[26, 4, 57]"
2024-10-10 13:40:17.600260,"[28, 2, 56]"
2024-10-10 13:40:17.631510,"[28, 3, 56]"
2024-10-10 13:40:17.662770,"[25, 4, 56]"
2024-10-10 13:40:17.694020,"[26, 5, 56]"
2024-10-10 13:40:17.725270,"[27, 4, 56]"
2024-10-10 13:40:17.756520,"[31, 3, 57]"
2024-10-10 13:40:17.787770,"[29, 2, 56]"
2024-10-10 13:40:17.819020,"[30, -1, 55]"
2024-10-10 13:40:17.850280,"[30, -1, 54]"
2024-10-10 13:40:17.881530,"[31, -1, 55]"
2024-10-10 13:40:17.912780,"[31, 0, 55]"
2024-10-10 13:40:17.944030,"[30, 0, 56]"
2024-10-10 13:40:17.975280,"[26, 2, 56]"
2024-10-10 13:40:18.006530,"[26, 3, 56]"
2024-10-10 13:40:18.037780,"[28, 1, 56]"
2024-10-10 13:40:18.069040,"[27, 2, 57]"
2024-10-10 13:40:18.100290,"[27, 1, 56]"
2024-10-10 13:40:18.131540,"[26, 1, 56]"
2024-10-10 13:40:18.162790,"[27, 2, 57]"
2024-10-10 13:40:18.194040,"[27, 2, 56]"
2024-10-10 13:40:18.225290,"[26, 2, 57]"
2024-10-10 13:40:18.256540,"[23, 3, 58]"
2024-10-10 13:40:18.287800,"[23, 2, 57]"
2024-10-10 13:40:18.319050,"[28, 2, 58]"
2024-10-10 13:40:18.350300,"[24, 2, 58]"
2024-10-10 13:40:18.381550,"[22, 2, 58]"
2024-10-10 13:40:18.412800,"[25, 1, 57]"
2024-10-10 13:40:18.444050,"[25, 0, 57]"
2024-10-10 13:40:18.475300,"[26, 0, 57]"
2024-10-10 13:40:18.506560,"[24, 1, 57]"
2024-10-10 13:40:18.537810,"[25, 1, 58]"
2024-10-10 13:40:18.569060,"[26, 1, 58]"
2024-10-10 13:40:18.600310,"[24, 1, 57]"
2024-10-10 13:40:18.631560,"[24, 1, 57]"
2024-10-10 13:40:18.662810,"[24, 0, 57]"
2024-10-10 13:40:18.694060,"[26, 0, 58]"
2024-10-10 13:40:18.725320,"[26, 0, 57]"
2024-10-10 13:40:18.756570,"[24, 0, 58]"
2024-10-10 13:40:18.787820,"[24, 0, 57]"
2024-10-10 13:40:18.819070,"[26, -1, 57]"
2024-10-10 13:40:18.850320,"[26, -1, 57]"
2024-10-10 13:40:18.881570,"[26, -1, 57]"
2024-10-10 13:40:18.912820,"[26, 0, 57]"
2024-10-10 13:40:18.944080,"[26, 0, 56]"
2024-10-10 13:40:18.975330,"[26, 0, 57]"
2024-10-10 13:40:19.006580,"[26, 0, 57]"
2024-10-10 13:40:19.037830,"[27, 0, 57]"
2024-10-10 13:40:19.069080,"[28, 0, 57]"
2024-10-10 13:40:19.100330,"[29, -1, 56]"
2024-10-10 13:40:19.131580,"[29, -1, 57]"
2024-10-10 13:40:19.162840,"[28, -1, 56]"
2024-10-10 13:40:19.194090,"[26, -1, 56]"
2024-10-10 13:40:19.225340,"[26, -1, 57]"
2024-10-10 13:40:19.256590,"[27, -1, 57]"
2024-10-10 13:40:19.287840,"[27, -1, 57]"
2024-10-10 13:40:19.319090,"[27, -1, 57]"
2024-10-10 13:40:19.350340,"[26, -1, 57]"
2024-10-10 13:40:19.381600,"[26, -1, 57]"
2024-10-10 13:40:19.412850,"[24, -1, 57]"
2024-10-10 13:40:19.444100,"[26, -1, 57]"
2024-10-10 13:40:19.475350,"[26, -1, 57]"
2024-10-10 13:40:19.506600,"[25, -1, 57]"
2024-10-10 13:40:19.537850,"[25, -1, 57]"
2024-10-10 13:40:19.569100,"[25, -1, 57]"
2024-10-10 13:40:19.600360,"[26, -1, 57]"
2024-10-10 13:40:19.631610,"[26, -1, 57]"
2024-10-10 13:40:19.662860,"[25, -1, 57]"
2024-10-10 13:40:19.694110,"[25, -1, 57]"
2024-10-10 13:40:19.725360,"[25, -1, 57]"
2024-10-10 13:40:19.756610,"[24, -1, 57]"
2024-10-10 13:40:19.787860,"[25, -1, 58]"
2024-10-10 13:40:19.819120,"[26, -1, 57]"
2024-10-10 13:40:19.850370,"[26, -1, 57]"
2024-10-10 13:40:19.881620,"[26, -1, 57]"
2024-10-10 13:40:19.912870,"[26, -1, 57]"
2024-10-10 13:40:19.944120,"[26, -1, 57]"
2024-10-10 13:40:19.975370,"[26, -1, 57]"
2024-10-10 13:40:20.006620,"[26, -1, 57]"
2024-10-10 13:40:20.037880,"[25, -1, 57]"
2024-10-10 13:40:20.069130,"[25, -1, 57]"
2024-10-10 13:40:20.100380,"[25, -1, 57]"
2024-10-10 13:40:20.131630,"[26, -1, 57]"
2024-10-10 13:40:20.162880,"[26, -1, 57]"
2024-10-10 13:40:20.194130,"[26, -1, 57]"
2024-10-10 13:40:20.225380,"[26, -1, 57]"
2024-10-10 13:40:20.256640,"[26, -1, 57]"
2024-10-10 13:40:20.287890,"[26, -1, 57]"
2024-10-10 13:40:20.319140,"[25, -1, 57]"
2024-10-10 13:40:20.350390,"[25, -1, 57]"
2024-10-10 13:40:20.381640,"[25, -1, 57]"
2024-10-10 13:40:20.412890,"[26, -1, 57]"
2024-10-10 13:40:20.444140,"[26, -1, 57]"
2024-10-10 13:40:20.475400,"[26, -1, 57]"
2024-10-10 13:40:20.506650,"[26, -1, 57]"
2024-10-10 13:40:20.537900,"[26, -1, 57]"
2024-10-10 13:40:20.569150,"[26, -1, 57]"
2024-10-10 13:40:20.600400,"[26, -1, 57]"
2024-10-10 13:40:20.631650,"[25, -1, 57]"
2024-10-10 13:40:20.662910,"[25, -1, 57]"
2024-10-10 13:40:20.694160,"[25, -1, 57]"
2024-10-10 13:40:20.725410,"[26, -1, 57]"
2024-10-10 13:40:20.756660,"[26, -1, 57]"
2024-10-10 13:40:20.787910,"[26, -1, 57]"
2024-10-10 13:40:20.819160,"[26, -1, 57]"
2024-10-10 13:40:20.850410,"[26, -1, 57]"
2024-10-10 13:40:20.881670,"[25, -1, 57]"
2024-10-10 13:40:20.912920,"[26, -1, 57]"
2024-10-10 13:40:20.944170,"[26, -1, 57]"
2024-10-10 13:40:20.975420,"[26, -1, 57]"
2024-10-10 13:40:21.006670,"[26, -1, 57]"
2024-10-10 13:40:21.037920,"[26, -1, 57]"
2024-10-10 13:40:21.069170,"[26, -1, 57]"
2024-10-10 13:40:21.100430,"[26, -1, 57]"
2024-10-10 13:40:21.131680,"[26, -1, 57]"
2024-10-10 13:40:21.162930,"[26, -1, 57]"
2024-10-10 13:40:21.194180,"[26, -1, 57]"
2024-10-10 13:40:21.225430,"[26, -1, 57]"
2024-10-10 13:40:21.256680,"[25, -1, 57]"
2024-10-10 13:40:21.287930,"[26, -1, 57]"
2024-10-10 13:40:21.319190,"[26, -1, 57]"
2024-10-10 13:40:21.350440,"[26, -1, 57]"
2024-10-10 13:40:21.381690,"[26, -1, 57]"
2024-10-10 13:40:21.412940,"[26, -1, 57]"
2024-10-10 13:40:21.444190,"[25, -1, 57]"
2024-10-10 13:40:21.475440,"[26, -1, 57]"
2024-10-10 13:40:21.506690,"[26, -2, 57]"
2024-10-10 13:40:21.537950,"[26, -1, 57]"
2024-10-10 13:40:21.569200,"[26, -2, 57]"
2024-10-10 13:40:21.600450,"[26, -1, 57]"
2024-10-10 13:40:21.631700,"[26, -1, 57]"
2024-10-10 13:40:21.662950,"[26, -1, 57]"
2024-10-10 13:40:21.694200,"[26, -2, 57]"
2024-10-10 13:40:21.725450,"[25, -2, 57]"
2024-10-10 13:40:21.756710,"[26, -2, 57]"
2024-10-10 13:40:21.787960,"[26, -1, 57]"
2024-10-10 13:40:21.819210,"[25, -2, 57]"
2024-10-10 13:40:21.850460,"[26, -1, 57]"
2024-10-10 13:40:21.881710,"[26, -2, 57]"
2024-10-10 13:40:21.912960,"[26, -2, 57]"
2024-10-10 13:40:21.944210,"[26, -2, 57]"
2024-10-10 13:40:21.975470,"[26, -2, 57]"
2024-10-10 13:40:22.006720,"[26, -2, 57]"
2024-10-10 13:40:22.037970,"[26, -1, 57]"
2024-10-10 13:40:22.069220,"[26, -2, 57]"
2024-10-10 13:40:22.100470,"[26, -2, 57]"
2024-10-10 13:40:22.131720,"[26, -2, 57]"
2024-10-10 13:40:22.162970,"[26, -1, 57]"
2024-10-10 13:40:22.194230,"[26, -2, 57]"
2024-10-10 13:40:22.225480,"[26, -2, 57]"
2024-10-10 13:40:22.256730,"[26, -2, 57]"
2024-10-10 13:40:22.287980,"[26, -2, 57]"
2024-10-10 13:40:22.319230,"[26, -2, 57]"
2024-10-10 13:40:22.350480,"[26, -2, 57]"
2024-10-10 13:40:22.381730,"[26, -2, 57]"
2024-10-10 13:40:22.412990,"[26, -2, 57]"
2024-10-10 13:40:22.444240,"[26, -2, 57]"
2024-10-10 13:40:22.475490,"[26, -2, 57]"
2024-10-10 13:40:22.506740,"[26, -2, 57]"
2024-10-10 13:40:22.537990,"[26, -2, 57]"
2024-10-10 13:40:22.569240,"[26, -2, 57]"
2024-10-10 13:40:22.600490,"[26, -2, 57]"
2024-10-10 13:40:22.631750,"[26, -2, 57]"
2024-10-10 13:40:22.663000,"[26, -2, 57]"
2024-10-10 13:40:22.694250,"[26, -2, 57]"
2024-10-10 13:40:22.725500,"[26, -2, 57]"
2024-10-10 13:40:22.756750,"[26, -2, 57]"
2024-10-10 13:40:22.788000,"[26, -2, 57]"
2024-10-10 13:40:22.819260,"[26, -1, 57]"
2024-10-10 13:40:22.850510,"[26, -2, 57]"
2024-10-10 13:40:22.881760,"[26, -2, 57]"
2024-10-10 13:40:22.913010,"[26, -2, 57]"
2024-10-10 13:40:22.944260,"[26, -2, 57]"
2024-10-10 13:40:22.975510,"[26, -2, 57]"
2024-10-10 13:40:23.006760,"[26, -1, 57]"
2024-10-10 13:40:23.038020,"[26, -1, 57]"
2024-10-10 13:40:23.069270,"[26, -2, 57]"
2024-10-10 13:40:23.100520,"[26, -2, 57]"
2024-10-10 13:40:23.131770,"[26, -1, 57]"
2024-10-10 13:40:23.163020,"[26, -1, 57]"
2024-10-10 13:40:23.194270,"[26, -1, 57]"
