Datetime,valueTemp
2024-10-10 13:40:15.602350,33.07
2024-10-10 13:40:17.602440,33.07
2024-10-10 13:40:19.602530,33.07
2024-10-10 13:40:21.102600,33.07
2024-10-10 13:40:21.602620,33.07
2024-10-10 13:40:23.602720,33.07
2024-10-10 13:40:25.602810,33.07
2024-10-10 13:40:27.602900,33.07
2024-10-10 13:40:29.603000,33.07
2024-10-10 13:40:31.603090,33.07
2024-10-10 13:40:33.603180,33.07
2024-10-10 13:40:35.603270,33.07
2024-10-10 13:40:37.603370,33.07
2024-10-10 13:40:39.603460,33.07
2024-10-10 13:40:41.603550,33.07
2024-10-10 13:40:43.603640,33.07
2024-10-10 13:40:45.603740,33.07
2024-10-10 13:40:47.603830,33.07
2024-10-10 13:40:49.603920,33.07
2024-10-10 13:40:51.604010,33.07
2024-10-10 13:40:53.604110,33.07
2024-10-10 13:40:55.604200,33.07
2024-10-10 13:40:57.604290,33.07
2024-10-10 13:40:59.604380,33.07
2024-10-10 13:41:01.604480,33.07
2024-10-10 13:41:03.604570,33.07
2024-10-10 13:41:05.604660,33.07
2024-10-10 13:41:07.604750,33.07
2024-10-10 13:41:09.604850,33.07
2024-10-10 13:41:11.604940,33.07
2024-10-10 13:41:13.605030,33.07
2024-10-10 13:41:15.605120,33.07
2024-10-10 13:41:17.605220,33.07
2024-10-10 13:41:19.605310,33.07
2024-10-10 13:41:21.605400,33.07
2024-10-10 13:41:23.605500,33.07
2024-10-10 13:41:25.605590,33.07
2024-10-10 13:41:27.605680,33.07
2024-10-10 13:41:29.605770,33.07
2024-10-10 13:41:31.605870,33.07
2024-10-10 13:41:33.605960,33.07
2024-10-10 13:41:35.606050,33.07
2024-10-10 13:41:37.606140,33.07
2024-10-10 13:41:39.606240,33.07
2024-10-10 13:41:41.606330,33.07
2024-10-10 13:41:43.606420,33.07
2024-10-10 13:41:45.606510,33.07
2024-10-10 13:41:47.606610,33.07
2024-10-10 13:41:49.606700,33.07
2024-10-10 13:41:51.606790,33.07
2024-10-10 13:41:53.606880,33.07
2024-10-10 13:41:55.606980,33.07
2024-10-10 13:41:57.607070,33.07
2024-10-10 13:41:59.607160,33.07
2024-10-10 13:42:01.607250,33.07
2024-10-10 13:42:03.607350,33.07
2024-10-10 13:42:05.607440,33.07
2024-10-10 13:42:07.607530,33.07
2024-10-10 13:42:09.607630,33.07
2024-10-10 13:42:11.607720,33.07
2024-10-10 13:42:13.607810,33.07
2024-10-10 13:42:15.607900,33.07
2024-10-10 13:42:17.608000,33.07
2024-10-10 13:42:19.608090,33.07
2024-10-10 13:42:21.608180,33.07
2024-10-10 13:42:23.608270,33.07
2024-10-10 13:42:25.608370,33.07
2024-10-10 13:42:27.608460,33.07
2024-10-10 13:42:29.608550,33.07
2024-10-10 13:42:31.608640,33.07
2024-10-10 13:42:33.608740,33.07
2024-10-10 13:42:35.608830,33.07
2024-10-10 13:42:37.608920,33.07
2024-10-10 13:42:39.609010,33.07
2024-10-10 13:42:41.609110,33.07
2024-10-10 13:42:43.609200,33.07
2024-10-10 13:42:45.609290,33.07
2024-10-10 13:42:47.609380,33.07
2024-10-10 13:42:49.609480,33.07
2024-10-10 13:42:51.609570,33.07
2024-10-10 13:42:53.609660,33.07
2024-10-10 13:42:55.609750,33.07
2024-10-10 13:42:57.609850,33.07
2024-10-10 13:42:59.609940,33.07
2024-10-10 13:43:01.610030,33.07
2024-10-10 13:43:03.610130,33.07
2024-10-10 13:43:05.610220,33.07
2024-10-10 13:43:07.610310,33.07
2024-10-10 13:43:09.610400,33.07
2024-10-10 13:43:11.610500,33.07
2024-10-10 13:43:13.610590,33.07
