Datetime,valueEDA
2024-10-10 13:40:16.439000,17.94986
2024-10-10 13:40:16.689000,17.98316
2024-10-10 13:40:16.939000,18.06559
2024-10-10 13:40:17.189000,18.06303
2024-10-10 13:40:17.439000,18.16678
2024-10-10 13:40:17.689000,18.20009
2024-10-10 13:40:17.939000,18.24876
2024-10-10 13:40:18.189000,18.29231
2024-10-10 13:40:18.439000,18.07071
2024-10-10 13:40:18.939000,18.14328
2024-10-10 13:40:19.189000,18.33971
2024-10-10 13:40:19.439000,18.27822
2024-10-10 13:40:19.689000,18.26798
2024-10-10 13:40:19.939000,18.2462
2024-10-10 13:40:20.189000,18.24748
2024-10-10 13:40:20.439000,18.27566
2024-10-10 13:40:20.689000,18.28847
2024-10-10 13:40:20.939000,18.29488
2024-10-10 13:40:21.189000,18.31537
2024-10-10 13:40:21.439000,18.30512
2024-10-10 13:40:21.689000,18.30769
2024-10-10 13:40:21.939000,18.32434
2024-10-10 13:40:22.189000,18.32178
2024-10-10 13:40:22.439000,18.32434
2024-10-10 13:40:22.689000,18.33202
2024-10-10 13:40:22.939000,18.34227
2024-10-10 13:40:23.189000,18.34612
2024-10-10 13:40:23.439000,18.34868
2024-10-10 13:40:23.689000,18.34996
2024-10-10 13:40:23.939000,18.33587
2024-10-10 13:40:24.189000,18.33971
2024-10-10 13:40:24.439000,18.34739
2024-10-10 13:40:24.689000,18.35252
2024-10-10 13:40:24.939000,18.34483
2024-10-10 13:40:25.189000,17.45201
2024-10-10 13:40:25.439000,16.83671
2024-10-10 13:40:25.689000,16.33528
2024-10-10 13:40:25.939000,15.83692
2024-10-10 13:40:26.189000,15.33386
2024-10-10 13:40:26.439000,14.82493
2024-10-10 13:40:26.689000,14.30762
2024-10-10 13:40:26.939000,13.80652
2024-10-10 13:40:27.189000,13.30826
2024-10-10 13:40:27.439000,12.80843
2024-10-10 13:40:27.689000,12.30438
2024-10-10 13:40:27.939000,11.80414
2024-10-10 13:40:28.189000,11.30272
2024-10-10 13:40:28.439000,10.80231
2024-10-10 13:40:28.689000,10.3008
2024-10-10 13:40:28.939000,9.799495
2024-10-10 13:40:29.189000,9.298022
2024-10-10 13:40:29.439000,8.798237
2024-10-10 13:40:29.689000,8.295764
2024-10-10 13:40:29.939000,7.791414
2024-10-10 13:40:30.189000,7.264992
2024-10-10 13:40:30.439000,6.765862
2024-10-10 13:40:30.689000,6.266655
2024-10-10 13:40:30.939000,5.768814
2024-10-10 13:40:31.189000,5.270573
2024-10-10 13:40:31.439000,4.76901
2024-10-10 13:40:31.689000,4.269979
2024-10-10 13:40:31.939000,3.772113
2024-10-10 13:40:32.189000,3.989497
2024-10-10 13:40:32.439000,3.272168
2024-10-10 13:40:32.689000,2.774297
2024-10-10 13:40:32.939000,2.432946
2024-10-10 13:40:33.189000,2.590052
2024-10-10 13:40:33.439000,2.577242
2024-10-10 13:40:33.689000,2.016188
2024-10-10 13:40:33.939000,2.20833
2024-10-10 13:40:34.189000,2.308244
2024-10-10 13:40:34.439000,2.3313
2024-10-10 13:40:34.689000,2.107135
2024-10-10 13:40:34.939000,2.173744
2024-10-10 13:40:35.189000,2.815498
2024-10-10 13:40:35.439000,3.084496
2024-10-10 13:40:35.689000,3.193827
2024-10-10 13:40:35.939000,2.459846
2024-10-10 13:40:36.189000,2.79161
2024-10-10 13:40:36.439000,3.581954
2024-10-10 13:40:36.689000,2.793511
2024-10-10 13:40:36.939000,2.409889
2024-10-10 13:40:37.189000,1.777932
2024-10-10 13:40:37.439000,2.130846
2024-10-10 13:40:37.689000,1.280299
2024-10-10 13:40:37.939000,0.7933401
2024-10-10 13:40:38.189000,0.3154484
2024-10-10 13:40:38.439000,0.0
2024-10-10 13:40:38.689000,0.1806132
2024-10-10 13:40:38.939000,0.0
2024-10-10 13:40:39.189000,0.0
2024-10-10 13:40:39.439000,0.005123734
2024-10-10 13:40:39.689000,0.02049508
2024-10-10 13:40:39.939000,0.03842831
2024-10-10 13:40:40.189000,0.03842831
2024-10-10 13:40:40.439000,0.05379966
2024-10-10 13:40:40.689000,0.05636155
2024-10-10 13:40:41.189000,0.05636155
2024-10-10 13:40:41.439000,0.06276628
2024-10-10 13:40:41.689000,0.8185241
2024-10-10 13:40:41.939000,0.0
2024-10-10 13:40:42.189000,0.163961
2024-10-10 13:40:42.439000,0.03202359
2024-10-10 13:40:42.689000,0.2113559
2024-10-10 13:40:42.939000,0.1447468
2024-10-10 13:40:43.189000,0.1409039
2024-10-10 13:40:43.439000,0.1613991
2024-10-10 13:40:43.689000,0.1652419
2024-10-10 13:40:43.939000,0.2946174
2024-10-10 13:40:44.189000,0.4649831
2024-10-10 13:40:44.439000,0.2882127
2024-10-10 13:40:44.689000,0.4572974
2024-10-10 13:40:44.939000,0.1127231
