Datetime,valueACC
2024-10-09 12:20:27.718550,"[-5, 14, 61]"
2024-10-09 12:20:27.749800,"[-5, 14, 61]"
2024-10-09 12:20:27.781050,"[-5, 15, 61]"
2024-10-09 12:20:27.812310,"[-5, 15, 61]"
2024-10-09 12:20:27.843560,"[-5, 15, 61]"
2024-10-09 12:20:27.874810,"[-5, 14, 61]"
2024-10-09 12:20:27.906060,"[-5, 14, 61]"
2024-10-09 12:20:27.937310,"[-5, 15, 61]"
2024-10-09 12:20:27.968560,"[-4, 15, 61]"
2024-10-09 12:20:27.999810,"[-4, 14, 61]"
2024-10-09 12:20:28.031070,"[-5, 14, 61]"
2024-10-09 12:20:28.062320,"[-5, 14, 61]"
2024-10-09 12:20:28.093570,"[-5, 14, 61]"
2024-10-09 12:20:28.124820,"[-5, 14, 61]"
2024-10-09 12:20:28.156070,"[-5, 15, 61]"
2024-10-09 12:20:28.187320,"[-5, 15, 62]"
2024-10-09 12:20:28.218580,"[-4, 15, 61]"
2024-10-09 12:20:28.249830,"[-5, 15, 61]"
2024-10-09 12:20:28.281080,"[-5, 15, 61]"
2024-10-09 12:20:28.312330,"[-5, 15, 60]"
2024-10-09 12:20:28.343580,"[-5, 15, 60]"
2024-10-09 12:20:28.374830,"[-5, 14, 61]"
2024-10-09 12:20:28.406080,"[-4, 15, 62]"
2024-10-09 12:20:28.437340,"[-4, 15, 61]"
2024-10-09 12:20:28.468590,"[-5, 14, 60]"
2024-10-09 12:20:28.499840,"[-5, 14, 60]"
2024-10-09 12:20:28.531090,"[-5, 15, 61]"
2024-10-09 12:20:28.562340,"[-4, 16, 61]"
2024-10-09 12:20:28.593590,"[-5, 15, 61]"
2024-10-09 12:20:28.624840,"[-5, 15, 61]"
2024-10-09 12:20:28.656100,"[-5, 15, 61]"
2024-10-09 12:20:28.687350,"[-5, 15, 61]"
2024-10-09 12:20:28.718600,"[-5, 15, 61]"
2024-10-09 12:20:28.749850,"[-5, 15, 61]"
2024-10-09 12:20:28.781100,"[-5, 15, 61]"
2024-10-09 12:20:28.812350,"[-5, 15, 61]"
2024-10-09 12:20:28.843600,"[-5, 15, 61]"
2024-10-09 12:20:28.874860,"[-5, 15, 61]"
2024-10-09 12:20:28.937360,"[-5, 15, 61]"
2024-10-09 12:20:28.968610,"[-5, 15, 61]"
2024-10-09 12:20:28.999860,"[-5, 15, 61]"
2024-10-09 12:20:29.031110,"[-4, 15, 61]"
2024-10-09 12:20:29.062360,"[-4, 15, 61]"
2024-10-09 12:20:29.093620,"[-4, 15, 61]"
2024-10-09 12:20:29.124870,"[-4, 15, 61]"
2024-10-09 12:20:29.156120,"[-5, 15, 61]"
2024-10-09 12:20:29.187370,"[-5, 15, 61]"
2024-10-09 12:20:29.218620,"[-5, 15, 61]"
2024-10-09 12:20:29.249870,"[-5, 14, 61]"
2024-10-09 12:20:29.281120,"[-5, 15, 61]"
2024-10-09 12:20:29.312380,"[-5, 14, 61]"
2024-10-09 12:20:29.343630,"[-5, 15, 61]"
2024-10-09 12:20:29.374880,"[-5, 15, 61]"
2024-10-09 12:20:29.406130,"[-5, 15, 61]"
2024-10-09 12:20:29.437380,"[-5, 15, 61]"
2024-10-09 12:20:29.468630,"[-5, 15, 61]"
2024-10-09 12:20:29.499880,"[-5, 14, 61]"
2024-10-09 12:20:29.531140,"[-5, 14, 61]"
2024-10-09 12:20:29.562390,"[-5, 14, 61]"
2024-10-09 12:20:29.593640,"[-5, 15, 61]"
2024-10-09 12:20:29.624890,"[-5, 15, 61]"
2024-10-09 12:20:29.656140,"[-5, 15, 61]"
2024-10-09 12:20:29.687390,"[-5, 14, 61]"
2024-10-09 12:20:29.718640,"[-5, 14, 61]"
2024-10-09 12:20:29.749900,"[-5, 14, 61]"
2024-10-09 12:20:29.781150,"[-4, 15, 61]"
2024-10-09 12:20:29.812400,"[-5, 15, 61]"
2024-10-09 12:20:29.843650,"[-5, 14, 61]"
2024-10-09 12:20:29.874900,"[-5, 14, 61]"
2024-10-09 12:20:29.906150,"[-5, 15, 61]"
2024-10-09 12:20:29.937400,"[-5, 15, 61]"
2024-10-09 12:20:29.968660,"[-5, 15, 61]"
2024-10-09 12:20:29.999910,"[-5, 15, 61]"
2024-10-09 12:20:30.031160,"[-5, 14, 61]"
2024-10-09 12:20:30.062410,"[-5, 14, 61]"
2024-10-09 12:20:30.093660,"[-4, 15, 61]"
2024-10-09 12:20:30.124910,"[-4, 15, 61]"
2024-10-09 12:20:30.156160,"[-5, 14, 61]"
2024-10-09 12:20:30.187420,"[-5, 15, 61]"
2024-10-09 12:20:30.218670,"[-5, 15, 61]"
2024-10-09 12:20:30.249920,"[-5, 15, 61]"
2024-10-09 12:20:30.281170,"[-4, 15, 61]"
2024-10-09 12:20:30.312420,"[-5, 14, 61]"
2024-10-09 12:20:30.343670,"[-5, 15, 61]"
2024-10-09 12:20:30.374930,"[-5, 15, 61]"
2024-10-09 12:20:30.406180,"[-5, 14, 61]"
2024-10-09 12:20:30.437430,"[-5, 14, 61]"
2024-10-09 12:20:30.468680,"[-5, 14, 61]"
2024-10-09 12:20:30.499930,"[-5, 15, 62]"
2024-10-09 12:20:30.531180,"[-5, 15, 61]"
2024-10-09 12:20:30.562430,"[-5, 14, 61]"
2024-10-09 12:20:30.593690,"[-5, 15, 61]"
2024-10-09 12:20:30.624940,"[-5, 14, 61]"
2024-10-09 12:20:30.656190,"[-5, 14, 61]"
2024-10-09 12:20:30.687440,"[-5, 14, 61]"
2024-10-09 12:20:30.718690,"[-5, 14, 61]"
2024-10-09 12:20:30.749940,"[-5, 14, 61]"
2024-10-09 12:20:30.781190,"[-5, 15, 61]"
2024-10-09 12:20:30.812450,"[-5, 15, 61]"
2024-10-09 12:20:30.843700,"[-5, 14, 61]"
2024-10-09 12:20:30.874950,"[-5, 14, 61]"
2024-10-09 12:20:30.906200,"[-5, 15, 61]"
2024-10-09 12:20:30.937450,"[-5, 15, 61]"
2024-10-09 12:20:30.968700,"[-5, 14, 61]"
2024-10-09 12:20:30.999950,"[-5, 15, 61]"
2024-10-09 12:20:31.031210,"[-5, 15, 61]"
2024-10-09 12:20:31.062460,"[-5, 15, 61]"
2024-10-09 12:20:31.093710,"[-5, 15, 61]"
2024-10-09 12:20:31.124960,"[-5, 14, 61]"
2024-10-09 12:20:31.156210,"[-5, 15, 61]"
2024-10-09 12:20:31.187460,"[-5, 15, 61]"
2024-10-09 12:20:31.218710,"[-5, 15, 61]"
2024-10-09 12:20:31.249970,"[-5, 14, 61]"
2024-10-09 12:20:31.281220,"[-5, 15, 61]"
2024-10-09 12:20:31.312470,"[-5, 15, 61]"
2024-10-09 12:20:31.343720,"[-5, 15, 61]"
2024-10-09 12:20:31.374970,"[-5, 15, 61]"
2024-10-09 12:20:31.406220,"[-5, 14, 62]"
2024-10-09 12:20:31.437470,"[-5, 15, 61]"
2024-10-09 12:20:31.468730,"[-5, 14, 61]"
2024-10-09 12:20:31.499980,"[-5, 15, 61]"
2024-10-09 12:20:31.531230,"[-5, 15, 61]"
2024-10-09 12:20:31.562480,"[-5, 14, 61]"
2024-10-09 12:20:31.593730,"[-5, 14, 61]"
2024-10-09 12:20:31.624980,"[-5, 14, 61]"
2024-10-09 12:20:31.656230,"[-5, 15, 61]"
2024-10-09 12:20:31.687490,"[-5, 15, 61]"
2024-10-09 12:20:31.718740,"[-5, 15, 61]"
2024-10-09 12:20:31.749990,"[-5, 14, 61]"
2024-10-09 12:20:31.781240,"[-5, 15, 61]"
2024-10-09 12:20:31.812490,"[-5, 14, 61]"
