,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,480.0852404389426,3309.6768167203554,4125.441816649267,338.2299542953238
1,65133.14768226006,69666.5999490647,64003.80479832235,61824.54927949075
2,648.0815099494291,679.4702987645824,725.6008618276821,706.2178107804611
3,954.4453909247331,924.2564774757678,1065.239946879104,1035.9282403411871
4,1163.3660259972044,1196.8582742404458,1108.1367817344185,1317.1466606349832
5,1005.3744474225164,1062.7147197545992,1124.6092298156047,1229.2550489248083
6,1300.8009826168382,1401.6890148302389,1592.5619119126834,1630.4896245607265
7,13670.176595264982,14329.667669436358,14300.648798512388,13917.29480266598
8,9812.168896354273,10457.583275517678,10095.470102607438,9655.343146197389
9,3107.331704959,3120.585464696905,3314.960606385038,3434.793102414807
10,3665.7531067855166,3741.596291987444,3925.138217655056,4106.6752842708365
11,5544.057417811599,5651.030011273788,5750.011984957006,5964.70230906225
12,4420.908022266906,4363.99904385416,4787.591444526657,4851.4581842256775
13,6128.153909012531,6212.197098185256,6363.081674257145,6655.774172741198
14,7886.219069584122,8178.533372579788,8038.680048997208,8005.314659496005
15,7856.186400690257,7451.128685685113,8345.813050321589,8389.602919758352
16,8054.676512064628,8289.668810290419,7989.073554261837,8393.914063597651
17,9141.579621814846,9259.283159082925,9386.793136475171,9615.409050832344
18,10394.75082111027,10338.340411280187,10725.639575488163,10782.490345146369
19,12460.32121165485,12304.275793369115,12713.6145553587,12995.98332562731
20,13519.345991071576,13439.552403657815,13679.134819287388,14248.278958892
21,13339.855519006329,13895.6183843771,14596.727146833273,14531.674895726046
22,17305.393544591378,16570.069590550436,17445.373954943007,17538.39562928566
23,18445.41605562546,18397.09120070275,19052.9118968702,19141.925393708727
24,28391.23604808656,27539.403465472293,29163.981621732997,29175.82409653517
25,25175.61770225377,25498.90053294762,25781.760620707344,25401.2752851856
26,23819.368754520507,24020.52105236124,24037.507926560986,24602.59529896256
27,23754.696303204768,23560.354276079863,24138.399541093288,24512.24138855848
28,25004.214321848576,24998.096434409603,25682.366480082583,26110.140651144226
