,Beta_C1,Beta_C2,Beta_C3,Beta_C4
0,13355.80530714316,14038.440429608863,13336.612959369391,12704.948991604402
1,22767.904138666698,24052.317172948828,22774.30572701127,21693.145170821088
2,18274.357896789992,19310.338596134392,18216.94908093404,17447.470602470472
3,7792.6880241655235,8171.500459064155,7776.755578125767,7399.87563932064
4,9641.645163053554,10208.0023168209,9585.74643054176,9149.14800839122
5,15887.158625691796,16845.75727354569,15884.676848362906,15126.03531315624
6,17963.97284796469,18989.352954693328,17980.67928150042,17151.74765879412
7,11499.926254201917,12178.53183575898,11496.044380284708,10964.03618716528
8,12298.988690528831,12988.4182905069,12244.018031569656,11738.011407564629
9,11357.59684500336,11997.482429094078,11361.347848678775,10863.199483702852
10,16620.247233361824,17455.01207236962,16608.906456509732,15852.667371176776
11,13475.743201831738,14128.46537125448,13487.725580515702,12903.34843480308
12,13908.54159498517,14685.306689180145,13898.153836996808,13306.972261253291
13,19747.06859761022,20866.909882702883,19759.455568189813,18923.741186051036
14,21152.994656514733,22492.16667724968,21123.80511386416,20242.768470650568
15,25855.430955128635,27389.63493879737,25832.594277107968,24735.7773883687
16,19513.135195186165,20627.553386028445,19496.65900323036,18716.257273498624
17,13647.805196716976,14362.53773591881,13554.666435280888,13005.715669010884
18,13015.282440628866,13679.56460888984,12977.90742843719,12423.923205634865
19,21020.093989948477,22026.63814040861,20881.80293376872,20064.95050396475
20,10171.68011823718,10696.69576331822,10144.71895140256,9710.681965805075
21,26569.36009545764,28124.37837100256,26622.825491441523,25524.075627182978
22,21052.496682311037,22247.76593523729,21055.474577737252,20200.79201042634
23,22576.291060596104,23854.306940770653,22573.31362744978,21614.092264006125
24,14408.22971253043,15269.844218367592,14424.87282439008,13827.16499542831
25,24742.684720406163,26077.57116475762,24702.19405279273,23645.51301472005
26,10593.267339734251,11144.87777211889,10546.044559497675,10130.150797272623
27,35377.03622976264,37209.649516009966,35339.635044341434,33907.65506566054
29,16273.376509862095,17126.625619673436,16216.071805170057,15565.023188842131
30,19470.123246225547,20416.50394615577,19453.442863192067,18586.47816884341
31,13197.439918299668,13893.098024423873,13124.7007839259,12605.238276901744
32,18077.230301607717,19230.91131671469,18043.692973656183,17349.598919101478
33,20111.575635390735,21148.19469635652,20000.76143778756,19208.163422873942
34,20149.220904404418,21303.329666359725,20130.27736838295,19327.799761295297
35,16806.24062306829,17752.813347899522,16807.600131245847,16182.364200182365
36,15090.921612391689,15855.367923301756,15051.900665289884,14454.677266946275
37,17080.467730521414,18020.137362971214,17040.92207448545,16358.194940862932
38,16463.553797468976,17464.604656145388,16421.219996225977,15804.481184029511
39,20639.94112252582,21712.33078865537,20576.887049681995,19775.208704458597
40,12722.1073981464,13425.825920885269,12655.527500175587,12154.608062439082
41,8851.727854840548,9288.203740453033,8826.070219098541,8444.991921098115
42,27572.551439659437,29117.227032244617,27602.462100259167,26508.86319142189
43,12138.149047401324,12851.306125582263,12093.594840136351,11605.807524676336
44,25772.859884482717,27109.69731849815,25655.37908336313,24647.72175778048
45,11755.366643556144,12386.517374434165,11750.18910737962,11285.727481000622
46,11493.067732198017,12133.308250777416,11473.13318182706,11021.893293242363
47,14209.267218104049,15019.48020378322,14196.568963837406,13618.119767900936
48,23544.54898941741,24801.08862750406,23474.04011598411,22588.346674983928
49,16041.253285033872,16922.13780614955,15985.63780351172,15355.82722020924
50,19850.68775321077,21014.19385076168,19880.638364354607,19097.70182007078
51,17943.011951360368,18930.71701155572,17905.756739007564,17191.86251880874
52,13165.800285665911,13888.364650533884,13128.566777886994,12629.99453226923
53,7230.749682679321,7622.636086418196,7204.6176165132965,6912.339711454783
54,25934.213705038404,27422.709809373635,25897.384857918456,24914.33379401999
55,16133.24504308564,17026.19961260307,16194.107781248404,15589.126010614802
56,19898.86943793072,21013.554793960047,19870.30254333414,19066.8708090338
57,18880.1418690179,19974.652071897443,18829.122945661344,18096.976374340185
58,18671.074692918683,19735.15035310615,18593.55729846845,17895.798954307425
59,10522.31333780555,11107.760740585025,10432.969109872667,10033.494230484026
60,11891.2051023788,12543.478180731096,11866.142421064184,11418.688120197508
61,15177.78207019552,16023.300363900686,15138.054077597371,14515.004704846477
62,14817.413363836553,15586.4993811503,14760.060834778717,14157.733336610674
63,14405.072983334663,15196.480016688489,14335.850578106638,13798.097006569777
64,13074.30625415165,13797.0502862185,13059.541060258149,12533.012521385304
65,19282.63503661034,20276.981465430505,19252.988549851856,18506.55763098885
66,6337.89771133534,6690.432602074569,6335.986524274165,6098.987175328164
67,13096.55113854761,13731.649244835937,13053.513859560444,12453.255245118931
68,17990.31106976874,19018.56452837343,17985.76525635913,17272.714788670753
69,11083.911297492865,11672.53866950812,11024.798722486754,10616.37243738888
70,20049.459014745706,21189.41009257921,20034.62779717497,19226.195538491284
71,18098.401843499614,19042.203222619803,18083.584181873965,17345.736420020807
72,10707.168500296875,11224.610302331586,10640.067190797045,10190.818098762724
73,16118.006205561454,17032.585623896648,16055.13376658268,15422.02833366308
74,8470.227185680922,8945.141138552255,8430.48862949594,8071.067701325735
75,13628.145871121596,14354.487431411178,13577.355407929384,13041.144063305264
76,10777.633669871284,11291.464555895693,10761.48475666434,10329.546341607404
77,26744.44649001183,28321.060213734498,26600.35860707101,25462.269308793777
78,25347.331077065715,26669.019310742595,25327.21402758461,24299.815368010968
