,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
1,5579.063818068706,5941.138091463868,2316.461706858866,4550.170684734228
2,5366.297971768944,5555.657660642444,2054.4261248195307,4222.546544929652
5,7811.528333207093,8491.006319696886,2610.2697551483334,5961.534012987611
10,3619.730032394835,3852.793131115526,1110.3469064641172,2381.3304097470927
11,7708.665015882765,8201.32387317294,2203.4508127735417,5502.428109032639
12,8484.169576548084,9083.41737380379,2194.2352133821582,5932.088293712173
13,4930.078542846539,5243.360571039327,1226.8047657011623,3325.492328333657
14,5730.342614887884,6078.047971308594,1318.8099778798555,3846.928311877208
15,4828.261773930935,5123.67972605699,948.8491652078008,3076.4790796097705
16,5690.504426892688,6096.933534843813,1107.3901171302568,3653.323369042771
17,2329.215898848107,2482.165342941369,382.4590936682032,1450.4865890603087
19,6647.899085068556,7093.885217451262,1154.9944276768776,3959.7030480388407
20,4835.397561310228,5146.065093476531,680.6739173841449,1217.8614805834598
21,9375.626198973452,10005.142813310948,1191.4760461988012,2784.6966858997
22,4871.029686991879,5206.776006034686,575.4011051943784,1161.8385053839663
23,5770.760007932724,6156.131597368106,648.2161940081553,1380.0328616304223
24,4450.510984636324,4774.796711629896,456.6454488401976,922.822087328702
25,5586.904422143678,6051.003264538546,476.7394762581515,1246.7034175757688
26,7042.5298199923545,7618.880574587733,564.3001051592041,1580.1923956208934
27,4390.403378459992,4677.956805087138,335.01566671759497,806.4550282230452
29,7586.727093640417,7728.697875702668,561.5826919971418,1351.0871037632824
30,3842.538303417786,4292.589812072731,192.5886052467957,528.1484608764024
31,6524.288850440888,6900.4259371674,347.1991748365085,988.8059887394962
32,2884.208807469215,3036.648708671075,151.67811508323678,405.0903339964881
33,3399.803446043962,3538.457519573358,161.89664736307438,425.016617973042
34,7450.44913936157,7969.1063438042,281.0815849621238,808.3557478944558
35,4003.222371989035,4264.064189133282,148.29178429997324,418.8778935716873
36,4132.836823249304,4372.011338390992,181.1031153382838,444.4597165309224
37,8292.008478120615,8882.423713973474,269.2159120644281,766.7522682932056
39,6392.24587299431,6815.937305880381,166.4308805967021,507.84316976282247
41,9021.628958623744,9733.138923314178,200.94011545252135,592.9603217332026
42,2422.692713971076,2550.980395086405,50.31086884011481,146.08047977796872
43,3363.0490868596244,3540.688503223997,58.80239314952629,182.69344457305647
44,4848.10895414984,5205.690400941048,63.08614600201458,209.28634218219776
45,3050.8576923333467,3252.249968415704,31.33515720363767,114.38014484019004
46,3099.5502296055533,3293.52782191582,26.915039379620996,107.33567895709632
47,3994.495667673282,4261.798962122473,30.953379551124147,124.35778420722508
48,4374.96965321961,4693.234193706415,29.354040126730844,123.76245267321828
49,6179.998693817711,6562.488727611499,36.345573720688826,172.3748443591951
50,6616.30609388868,7019.430227324157,62.17372999888917,396.6594820789705
52,4275.063038166437,4573.511655830779,20.14746611763376,85.7586003217515
53,2565.7716981053804,2730.496821201224,15.566098785076663,54.70316359062221
54,2061.11263604915,2215.379147470743,8.005243806106892,42.892708638587855
55,3757.028723479395,4036.671167975012,8.68747286033135,65.20995836227675
56,3917.997921189431,4151.394503185205,16.541416589873446,103.26396752385736
57,7095.9907095701965,7616.11622389152,14.15814304226749,4666.86330405672
58,4477.175720718993,4767.560047447356,14.757629749344236,159.98903836369604
59,2505.4566398021766,2619.510165726325,7.754526985053166,68.44982104607874
60,4351.077552529444,4689.338121093711,10.066444777479486,105.30089456596632
61,5942.544967334565,6391.776556320411,21.73056847439265,192.065279730167
63,7670.478393759344,8236.612669036382,6.8076917619814905,87.397776183377
65,4128.971933368326,4460.3840326004665,12.054765485774572,47.44104809987709
66,3007.120115117522,3212.377104595142,11.080245114037576,21.547986045033124
67,3742.683526219843,4020.536470581879,13.060059051377785,35.91640661115503
68,4717.295557235234,5037.309116785949,29.154632678609765,57.316111818538985
69,7317.498222811693,7843.170160835562,50.23423332830512,109.21902555149488
70,2117.695680065536,2245.847732726126,16.929724934991228,28.137818660150938
71,2268.5173844361534,2414.8804142736008,17.914756323470325,33.396010078325666
72,4132.414202781422,4481.271054175379,47.74812404711355,112.90527598895682
73,2723.1189921264668,2927.5212281903014,26.71990715670788,48.60853127937161
74,5127.618678225956,5563.530569832595,46.472405464299285,98.61271498738232
75,6081.751069021238,6492.942494224814,66.13918171901719,147.8973161183684
76,2531.5537379558245,2700.5922149523744,35.33984914082333,63.59947650825261
77,2228.610099142467,2375.347682171371,36.63076040287845,47.486640739426775
78,3181.922623943523,3410.111917281376,58.077912919135954,76.10122953216214
79,4276.486354960834,4561.971453711234,78.2523351340676,88.30601096831897
81,3623.2552889998537,3881.682250906211,85.29085321905973,71.10904788226019
82,8576.183044434887,9088.33372780226,149.57847937705515,139.4747175637923
83,9804.882561277464,10477.940160786671,255.33905991778988,253.84076263058563
84,3995.7841546986538,4259.733913328319,111.6755881451558,116.11292153394942
