,Delta_C1,Delta_C2,Delta_C3,Delta_C4
2,175954.95617066853,214354.670373893,216130.07079315252,82444.42509977584
3,43456.56780071829,64321.592876399205,68375.37778599268,48107.28752436503
4,14358.591929732193,17845.67618205999,19101.33209719032,19611.762252713383
5,7024.158118803533,9053.5487232316,9780.491295115691,8506.105163187456
6,2546.356078597142,3014.299071001854,3339.5469821746296,2236.2186752167363
7,6339.441208556479,7529.332568724538,8659.28111879001,2305.9939791342117
8,3591.0084050455102,4012.544182195136,4772.237033228696,358.4237450225901
9,4635.9783982843865,5275.150909062871,6464.949077322954,82.99547770648732
10,5376.660605871359,6213.033114400748,6954.117542691637,310.5753063265436
11,4860.751090144129,5436.071396924405,6078.518480926433,1110.8024641554125
12,6901.215098043676,7698.671084630908,8186.765760941846,1774.2741363854727
13,5795.520114680745,6242.655276820648,6716.811957075243,3202.020889376787
14,13479.32101841534,15802.688218631703,16374.450529220348,2129.810602746817
15,8810.876891527796,9441.709728192063,9684.035569106598,4992.600222723048
16,11328.812838714855,12671.590952763569,13142.1279657639,6163.557242950445
17,10128.836840610598,10766.964813831402,10947.22298559924,7670.37027369495
18,9709.271629875537,9882.500516688064,10256.31739514575,9758.22536703554
19,13212.253153077942,14577.875177728936,14348.587626522089,9960.617604569165
20,17842.91787010483,20016.89299784865,20340.41836309972,12294.571249951478
21,16192.201867552434,17162.93443224287,16930.632189498498,13262.63945878915
22,27255.6034977955,30564.2527106796,30331.41954725067,15973.147258591343
23,36677.54089649729,43887.136709194914,43839.0104302862,20861.775715597105
24,66385.98223963694,85609.0006879053,84669.13383342735,47810.7944834954
25,17515.912180604373,17203.837339838385,16537.7548799212,21719.709159550068
26,21407.75337152852,21845.7292893624,21356.81399441483,21999.010840988045
27,23696.14932867504,24160.202767920306,23437.03947116704,23788.858126603303
28,28208.26921627337,29921.294823304608,28860.654034723582,25856.140006663507
29,28679.50336261468,29338.535704089514,28620.743644382244,27795.38521725014
30,30027.76457622105,30557.861006355222,29772.765446327387,29980.58566002402
31,30693.88167927871,31381.656070672987,30917.50354127405,32310.98100550298
32,33107.65073903569,33822.92259914111,32901.924454854954,34692.50599174858
33,35804.99827122778,37012.47680734229,36408.342345521785,36444.23723747249
34,62737.35684247085,70390.08284498093,69544.95314279804,33785.37393975207
35,44011.99545884392,46339.04190465142,45558.07532281778,41053.207170086505
36,91110.44618751857,111752.01197798116,113967.49595284196,117457.11335751324
37,438382.7660228328,479866.4913272082,465004.9856753738,130391.0899800377
38,43124.14698058076,45999.587707765706,42893.4600095005,45881.82876624812
39,65939.06494565187,69606.8119399052,67566.98744085501,47753.30462570016
40,65473.11743127454,68134.91977506987,67073.02156702607,54276.89446202983
41,68919.65876612223,71787.95867256254,71237.10691627496,53598.95747273344
42,61917.18454851263,63331.0052872994,63306.006847458106,59551.23244921389
43,46496.65668336116,46941.97327754434,47330.91811456534,51363.20005883164
44,64244.19958806491,65945.08107851566,65852.67702352899,65884.92902528141
45,65829.05889132051,66366.96572073031,66824.6605338736,69649.95673481762
46,67239.2300516875,67464.03508615903,67564.59628707121,72625.74464529709
47,69492.84483725006,69321.06812747338,69124.85606204257,76087.41024847694
48,105540.12407096078,107660.71792257603,107242.1693291064,102709.06357887892
49,77885.55852806383,78970.2853454593,78536.48983896196,80777.08986599576
50,82331.70976436608,82938.84117919403,82770.8783024576,84606.33320667355
51,84054.45626123715,84641.41285568476,84087.74484911922,86478.69677252314
52,89665.32439846382,90332.7336444106,89642.87190248474,90122.92904713018
53,93274.4284693828,94704.83052705249,93630.69844839053,93179.98790159413
54,94078.82108250006,94365.36754628092,93319.94526736924,97969.93071746935
55,102832.35789535136,103728.82211353662,101557.43940009362,100420.3037268589
56,112403.5302401722,115387.61965152336,112573.67243093593,101176.23407855026
57,107395.49991190348,109143.81571491437,107514.0524081996,106363.03793623032
58,108999.01273859524,109347.45928368878,107351.77810146728,111711.20672410728
59,113590.7946693075,115444.85373133936,114041.67863641362,115962.24532166972
60,121047.25089292313,122162.78581214257,121026.57649255884,118414.07137367091
61,214113.8452934629,231030.1768793914,230638.90868504395,130008.40782841587
62,128960.75931850828,130791.66561130653,129553.41932800726,128489.01441990687
63,133616.56669049402,135953.56883344057,134599.36805233744,131121.95829796276
64,135751.9420883227,137338.54448893075,136465.4138168503,135723.44923844712
65,144617.06652015029,146361.44923044855,145581.25076727933,137451.71642164674
66,146986.37881097378,148283.2690565948,147148.75722392427,143515.95238882242
67,147664.59025888663,149202.64603234953,147011.07390546214,147846.6223529933
68,148008.62046997962,149113.9838373378,147072.12603421978,153185.8685537381
69,150392.1418569133,152636.5887578784,150687.44268650588,159206.54344183058
70,214531.0008658771,228528.5824147426,225007.43395641583,163443.69186770503
71,165415.66783527867,167155.69368304618,164339.9887614503,168247.18038097242
72,167257.98553666074,167967.69700835238,166907.72968479415,172558.44953098177
73,173663.34425891135,174287.8225746727,172891.64211946863,176459.17907915468
74,177232.70915875715,178917.59580150415,176754.98991908986,181723.1489183037
75,181160.36702465365,182821.39665364145,181044.30569325597,186058.9868312428
76,192356.63916983007,195170.77217559467,192651.79920176865,189567.91980180304
77,161465.306049196,163783.870905402,162169.56454448705,154845.62968071146
78,205894.98792141225,208437.1106287497,208145.835247427,201365.74496888925
79,208319.7337837376,209045.7981309436,208990.9380797173,206742.3332993508
80,212927.45342756883,212964.52899836036,212456.48999583028,212777.43266874412
81,216883.8337379774,218208.26874872865,216324.34173478984,218650.60018751648
82,231026.22364657893,231812.0851177505,230040.67947082597,220769.43686616476
83,231198.44435842245,235019.3736675132,233193.5406832222,228352.02933883097
84,215839.76134870105,214749.94595159875,212489.22610586908,236916.1966571684
85,237200.5633789056,239049.041506212,237225.98241567443,238792.54953511807
86,247023.3420291212,248985.1934175196,246777.35422640797,244356.29576142668
87,246343.45993458843,246400.32621417148,245053.31348450048,252043.81151834645
88,253281.20036004,254423.20332593945,252944.57377905247,256976.5151586942
89,267533.809743962,270114.77763389173,268459.4008568448,260664.77489744817
90,269675.9157108922,271046.55013040855,270791.2864336453,267732.83283451846
91,273790.475093808,274599.3389699323,273270.717115756,274395.2002511205
92,289941.34981839947,291950.3407703307,290754.59220548545,279353.10851759097
94,289547.67008550226,289479.5709017908,288002.4906381633,293059.3632782114
95,296374.20390574454,297889.7570952291,296104.16765439854,300016.06247082225
96,256001.6969273628,259071.0291714887,257679.74188402444,241330.33212401372
97,312275.2347073599,314068.00444342,312916.33182900184,312194.7992477978
98,321300.3244321448,323004.28512506187,324278.6733144732,316982.878644763
100,338683.5070144479,323945.300270337,330737.0195207783,9886.142199160471
101,10827.108388766104,13962.07535278721,13683.507774852647,1702.2807206432772
102,4967.757476495862,6160.796681383242,6038.79277129998,719.0002645174825
103,10477.083138627677,12704.88993474961,12326.130521678357,589.0759023299795
104,4875.992247278735,5702.3817164649645,5539.337817131608,1078.2949553571386
105,2100.597897016539,2349.5358649456257,2348.500193869757,1432.6988077043825
106,1737.007366204228,1775.1142650043248,1652.1429605220849,1404.7110012825765
107,1897.812227985149,1974.6194081288504,1960.7219471620124,1574.4690075578649
108,2872.549024766189,3024.0053762700286,2989.657171117392,2622.433917385581
109,4392.172882548704,4756.973405002707,4847.52953480379,2756.9085758294764
110,4404.215728747937,4496.510210080612,4517.7494003899565,3718.436854750135
111,5153.357910928553,5108.350817875577,4981.05281930602,4604.912740625167
112,5760.3365876497,5743.053034980659,5820.528137142197,5530.549698971834
113,7329.035113998559,7880.990810613232,8075.954863395004,6615.203884613376
114,11002.56529341132,12239.08679954824,11788.400031153824,8319.002155461916
115,13179.128919452733,14636.992524294888,14667.047631915915,7627.889854023561
116,11378.443821693016,11774.883958654138,11894.617777472906,9201.064241253338
117,68886.70923413782,81186.31105282904,78544.21426786733,11744.982736485414
118,27687.86668304259,30115.27755829548,30165.523448711465,11159.920627637715
119,15904.73289524554,16504.718984014315,16527.626243674466,12625.98985272503
120,13977.87507699715,13875.65815874329,13898.748944801442,14504.788635097697
121,65082.10913595472,77715.77893889918,76359.43303693325,17067.029012228122
122,58742.84494850083,68357.39348235572,67541.21974583915,12266.42701669742
123,100816.740647757,119590.60361223776,116189.1719054408,20633.6724753425
124,24966.92998413848,25048.368317556105,25485.784639164696,21170.386308435653
125,24717.337060131384,24885.589392192735,24864.36768597458,22551.760988429996
126,23712.93481423213,23605.666246531586,23732.49588920272,24233.191736052508
127,27035.30056387833,26966.85247950649,27076.589003834622,26181.457882883115
128,41092.209528786974,42577.08861214607,42240.39351833301,39041.63025878536
129,54251.57455124139,76391.9024735488,74167.1690717241,44960.60157479409
130,72115.61604277726,82307.38838538104,81245.33579602327,27409.01734449806
131,37710.08739510757,37377.30228433335,38326.44354023612,35207.82307447433
132,59699.97444051976,64618.395346522,63398.47525822385,37505.90691809465
133,49292.41008194818,51719.39559303988,50828.06100843824,40504.1951473526
134,33068.13621480642,32675.59122256674,33066.120444402455,43150.14886055656
135,48980.95162724331,49363.643627738486,49130.68839868253,42877.1871897437
136,41948.01774345915,41674.28149223416,42354.50608012836,45767.88839907992
137,51526.83500498564,51820.326621571374,53475.77542139247,47637.97391405895
138,50138.39532440176,49751.068514467166,50120.47918907689,50358.57041175438
139,54280.27511618324,54312.54644771688,54839.78559035077,53274.29681784307
140,55310.96577314345,54873.04102811352,55581.69317270723,56580.7713584811
141,62601.94186380682,62777.24822543465,63530.68638020894,57700.25537085169
142,62055.71464289029,61707.765528400094,62692.23458100399,61978.20785688355
143,65249.232345087694,64814.53102451071,64661.423122246015,64917.976813385736
144,65058.40833288986,64320.1715536854,65764.95644476647,67515.72585009084
145,68967.04145799852,68912.21642156615,69638.47955684086,69799.15252643355
146,67886.28295468522,66887.35358827573,67607.88258008308,74944.8652150317
147,74981.30442611159,73947.7812464648,74698.03436608675,77715.98670221165
148,86565.7476117908,87025.67349972625,87770.05877838237,80541.50951049886
149,89625.00011925414,89959.10581980398,90282.8954831956,81924.35881974407
150,82422.85408663256,81599.20658135497,82049.92073921772,87053.9040365854
151,90921.36415292344,90082.65037758644,91281.6976858095,90366.7594949817
152,73912.65715065478,73408.0291033148,73917.25829413578,74958.70623959079
153,97478.8083142242,96890.64902524494,97349.56384182983,97366.52843899974
154,102279.23535409285,101716.53595294408,102081.93033949332,100433.269638876
155,103399.89419514767,102347.9990590142,103261.22863158453,104884.16052875864
156,112742.73931583027,112837.14015737924,113930.9950374271,107764.280277065
157,116415.33857464856,116617.30715430736,117443.00102671616,112362.7172551872
158,116788.09987617968,115980.3004412516,116305.74155766552,115696.59935959044
159,124226.25582853892,124107.6248631888,125071.08890917969,119301.18321120266
160,125873.37912416358,125719.20990634858,126165.31732636067,123644.68410812308
163,163117.20323247687,166307.94119002222,167191.90230610108,131119.52555070788
164,141794.41764365966,141579.40370165356,142727.7473735674,139307.65605858172
166,148314.2197256584,148141.2019636471,149570.52971449366,149269.15060737953
167,102465.72731547692,101802.38110404508,102364.41370671814,102753.49751323964
168,178368.4981712684,181936.16022941843,181598.0396937797,160105.9742544587
169,141219.43923312795,136928.5110453046,137173.15246411896,169378.76192619716
170,167418.84253874465,167996.07433612662,168204.6818625531,170567.06434561123
171,174253.56791002638,172668.18988369437,172374.25980053557,175646.10506062896
172,181174.89152562243,180974.9749763292,183205.23769430668,179518.83343074875
173,185215.89084142068,183949.60007777868,185203.11016601132,183998.29772668512
176,313395.7648951725,314278.4963560987,313208.1651951857,241007.0154716012
177,416874.3870483488,444601.4418535424,441334.6404191105,208429.92592884976
179,173675.5754930515,166375.54569004697,168627.84096105228,212918.80211885256
180,351031.2272202102,380013.47587971255,374803.5395483752,216878.2565554421
183,213452.17163435064,215526.95448973117,219390.12570026235,216754.20453907087
186,374404.6732275376,393132.6263904951,387469.8626156389,231624.9536739848
188,267743.2407342643,265512.3856116432,266807.07343195373,277024.64953674254
189,277309.4815896189,276732.0503628321,278944.72951158206,276837.40239895263
190,227159.27598011133,245717.0382651604,245029.8711975048,252794.21223763563
191,357878.5824678812,369134.7888651512,366638.8242994573,278894.8178203244
192,302230.67270806263,301821.63043874543,302541.08419134974,296423.3605764609
193,290006.40320578264,287556.05047052755,290177.8391342036,303102.37512949697
194,307007.15127838874,306125.8044754339,307295.9693760469,305124.61536282155
195,295111.9393205721,291871.1236012046,294102.8600314796,310954.4253478203
196,314765.63029185525,311543.15898815606,313136.4305358174,320625.58070980874
198,202.84333724844333,251.80319720157428,209.37312681183025,37.03948191038664
199,175.64802811900327,179.24910758392227,171.58760133195855,101.9319571205828
200,380.1184049399962,374.9171062491624,399.3612033795756,316.4163786427229
201,390.8246331419092,349.5720945049379,469.09943488236905,481.8132641342311
202,587.6397077806674,563.0428187953889,579.7730739411724,746.216703384349
203,480.75666890192497,443.0679581246069,474.9265497582167,1082.1631872694438
204,1483.7044026002577,1490.7939377990317,1540.379141333887,1156.2447384392826
205,1524.4295283779468,1383.4277725855054,1451.4601890990343,2182.37585072121
206,2441.215140170314,2492.416464239999,2480.542337407501,2764.338495410241
207,3522.3789945198205,3555.7272901828374,3629.5659385442655,3174.2477725185386
208,5919.673664286214,5846.342672087413,6341.35314613366,5181.83539000195
209,4723.643726689112,4634.498735331201,5037.620221827849,4666.839434051984
210,5532.604620147046,5303.9490312914,5456.477597408278,5327.320885611784
211,7301.180402648342,7361.773289734327,7701.670952227297,6428.419691154176
212,7179.020620298358,6964.760005795721,7245.558854307818,7317.264591640112
213,8168.357550869253,7996.6138950184495,8050.784307388609,8311.126125792738
214,12208.847579375122,11970.741470001496,12254.74195342518,12663.041899736736
215,11167.647527882851,11017.567878708203,11688.61510859958,10771.052756854237
216,12888.153086501728,12926.02655469327,13197.343773952773,11719.905085616614
217,12607.623916684362,12375.843557133696,12854.084510650458,12859.25821095358
218,13755.920501530827,13484.57850795776,13725.027487687268,14301.434451797835
219,18989.85508143865,18674.71120856569,18732.37554653701,20657.5774380515
220,20304.733376341163,20708.578435749238,20707.613154350816,17227.041022397447
221,32282.44954550186,33193.05636281746,33497.4237186089,25439.262260457454
222,88065.28438694464,110551.84705726527,106688.38580019366,27120.27803381233
223,17581.108060848146,17443.353813196463,17513.91685816979,30996.74517539896
224,64939.51368417694,72557.64216277475,70805.86996201616,30570.884657650404
225,41300.38414293156,43173.0788494316,42979.95941258825,34546.25067999181
226,43195.22575402784,47687.63134082601,46775.61075269394,24254.03301426891
227,34076.47109860712,33913.73326401068,33909.316791079946,40973.431932421125
228,28820.309797731665,28091.587052609124,28990.003140395016,32078.07850188488
229,27846.19028739003,27288.878466590468,28084.045957220365,33553.85194713815
230,47958.164587206345,47232.46396430958,48463.494883117615,45841.64312011106
231,49835.2593254528,49376.42415242735,50489.11668137249,49027.10573081299
232,37898.04795492988,37697.818297971135,38475.90965778483,38995.79303836923
233,40811.05985891783,40154.848855942495,40895.94047478344,40874.52245921984
234,56075.75250344976,55171.553798580026,55624.302798369325,58014.47306812
235,62388.41515985585,62204.57121475964,63151.47685723106,60524.48412879613
236,49049.05426404565,48512.27295783317,49417.852658432086,47846.11483408568
237,76671.5809201304,76927.70635005004,78040.74124248819,66999.98377052473
238,70316.65010744869,69417.53558893854,70240.8361626807,70827.28598019911
239,73726.564251637,72746.9411383483,73674.36676372243,74131.7420887825
240,62895.43814001372,63419.96945646324,64128.08533863828,58640.17421776323
241,64765.18078812153,65042.94994132003,65660.79578482526,61181.54316117147
242,65104.29092972384,64647.37879697091,65982.33931062483,63978.163314016485
243,53958.52655499581,53846.67591142837,54553.14414168083,53509.701264045616
244,71249.01011095736,70618.89905837974,71606.84511572025,70636.26457411125
245,74792.85911093268,74170.98185257174,75366.39048150553,73879.59138718458
246,77981.85726064665,77256.94120356496,78190.33600631979,76832.55094995607
247,83056.49565689055,82999.90230794769,83801.40649210509,79299.530085411
248,106321.1049353955,105175.46877361496,106131.24455552272,111884.9104635382
249,113038.18363777248,112418.89236880092,113789.58474044089,115291.32848788904
250,129062.4746589728,138148.8745696727,136693.32465369572,87940.1607777115
251,101220.35945958224,101627.19788694136,102832.98843392907,91410.33749983022
252,147685.19087768736,148857.6337034862,149616.8563273954,127901.30602188116
253,68371.93839514157,68100.29650359099,68711.48053392193,103539.88135490408
254,146273.8623558175,147257.51490394244,148465.6028658212,136349.18827238513
255,144081.23458790637,143496.0311568355,144711.6175100012,142556.76874945383
256,144416.0082125388,144699.77400337462,146403.41563319118,147890.12723812333
257,117391.31377167428,117582.64045171862,118148.59493994297,114259.24744442852
258,121327.28203589351,125895.90781540172,125064.43176951064,94106.39425252596
259,143918.93136521513,144981.34917643,145644.45274207724,126248.36393521453
260,163332.01668199082,161171.29429300447,163069.37150910214,171281.98964772286
261,133755.82351835587,134001.98783157335,135128.7129604664,131898.80946368692
262,125849.472707215,123748.92094160555,124372.22688262168,137588.03794815755
263,156088.1660949697,157996.44033539254,159339.36638575344,139527.50421071603
264,216309.41449461912,226048.11457634787,226993.58818775212,132114.15601799538
265,145209.58040863156,145410.04111723986,146769.7436736162,145672.10407773222
266,152463.24692285788,152594.46897227518,153689.4872576588,153147.01471511493
267,161883.22043756282,161756.33944061043,162397.4327761233,158284.14447077343
268,161532.94958053654,160388.7037680496,162090.93921020997,163260.24564950628
269,164413.38393983812,162229.20225965997,164295.38277090187,167640.41444219876
270,232854.280200892,232103.28081152463,233191.99050953612,229413.3090613394
271,176962.39687490484,176009.96428654456,177192.0066115656,176244.78211519492
274,277995.43256767414,278367.7864085367,279965.3105127102,253281.4830590727
275,203382.9849578756,202905.81604571984,203759.55525025452,198957.30884002743
276,211684.26063804267,211917.9442123189,212874.88835146892,204395.23130830223
277,256709.2607681392,255400.88099698667,257084.8077580229,279774.1958843809
278,201558.88059865567,199916.0531123688,201610.9054390897,216049.05086053183
279,221340.15331983744,221208.15550819805,223455.23773161392,220023.75696171145
280,303133.0702357134,303683.8081764625,305485.282674798,296031.4015448407
281,218846.77822214583,216948.80130053143,218195.475902272,227917.12833027175
282,221707.8945009736,219156.6161410836,221492.2314392178,234473.0488244897
283,239131.6230757241,236372.8007747735,239833.31217193857,240949.49013520608
284,233320.45102051395,233591.8830231481,235994.50440123052,241096.13437846623
285,199911.11706833076,199468.68038653283,201138.9402196048,200694.3849501613
286,328297.855772724,357849.4994976829,349754.0067975172,266328.43651549885
287,268646.57276307547,269869.6372319923,270287.3036983117,259462.83108521136
288,264818.35729488864,263432.9096130463,265064.5321712583,267959.6321142039
289,261569.41607195968,259191.38825504747,260120.6422257393,274490.799913381
290,286637.3445634327,284654.79673200304,286559.60218149354,280776.84318701405
291,287801.5491966664,287929.3985605647,290143.5474892528,287348.0612852361
292,291286.4173331044,291138.61501805845,292877.79299783544,292505.58039375267
293,300314.9652959117,300363.9632500584,301546.17730103567,298860.8287750621
