,Beta_C1,Beta_C2,Beta_C3,Beta_C4
8,277.806647854427,321.8842977864466,317.18100916378296,29.484223394018723
10,275.2358418255676,307.31924547951667,298.37396546331667,28.76930690700169
13,200.2479929213223,223.8512921296933,218.84415652389063,15.731863417347698
14,283.9087053025889,319.3591243915565,309.9744772977148,23.62928961151148
15,312.6653056811773,350.5260316568364,344.3367404443094,21.130793259533124
16,504.1792091369709,582.1472348927426,571.9880030755768,29.60756300027071
17,287.9200048388054,325.66327940733123,313.5776362669367,19.565035203706863
18,173.23196219670655,198.49055846262388,196.3612246345141,10.7080592703652
19,257.36212600497333,291.90941800496,279.51059678148187,17.772670484970476
20,433.0737589352249,499.1721532276405,491.3019615232822,25.024231265504756
21,297.8400169395035,338.60622886923363,327.40133656587705,17.27301403009053
25,329.2147796204237,369.0331051107973,362.79138774758354,13.390148840310816
26,227.3543008403309,253.310597037008,249.77668605794415,12.197770797993016
27,193.80497712286788,214.7627186866085,214.13878187066663,8.995071423903775
28,271.74651976473046,304.9007439655363,295.8431260526641,11.279417765666178
29,178.7580602077193,204.3990900805444,198.9331543634152,6.7614082457015945
30,210.84479131658188,234.58671687475743,228.91440836880463,8.996895475264374
31,221.9038114025139,245.25359736107052,247.8897643836664,10.342001424335011
32,370.3841328726396,415.7049136275219,404.9881154931673,10.68210407525171
33,324.32707024433114,363.6985936771815,355.1347334324759,8.924771759900366
34,399.3536435304986,454.7416862370866,434.1560612312832,8.591134835328647
37,576.7801590538481,567.5415045790409,560.3752561143336,22.03958954270567
38,395.5868213800052,441.6370815336504,435.9891640148844,11.159171227556978
39,333.8715168279137,378.4224478909587,371.5771669564182,6.931580619933762
40,265.9684480026156,297.1084762057157,294.07492547399323,5.942787348904004
41,202.64359706392253,227.0438206069219,222.85258336719957,5.041406588897387
42,338.23363823214066,376.9253258941585,370.700213211334,5.9876212461479525
43,273.29496490974634,312.7387332689143,302.05017564661244,6.376165467387257
44,298.6174220955352,333.1038703835382,325.0222035819411,7.194306844102077
45,224.49197712081624,250.17821576890967,240.96720325607552,4.860258376245559
46,250.21386805122657,280.0120854818138,269.47430132783893,6.196325062854558
47,277.7942509559551,313.0036054996676,303.1806361293972,7.86143684169472
48,345.52580847715404,391.2187373668156,373.37891942761377,7.864379047318143
49,388.3030352945468,446.6941016341623,428.5682568609221,7.855193570870422
51,336.6874061927766,373.7594998997247,363.4521005340972,7.647148813483744
52,499.96100321036255,567.210848472656,542.3340867482952,10.336381179292
53,270.7478580221028,303.4085982592499,300.096185446779,5.762946231556035
54,407.0542429906217,454.1942600863314,438.4399961244925,8.593540359320373
55,549.0589343977208,621.3470308723096,593.0362045886912,7.955510211892276
56,427.21029518694166,481.114590928656,466.9733051874687,5.125191712598974
57,437.0140362783594,497.2790394963138,470.49151745092746,7.384568638482618
58,262.8824951194623,289.90649337454994,282.47512969590963,7.960201605319132
59,319.9628904665353,353.64971492125574,344.3385638554662,6.183919493003326
62,325.0619599862605,366.22750090041416,359.5548706519249,7.001109965366644
63,343.55044471768286,378.8607639341171,373.4162480948741,7.532412492110671
64,179.9669065576714,198.40008222418328,196.523397436129,6.684185004300162
65,575.9557898244275,645.2572007607946,629.7243865942152,11.697626834955685
66,245.7613286655273,274.8206567422095,263.8935797986766,5.224728584983531
67,233.67954924241224,264.3278484666486,246.7921605482526,5.01680640531776
68,264.91199336382,293.2923068365727,287.9801900930364,5.049967699304507
69,277.3614053258651,302.40173746760235,286.5177132294386,4.569501539351326
71,226.3496286966661,252.0389622385949,239.78529621966743,7.370827777131801
72,316.41957240069866,352.9668742353237,335.294096292688,5.325270311025074
73,194.76403659231585,220.12622468695983,215.11020906816552,5.776234947823356
74,205.35009306833427,227.1361878044116,222.70505671413164,3.2864110068919783
75,174.82048124728854,191.83407385169835,188.36288808764775,5.5943075799560384
76,169.38948835988592,187.26433916343,184.692095294806,3.739374410511729
77,230.21833803229072,250.25706637196168,245.34957076363324,5.319454288105383
78,251.7800473708878,277.3960898136785,274.7971574316062,5.03500662525313
79,157.32083733963168,173.11427072148908,169.5949878385779,4.331016317134444
80,244.60249790003027,273.5393582197581,259.2989344105637,4.098812727098498
81,371.7755120605657,420.9463029482867,405.7619136866956,5.635720596501747
82,228.1437857757999,250.0946522614337,246.4556821838752,4.948861644943426
83,347.9365884454025,383.6365105717271,371.576385183748,5.972169468875453
84,267.34617397392446,295.32066410458253,273.5251511247065,4.632155773405254
85,153.85201846771204,171.6221904727453,162.71762805501476,4.145488549219956
86,240.8105734115817,262.9038064739421,249.3806000213823,4.429996754064728
87,281.50275890893124,312.680291899289,294.24559444147,4.860069009590104
88,222.322203155247,242.5322118814655,235.4943390120628,5.07652400501961
89,224.21839283619903,251.04228257182984,242.4039477088172,3.5061803238187914
90,171.78596559915445,191.2903400527609,179.48002389127274,2.2308929673841487
91,202.3968955907646,224.75248217462928,212.5016087958085,3.9352875098571247
92,492.9819169479863,556.0595843379498,536.3600677918184,7.164863723011462
93,454.59514046930553,476.8475873120822,479.5592031419149,7.386353755763436
94,227.30136856897383,247.37916762955317,236.45926445759207,4.058026285801633
95,165.91216702418552,185.47689136372932,182.47937891949343,2.78150818704787
96,208.9421588703767,231.6777299262509,219.40423656066412,6.045885760841192
97,192.38870429312203,213.8652678865369,202.26885925379923,6.860307462792544
98,233.0452699737085,249.67365926111248,244.18851354281537,9.202974396181553
101,248.52267821071345,271.6850659498885,267.6990120558144,5.220079625894276
102,453.1891946858516,501.838872412824,482.1914960120064,6.984011226412711
103,441.11301411534447,487.177259068876,472.1083580107071,8.293395411759047
104,249.9824503470161,277.15002036410544,274.7475868159928,5.685206012036996
105,528.6367108137364,597.0955252257751,583.0795087308652,8.585525271677067
106,268.0543589423701,296.06476429184295,282.8075190957089,4.97041758463792
107,168.72344235027438,188.32670591016867,170.63098229106626,4.308639688554859
108,237.3150951982009,258.4817280962748,250.60408019960005,6.065320072625314
109,304.6478155237676,337.45909667980607,330.8224462662416,6.62752072652675
110,339.3542581615725,380.01481816480793,356.17752903316705,7.872633607854443
111,233.95106594989392,262.30419229233155,248.126726127312,5.540029500707646
112,430.665172332298,482.1445970240245,464.5751977287976,8.380297644508813
113,282.82958999245466,317.6099457587193,294.3228515125347,7.056681138557745
114,250.23487101606656,278.82676114412305,265.97753735478744,7.374083868872099
115,330.1344731369773,371.9169969631759,346.7959594959716,6.507063404790593
116,244.77590056161884,273.0219008093377,262.9063997883679,10.218324976962917
118,367.8857586246104,405.9479586452809,388.8844100921111,6.69864600295294
119,336.395401060571,364.8902462781738,359.26502874100805,7.7625674937853475
120,202.37879115729945,223.42241464859708,215.35406279835385,5.499935408284953
121,386.3392303505875,435.2798977671181,412.8134915822684,6.5273555227751405
122,249.3247200238623,275.27430464557864,258.96379837914805,5.979183850092955
123,202.5407068966106,224.9856459999752,205.59695501233855,3.7972476073463466
124,314.1736422561084,347.9485984516935,341.0086797730874,8.619705154612953
125,181.037583542943,204.53307531970384,195.63036845496524,6.874857008366357
126,229.13926246514555,247.8760672872696,237.7303310641581,5.393986764920745
127,313.261439857225,351.6556435489369,340.81519240540445,6.301006584100101
128,427.1953576706279,480.5617238704223,453.5331542421918,10.122237800508127
