Datetime,valueACC
2024-10-10 14:37:19.383680,"[18, 0, 60]"
2024-10-10 14:37:19.414930,"[17, 0, 60]"
2024-10-10 14:37:19.446180,"[17, -1, 60]"
2024-10-10 14:37:19.477440,"[17, 0, 60]"
2024-10-10 14:37:19.508690,"[16, 0, 60]"
2024-10-10 14:37:19.539940,"[17, 0, 60]"
2024-10-10 14:37:19.571190,"[17, -1, 60]"
2024-10-10 14:37:19.602440,"[17, 0, 60]"
2024-10-10 14:37:19.633690,"[16, 0, 60]"
2024-10-10 14:37:19.664940,"[17, 0, 60]"
2024-10-10 14:37:19.696200,"[17, 0, 60]"
2024-10-10 14:37:19.727450,"[17, 0, 60]"
2024-10-10 14:37:19.758700,"[17, 0, 60]"
2024-10-10 14:37:19.789950,"[17, 0, 60]"
2024-10-10 14:37:19.821200,"[16, 0, 60]"
2024-10-10 14:37:19.852450,"[16, 0, 60]"
2024-10-10 14:37:19.883700,"[17, 0, 60]"
2024-10-10 14:37:19.914960,"[17, 0, 61]"
2024-10-10 14:37:19.946210,"[17, 0, 60]"
2024-10-10 14:37:19.977460,"[17, 0, 60]"
2024-10-10 14:37:20.008710,"[17, 0, 60]"
2024-10-10 14:37:20.039960,"[17, 0, 60]"
2024-10-10 14:37:20.071210,"[17, 0, 60]"
2024-10-10 14:37:20.102460,"[17, 0, 60]"
2024-10-10 14:37:20.133720,"[16, 0, 60]"
2024-10-10 14:37:20.164970,"[17, 0, 60]"
2024-10-10 14:37:20.196220,"[17, -1, 60]"
2024-10-10 14:37:20.227470,"[17, -1, 60]"
2024-10-10 14:37:20.258720,"[17, 0, 60]"
2024-10-10 14:37:20.289970,"[16, 0, 60]"
2024-10-10 14:37:20.321220,"[17, 0, 60]"
2024-10-10 14:37:20.352480,"[18, -1, 60]"
2024-10-10 14:37:20.383730,"[18, 0, 61]"
2024-10-10 14:37:20.414980,"[16, 0, 60]"
2024-10-10 14:37:20.446230,"[16, -1, 61]"
2024-10-10 14:37:20.477480,"[17, -1, 60]"
2024-10-10 14:37:20.508730,"[17, 0, 60]"
2024-10-10 14:37:20.539980,"[18, 0, 60]"
2024-10-10 14:37:20.571240,"[17, 0, 60]"
2024-10-10 14:37:20.602490,"[17, 0, 60]"
2024-10-10 14:37:20.633740,"[17, -1, 60]"
2024-10-10 14:37:20.664990,"[17, -1, 60]"
2024-10-10 14:37:20.696240,"[17, 0, 60]"
2024-10-10 14:37:20.727490,"[17, -1, 60]"
2024-10-10 14:37:20.758740,"[17, 0, 60]"
2024-10-10 14:37:20.790000,"[17, 0, 60]"
2024-10-10 14:37:20.821250,"[18, 0, 60]"
2024-10-10 14:37:20.852500,"[17, -1, 60]"
2024-10-10 14:37:20.883750,"[17, 0, 60]"
2024-10-10 14:37:20.915000,"[17, 0, 60]"
2024-10-10 14:37:20.946250,"[17, 0, 60]"
2024-10-10 14:37:20.977500,"[17, 0, 60]"
2024-10-10 14:37:21.008760,"[16, -2, 61]"
2024-10-10 14:37:21.040010,"[17, -2, 60]"
2024-10-10 14:37:21.071260,"[14, 3, 60]"
2024-10-10 14:37:21.102510,"[15, 0, 61]"
2024-10-10 14:37:21.133760,"[18, -4, 60]"
2024-10-10 14:37:21.165010,"[16, 1, 60]"
2024-10-10 14:37:21.196270,"[14, 1, 61]"
2024-10-10 14:37:21.227520,"[15, -1, 60]"
2024-10-10 14:37:21.258770,"[17, 0, 60]"
2024-10-10 14:37:21.290020,"[18, 0, 61]"
2024-10-10 14:37:21.321270,"[17, -1, 61]"
2024-10-10 14:37:21.352520,"[15, 0, 61]"
2024-10-10 14:37:21.383770,"[14, 0, 60]"
2024-10-10 14:37:21.415030,"[16, -2, 61]"
2024-10-10 14:37:21.446280,"[17, -1, 60]"
2024-10-10 14:37:21.477530,"[17, 0, 61]"
2024-10-10 14:37:21.540030,"[16, 1, 61]"
2024-10-10 14:37:21.571280,"[14, -1, 61]"
2024-10-10 14:37:21.602530,"[14, -1, 61]"
2024-10-10 14:37:21.633790,"[16, -1, 60]"
2024-10-10 14:37:21.665040,"[16, -1, 60]"
2024-10-10 14:37:21.696290,"[16, -1, 61]"
2024-10-10 14:37:21.727540,"[16, 0, 61]"
2024-10-10 14:37:21.758790,"[16, -1, 61]"
2024-10-10 14:37:21.790040,"[15, -2, 60]"
2024-10-10 14:37:21.821290,"[16, -1, 60]"
2024-10-10 14:37:21.852550,"[14, -2, 60]"
2024-10-10 14:37:21.883800,"[16, -2, 61]"
2024-10-10 14:37:21.915050,"[15, -1, 61]"
2024-10-10 14:37:21.946300,"[15, 0, 61]"
2024-10-10 14:37:21.977550,"[17, 0, 61]"
2024-10-10 14:37:22.008800,"[15, -2, 60]"
2024-10-10 14:37:22.040050,"[15, -1, 61]"
2024-10-10 14:37:22.071310,"[15, -1, 61]"
2024-10-10 14:37:22.102560,"[15, -1, 61]"
2024-10-10 14:37:22.133810,"[15, -1, 61]"
2024-10-10 14:37:22.165060,"[15, -2, 60]"
2024-10-10 14:37:22.196310,"[15, -1, 60]"
2024-10-10 14:37:22.227560,"[17, 0, 61]"
2024-10-10 14:37:22.258810,"[16, -1, 61]"
2024-10-10 14:37:22.290070,"[16, -1, 60]"
2024-10-10 14:37:22.321320,"[16, -1, 60]"
2024-10-10 14:37:22.352570,"[17, -1, 60]"
2024-10-10 14:37:22.383820,"[17, 0, 60]"
2024-10-10 14:37:22.415070,"[18, 0, 61]"
2024-10-10 14:37:22.446320,"[18, -1, 61]"
2024-10-10 14:37:22.477570,"[17, 0, 60]"
2024-10-10 14:37:22.508830,"[17, 0, 61]"
2024-10-10 14:37:22.540080,"[17, 0, 61]"
2024-10-10 14:37:22.571330,"[17, -1, 61]"
2024-10-10 14:37:22.602580,"[16, -1, 61]"
2024-10-10 14:37:22.633830,"[17, -1, 61]"
2024-10-10 14:37:22.665080,"[16, 0, 60]"
2024-10-10 14:37:22.696330,"[17, -1, 61]"
2024-10-10 14:37:22.727590,"[17, -2, 61]"
2024-10-10 14:37:22.758840,"[16, -1, 60]"
2024-10-10 14:37:22.790090,"[15, -1, 60]"
2024-10-10 14:37:22.821340,"[14, -1, 60]"
2024-10-10 14:37:22.852590,"[15, -1, 61]"
2024-10-10 14:37:22.883840,"[16, -2, 61]"
2024-10-10 14:37:22.915090,"[15, -1, 61]"
2024-10-10 14:37:22.946350,"[15, -1, 61]"
2024-10-10 14:37:22.977600,"[15, 0, 61]"
2024-10-10 14:37:23.008850,"[15, -2, 61]"
2024-10-10 14:37:23.040100,"[16, -1, 61]"
2024-10-10 14:37:23.071350,"[15, -1, 61]"
2024-10-10 14:37:23.102600,"[15, 0, 61]"
2024-10-10 14:37:23.133850,"[14, -1, 61]"
2024-10-10 14:37:23.165110,"[15, -1, 61]"
2024-10-10 14:37:23.196360,"[15, -1, 61]"
2024-10-10 14:37:23.227610,"[15, 0, 61]"
2024-10-10 14:37:23.258860,"[16, -1, 61]"
2024-10-10 14:37:23.290110,"[16, -1, 61]"
2024-10-10 14:37:23.321360,"[15, -1, 61]"
2024-10-10 14:37:23.352620,"[14, -1, 61]"
2024-10-10 14:37:23.383870,"[14, -1, 60]"
2024-10-10 14:37:23.415120,"[16, -2, 61]"
2024-10-10 14:37:23.446370,"[16, -1, 61]"
2024-10-10 14:37:23.477620,"[16, 0, 61]"
2024-10-10 14:37:23.508870,"[14, -1, 61]"
2024-10-10 14:37:23.540120,"[14, -2, 61]"
2024-10-10 14:37:23.571380,"[15, -2, 61]"
2024-10-10 14:37:23.602630,"[15, -1, 60]"
2024-10-10 14:37:23.633880,"[16, 0, 61]"
2024-10-10 14:37:23.665130,"[16, -1, 61]"
2024-10-10 14:37:23.696380,"[16, -1, 61]"
2024-10-10 14:37:23.727630,"[16, -1, 61]"
2024-10-10 14:37:23.758880,"[16, -1, 61]"
2024-10-10 14:37:23.790140,"[16, -1, 61]"
2024-10-10 14:37:23.821390,"[16, -1, 61]"
2024-10-10 14:37:23.852640,"[15, 0, 60]"
2024-10-10 14:37:23.883890,"[16, -1, 61]"
2024-10-10 14:37:23.915140,"[16, -2, 60]"
2024-10-10 14:37:23.946390,"[16, -1, 61]"
2024-10-10 14:37:23.977640,"[16, -1, 60]"
2024-10-10 14:37:24.008900,"[15, 0, 61]"
2024-10-10 14:37:24.040150,"[17, -1, 61]"
2024-10-10 14:37:24.071400,"[17, -2, 61]"
2024-10-10 14:37:24.102650,"[16, -1, 61]"
2024-10-10 14:37:24.133900,"[15, 0, 61]"
2024-10-10 14:37:24.165150,"[15, -1, 61]"
2024-10-10 14:37:24.196400,"[15, -1, 60]"
2024-10-10 14:37:24.227660,"[16, -1, 61]"
2024-10-10 14:37:24.258910,"[17, -1, 60]"
2024-10-10 14:37:24.290160,"[16, 0, 61]"
2024-10-10 14:37:24.321410,"[16, -1, 61]"
2024-10-10 14:37:24.352660,"[15, -1, 61]"
2024-10-10 14:37:24.383910,"[16, -1, 60]"
2024-10-10 14:37:24.415160,"[16, -1, 61]"
2024-10-10 14:37:24.446420,"[15, -1, 61]"
2024-10-10 14:37:24.477670,"[15, -1, 61]"
2024-10-10 14:37:24.508920,"[16, -1, 61]"
2024-10-10 14:37:24.540170,"[16, -1, 61]"
2024-10-10 14:37:24.571420,"[17, -1, 61]"
2024-10-10 14:37:24.602670,"[16, -1, 61]"
2024-10-10 14:37:24.633920,"[16, -1, 61]"
2024-10-10 14:37:24.665180,"[16, -1, 60]"
2024-10-10 14:37:24.696430,"[16, -1, 61]"
2024-10-10 14:37:24.727680,"[16, -1, 61]"
2024-10-10 14:37:24.758930,"[17, -1, 61]"
2024-10-10 14:37:24.790180,"[17, -1, 61]"
2024-10-10 14:37:24.821430,"[16, -1, 61]"
2024-10-10 14:37:24.852680,"[16, -1, 61]"
2024-10-10 14:37:24.883940,"[16, -1, 61]"
2024-10-10 14:37:24.915190,"[16, -1, 60]"
2024-10-10 14:37:24.946440,"[15, -1, 61]"
2024-10-10 14:37:24.977690,"[15, -1, 61]"
2024-10-10 14:37:25.008940,"[16, -1, 61]"
2024-10-10 14:37:25.040190,"[15, -1, 61]"
2024-10-10 14:37:25.071440,"[15, -1, 61]"
2024-10-10 14:37:25.102700,"[15, -1, 61]"
2024-10-10 14:37:25.133950,"[15, -1, 61]"
2024-10-10 14:37:25.165200,"[16, -1, 61]"
2024-10-10 14:37:25.196450,"[15, -1, 61]"
2024-10-10 14:37:25.227700,"[15, -1, 61]"
2024-10-10 14:37:25.258950,"[15, -1, 61]"
2024-10-10 14:37:25.290200,"[14, -2, 61]"
2024-10-10 14:37:25.321460,"[14, -1, 61]"
2024-10-10 14:37:25.352710,"[15, -1, 61]"
2024-10-10 14:37:25.383960,"[15, -1, 61]"
2024-10-10 14:37:25.415210,"[15, -1, 61]"
2024-10-10 14:37:25.446460,"[15, -1, 61]"
2024-10-10 14:37:25.477710,"[15, -1, 61]"
2024-10-10 14:37:25.508960,"[15, -1, 61]"
2024-10-10 14:37:25.540220,"[15, -1, 61]"
2024-10-10 14:37:25.571470,"[15, -1, 61]"
2024-10-10 14:37:25.602720,"[15, -1, 61]"
2024-10-10 14:37:25.633970,"[15, -1, 61]"
2024-10-10 14:37:25.665220,"[15, -1, 61]"
2024-10-10 14:37:25.696470,"[15, -1, 61]"
2024-10-10 14:37:25.727730,"[15, -1, 61]"
2024-10-10 14:37:25.758980,"[14, -1, 61]"
2024-10-10 14:37:25.790230,"[15, -1, 61]"
2024-10-10 14:37:25.821480,"[14, -1, 61]"
2024-10-10 14:37:25.852730,"[14, -1, 61]"
2024-10-10 14:37:25.915230,"[14, -2, 61]"
2024-10-10 14:37:25.946490,"[14, -1, 61]"
2024-10-10 14:37:25.977740,"[14, -1, 61]"
2024-10-10 14:37:26.008990,"[14, -1, 61]"
2024-10-10 14:37:26.040240,"[14, -1, 61]"
2024-10-10 14:37:26.071490,"[13, -1, 61]"
2024-10-10 14:37:26.102740,"[13, -1, 61]"
2024-10-10 14:37:26.133990,"[13, -1, 61]"
2024-10-10 14:37:26.165250,"[13, -1, 61]"
2024-10-10 14:37:26.196500,"[13, -2, 61]"
2024-10-10 14:37:26.227750,"[14, -1, 61]"
2024-10-10 14:37:26.259000,"[14, -2, 61]"
2024-10-10 14:37:26.290250,"[13, -2, 61]"
2024-10-10 14:37:26.321500,"[14, -1, 61]"
2024-10-10 14:37:26.352750,"[14, -1, 61]"
2024-10-10 14:37:26.384010,"[14, -1, 61]"
2024-10-10 14:37:26.415260,"[14, -1, 61]"
2024-10-10 14:37:26.446510,"[14, -1, 61]"
2024-10-10 14:37:26.477760,"[14, -1, 61]"
2024-10-10 14:37:26.509010,"[14, -1, 61]"
2024-10-10 14:37:26.540260,"[15, -1, 61]"
2024-10-10 14:37:26.571510,"[14, 0, 61]"
2024-10-10 14:37:26.602770,"[14, 0, 61]"
2024-10-10 14:37:26.634020,"[13, -2, 61]"
2024-10-10 14:37:26.665270,"[14, -2, 61]"
2024-10-10 14:37:26.696520,"[15, -2, 61]"
2024-10-10 14:37:26.727770,"[16, -1, 61]"
2024-10-10 14:37:26.759020,"[16, -1, 61]"
2024-10-10 14:37:26.790270,"[16, -1, 61]"
2024-10-10 14:37:26.821530,"[16, -1, 61]"
2024-10-10 14:37:26.852780,"[15, -1, 61]"
2024-10-10 14:37:26.884030,"[15, -1, 61]"
2024-10-10 14:37:26.915280,"[16, -1, 61]"
2024-10-10 14:37:26.946530,"[16, -1, 61]"
2024-10-10 14:37:26.977780,"[15, -1, 61]"
2024-10-10 14:37:27.009030,"[15, -1, 61]"
2024-10-10 14:37:27.040290,"[15, -1, 61]"
2024-10-10 14:37:27.071540,"[15, -1, 61]"
2024-10-10 14:37:27.102790,"[15, -1, 61]"
2024-10-10 14:37:27.134040,"[15, -1, 61]"
2024-10-10 14:37:27.165290,"[15, -1, 61]"
2024-10-10 14:37:27.196540,"[16, -1, 61]"
2024-10-10 14:37:27.227790,"[16, -1, 61]"
2024-10-10 14:37:27.259050,"[15, -1, 61]"
2024-10-10 14:37:27.290300,"[15, -1, 60]"
2024-10-10 14:37:27.321550,"[16, -2, 61]"
2024-10-10 14:37:27.352800,"[16, -1, 60]"
2024-10-10 14:37:27.384050,"[17, -1, 61]"
2024-10-10 14:37:27.415300,"[16, -1, 61]"
2024-10-10 14:37:27.446550,"[16, -1, 61]"
2024-10-10 14:37:27.477810,"[17, -1, 61]"
2024-10-10 14:37:27.509060,"[17, -1, 61]"
2024-10-10 14:37:27.540310,"[16, 0, 61]"
2024-10-10 14:37:27.571560,"[16, -1, 61]"
2024-10-10 14:37:27.602810,"[16, -1, 61]"
2024-10-10 14:37:27.634060,"[15, 0, 61]"
2024-10-10 14:37:27.665310,"[15, -4, 60]"
2024-10-10 14:37:27.696570,"[14, -3, 60]"
2024-10-10 14:37:27.727820,"[16, -2, 61]"
2024-10-10 14:37:27.759070,"[17, -2, 61]"
2024-10-10 14:37:27.790320,"[16, 0, 62]"
2024-10-10 14:37:27.821570,"[16, 6, 69]"
2024-10-10 14:37:27.852820,"[12, -2, 67]"
2024-10-10 14:37:27.884070,"[13, 0, 72]"
2024-10-10 14:37:27.915330,"[11, -1, 86]"
2024-10-10 14:37:27.946580,"[7, 1, 84]"
2024-10-10 14:37:27.977830,"[7, 14, 87]"
2024-10-10 14:37:28.009080,"[22, 2, 79]"
2024-10-10 14:37:28.040330,"[29, -1, 66]"
2024-10-10 14:37:28.071580,"[58, -18, 40]"
2024-10-10 14:37:28.102830,"[62, -29, 27]"
2024-10-10 14:37:28.134090,"[54, -37, 22]"
2024-10-10 14:37:28.165340,"[46, -39, 16]"
2024-10-10 14:37:28.196590,"[32, -36, 15]"
2024-10-10 14:37:28.227840,"[14, -38, 13]"
2024-10-10 14:37:28.259090,"[12, -43, 22]"
2024-10-10 14:37:28.290340,"[8, -39, 26]"
2024-10-10 14:37:28.321600,"[-34, -34, 22]"
2024-10-10 14:37:28.352850,"[-77, -27, 30]"
2024-10-10 14:37:28.384100,"[-67, -36, 40]"
2024-10-10 14:37:28.415350,"[-24, -43, 28]"
2024-10-10 14:37:28.446600,"[-21, -40, 30]"
2024-10-10 14:37:28.477850,"[-19, -36, 35]"
2024-10-10 14:37:28.509100,"[-12, -32, 59]"
2024-10-10 14:37:28.540360,"[-8, -29, 61]"
2024-10-10 14:37:28.571610,"[-16, -25, 61]"
2024-10-10 14:37:28.602860,"[-8, -33, 33]"
