,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
0,186.61817489938292,66.84664439927644,16461.29236920345,18572.392012382832
1,135.4739683723569,81.246776983955,23871.35546265957,26271.726507336447
4,257.64070788968047,163.10214570041214,16602.98072933049,17809.02512415799
6,206.8193750159104,94.37909244443485,15247.928516983482,16172.738828368174
12,190.4834108248643,201.9787666286956,10956.104501193864,11474.62704747001
14,220.2440876701976,60.73607910130557,18952.83241908608,19593.538110419584
15,170.41977661097923,91.28694560984472,20689.578857086213,21463.009994625703
16,165.44041698267648,111.4171924828904,14396.824161564513,14885.086936022764
17,171.63070331536724,64.08909057191735,14445.516473302428,14976.559851531634
18,248.2058314486355,109.63530115301636,18791.27718759917,19401.36708872935
20,197.81889969418543,83.55749384360576,15687.381120744818,16235.166120097929
21,388.3380436536716,206.19767184312948,22919.64958605148,23741.828389488957
22,280.60255736000045,211.3532694401129,13368.132620760598,13779.890596021134
23,272.9431638236509,202.76552708030036,15914.591260301762,16518.9055203674
24,192.0637088699794,180.5695196812526,10311.923229530435,10619.730673559208
25,209.37173876329163,117.1575268172085,15638.92706122909,15983.468479243134
26,219.75928795633143,97.66210857634648,18398.99372282941,18868.467272256963
27,244.4785964125656,97.83042039831862,15568.97484817179,16019.428186122956
28,350.9828888485457,134.76058084219628,22753.35276225641,23347.96784436702
29,178.7751179216749,155.74767872600586,12116.438687830178,12527.060420431288
30,344.05026009136844,145.98499295654676,23282.175943526137,23999.54465846403
31,313.41447054957,100.89700326155486,26517.97387033025,27358.912659224337
32,173.7271859949597,110.0213983422563,11876.198811650283,12149.55373816748
33,310.0827185537577,192.14110752682237,22241.08894111553,22687.576187762188
34,173.75867021339675,95.04187138904516,14407.186610242248,14897.049277450316
35,337.64410069651296,92.22583902251324,27737.348306631666,28344.95932964394
36,126.58794649057334,57.66153157197362,9040.678957065147,9284.998302001868
37,293.74540191014205,198.28684758630047,17427.88178749875,17952.270296031213
39,182.99024058376511,136.26580707539603,9575.700683731096,9799.657409867476
40,275.18615019443325,180.17160358812345,16965.780233972535,17360.937064924714
42,184.70140477041383,53.603579706092574,15207.762353017028,15583.851534977532
