,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,5061.145993451721,16551.52244970205,166964.6806231946,186582.7186757592
3,716.3213596095572,294.81953696154886,43229.4469283228,47171.53206751229
4,663.8777821576878,211.13647719561908,37343.68879745803,39383.21303525906
5,1082.8950011761867,572.9732282724752,22311.950026081537,24601.44230777253
6,1630.6639821443985,852.1351404165719,5154.483566765643,4935.199943568394
7,2110.2236260928125,1345.4004723175688,15633.070409856884,12381.645221853954
8,2528.948905097466,1769.4824743323472,310567.3084880854,332456.6767818156
9,3325.704598423037,2543.295027207477,114430.9308586996,120647.60606531469
10,12589.348731547823,48399.9473212648,62423.43143207339,65154.62037059668
11,4826.800367097711,4137.505961784928,80435.63277765937,83854.74338240497
12,5760.046416274984,4830.87496977093,8737.674229703529,7869.009142997917
13,7102.018630412497,5192.703575303686,258200.2525961832,272674.3300871776
14,8218.33640542262,6373.78203521483,96080.527764404,100552.12015934194
15,9118.124979583145,7412.670687274994,122774.07863776092,129421.659357767
16,10730.758812449842,8571.946523794208,25249.02135301525,25840.797252439606
17,11971.333300897364,9954.439614545445,16744.7873662591,16699.9804643187
18,13626.650341043483,11370.34111509505,13607.24498735601,14003.549358075084
19,15275.574918715552,10675.924144250048,185521.76539527893,179987.03212651855
20,17091.272951838953,13107.639256435928,32431.235673171454,31611.113866219617
21,18498.39123319572,15558.05582316866,28683.682554554056,28771.8852138109
22,20352.619068916058,17123.647954288066,69110.32109939928,70214.34699622012
23,22254.02068177267,19136.52834752045,26445.79066967363,26944.43629936504
24,24646.061518326205,21358.34206130032,17619.72954732967,18282.93992331317
25,26238.91393748956,23326.26626478895,27285.944728471102,27835.877323647943
26,28466.938273964934,25254.411176916565,35221.35418428496,35698.09984120784
27,30572.500122563848,27513.18036132949,38962.88078677896,39891.6261829813
28,31885.44338507654,30023.4952536708,30163.420794725866,31260.21567036184
29,35940.93431966313,31180.606860096228,52653.37451560442,52901.26486942609
30,38620.08190477862,33527.10688766882,56345.02375958204,56302.00820473292
31,40288.83932030344,36201.49750972402,53449.26406369349,53500.94912791716
32,43282.48726528643,38678.03558324497,69991.19029494493,70229.61538851038
33,45623.08312153818,41413.03552720141,55712.0619519422,55507.03098437745
34,48400.05956594604,44446.80593649221,58434.47255339025,59029.39316627395
35,50933.00436250171,46729.005275422445,55406.65757517351,56003.17630285944
36,53793.01461128525,49617.91250687352,53408.70161060744,54493.96806057292
37,57016.40466561229,52818.27026389188,61920.81546657159,62099.18128929796
38,60623.28905453673,55526.27798473423,115001.20601267964,116389.1680005219
39,63249.7395135684,59114.360136484574,58615.16391507711,59259.911581206434
40,66593.4434565955,62052.43177456496,72046.41849925276,73045.2261833223
41,70256.33470025251,64700.682216146684,404189.56297325226,414120.2916911437
42,73347.29230309656,68797.28048253902,71427.03400864065,72328.50099488442
43,77504.6761445711,70644.99848416743,84894.55275142423,86563.69337305824
46,87600.28488114881,81160.90789836025,80297.31554755408,81403.76814303186
47,91960.71718669531,85224.12422307086,98398.0251959044,99087.26022210954
48,95613.86224188416,89365.43817188831,99768.31191100956,100933.26406944124
49,98885.88168138626,93683.48980857556,93481.61942312634,94061.39259473256
50,103178.1889609782,97453.15496212478,100449.01145148154,100841.8192754086
51,107235.1925262485,100939.35083878072,107246.4929294365,107278.07716512163
52,111677.75831053758,104693.56978873188,111003.0836434806,111122.05904516405
53,115087.35870282308,109397.71574434264,111803.77054974707,112521.0619324286
54,120915.43588660484,113221.53264303607,129157.93708668728,128525.21192509618
55,124508.09005091316,118130.80558103864,129834.36865184909,132400.8903091632
56,107119.0479298388,102511.21610515144,101803.04423562008,102595.15663977282
57,134070.4074772218,128159.99799441452,138908.7576617789,138863.46030996396
58,138765.13299888757,131856.58288662188,189746.59234440463,191306.88757538397
59,118507.49081981248,116337.8376626162,171706.710546576,174948.82392515283
60,148658.7109428273,142084.26390492675,134279.36849418827,134086.96296043516
61,153399.35531634264,151102.13073344145,148962.8826026457,131037.48974771136
62,132339.50927511769,126885.57138833012,129237.10753903186,133895.51548828927
63,163886.84082451687,157705.0061168567,129850.69844175108,131133.55528333917
64,169781.1344478347,163059.33207284313,166025.3278037082,167075.82006868665
65,174373.9487167638,169971.86639835502,176007.14010109357,177158.32994546843
66,179930.525561806,174838.34393726854,189890.24532104825,191996.95725161632
67,185007.126401925,180371.94542834035,172412.9889049435,172972.29745192445
68,158653.1768265675,155110.66035280874,176064.4630953782,177070.6621510203
69,196824.88656841032,191773.5381898091,183826.29436265497,185732.42330559125
70,253923.92822255447,245815.3294313596,273732.5126138843,275520.2645136965
71,209054.9807389298,199969.6850701873,167762.77637274787,167920.76437186246
72,215009.147419696,208795.97983076272,209773.8167480653,210478.7638464663
73,221350.47616004077,215488.9518423414,282812.8762903033,286122.1410724844
74,226569.118530734,218080.77068036515,228719.68275946207,229857.509463255
75,232779.1485434813,225403.0037124583,249914.97696866625,250648.94414427815
76,238452.0661871928,232224.93195044168,240225.23443542636,240021.1755192795
77,244985.9935241464,237715.60369477372,317577.4554870388,314123.21305197687
78,252410.2617526521,241967.86915119196,302776.00131198973,306151.4120902608
79,258645.76236558417,252363.1955692568,322779.0354150246,323055.9332471391
81,109.9803740083308,37.42139971246253,20041.30976957641,20346.330854271764
82,222.25911950931663,92.10264358474475,13730.524905896022,14148.192227755517
83,457.60232706031366,247.75563501092637,5097.638361779179,5234.3493847233785
84,837.6113699258641,521.7620059709415,2253.956403662946,2263.4473295002763
85,1175.9094778695774,786.6245823927953,12983.0883841047,13189.556815241533
86,1429.8986130199742,1099.6947947629778,51226.36793549941,52180.85198157672
87,2277.427678953439,1769.8351940017756,3765.5814271994136,3831.0686217758594
88,2927.28209732333,2327.460194265564,31907.02140134708,32264.702549674
89,3053.078707710336,2575.330138324816,10084.910291909177,10128.528074839092
90,4485.850289958426,3807.093650260247,10006.76326565714,9948.204792722696
91,5419.961734101444,4687.312219465445,5908.202567601386,5919.191762250828
92,6398.527702895911,5608.533114245737,8369.688406856789,8613.045758646744
93,7580.796561243819,6677.198293895905,9066.546696916828,9454.321240389472
94,8669.177442735765,7592.158214347625,9645.193805284136,9568.462507141234
95,8201.944899342538,7506.9898875746385,25873.413230974,26381.14840127632
96,11320.90264454407,10188.847180434666,33466.362732028305,34107.71543736704
97,12751.19205888056,11694.23270763067,16033.731651937826,16211.732255387544
98,11862.677608333726,10644.902333654098,11473.91180455086,11755.528732300443
99,16017.252087437184,14289.721695723356,15063.022799300516,15824.869917140884
100,17554.829832726457,16119.164196201307,18613.214315500703,19186.07255497096
101,15943.077218435828,14880.99676571264,17256.315949530264,17709.25524394274
102,21139.34681384083,19540.140692506626,84729.07707072748,86121.71557972887
104,25190.95824649146,23911.51632013367,368393.45192111394,376325.55653290846
