,Theta_C1,Theta_C2,Theta_C3,Theta_C4
0,307.5316296065216,159.10509557988078,35318.31924270869,40584.16577844959
4,773.2027402381369,299.6198880828392,55806.32927809145,60007.07216788871
5,385.47449437283984,337.3014899886348,35641.230103974856,38053.61143607118
6,410.4081341146406,117.34253628477978,29365.204369910043,31255.8112980612
9,606.1744388759503,208.5340383934445,68550.08624941556,72926.53370685305
10,322.8972184223285,246.0591249844054,51441.73637367255,53310.86315757087
12,272.5532887888005,132.5249266939121,20483.21640820244,21331.010938909007
14,184.9942171557514,63.11335567242115,26383.659722629956,27360.10639024583
15,263.6446578819647,85.51485436957158,45507.11420438351,47058.11299568346
16,222.5787509698597,79.23817664750479,20136.846595335708,20777.32211293348
17,163.69481411031222,77.26853007622813,14735.841752747128,15156.665381644176
18,218.6821021505258,93.37398020236668,14865.441460963912,15303.703212871102
20,614.9534391125771,260.12157661074315,45237.98161143785,44424.06042938303
21,615.5253153300018,341.65707338936943,44248.29386590641,44885.31286669612
22,544.6428471877127,225.11625096910157,56516.03270537138,57493.92486644517
24,327.2167250767204,263.43718157843364,11455.577266397424,11504.257865943167
25,395.2727773607797,157.09097316532112,30006.25321642705,30867.80457828305
26,300.32885861171553,126.12657256745553,21641.37848241377,22268.876513023573
27,369.7656407188688,147.5479831400106,20005.32692439227,20452.689720030685
28,198.89055872205395,93.95526298794994,12934.108542148337,13242.602748477077
29,146.1782717851375,68.8678032672237,13655.641127264857,13691.66996562308
30,478.1662989651617,204.34375111461256,42339.355526665226,42511.61591443589
31,495.92584926426025,166.70110137531265,38916.98460073518,39416.09473865816
32,424.45442164662506,202.42223839872116,58518.29842739872,59113.20661984504
33,364.4119112846322,234.7670415289844,30987.03826572322,30835.488662598327
34,422.67366388420027,182.44534060286009,38894.50992930686,39454.2876772212
35,272.2123900204615,128.02546512259246,20843.756146314143,21004.706761702026
36,241.8498536893105,95.6271812691799,19643.813252122596,20267.22400627308
37,396.085935683466,146.56852593453152,28061.615547470177,28417.77049184096
38,407.239843267468,134.47206026971833,49158.576782919554,49767.36831114873
39,356.881151358393,143.65930040208065,23284.47286379917,23839.60182938595
40,348.84243393849465,119.19670047367067,25580.59478348981,26078.060550001952
42,313.92389144297675,93.7111336069982,24398.4231035518,24878.67643866338
43,392.4464317603109,131.58106796389555,28290.39488309864,29071.423683944377
46,250.9618204779325,78.87187384748901,22514.810957134723,22947.179088116267
47,225.16853937335844,117.23748495759564,21173.63645394382,21641.26556896886
48,386.2776095038951,131.1590617941436,23179.0770315273,23562.484231992607
49,249.46312200897663,66.7310104408186,17016.649163587896,17381.370077010983
50,259.0490228770629,80.22820802105949,19529.137563664717,19846.42591652405
51,258.67231271498235,176.63267646009666,14585.224688801902,14907.525170763143
52,413.40942854911503,318.73361108060647,19146.4092506509,19467.789065518187
53,369.4753191332879,116.96207431742724,29493.43629574398,30267.164043062017
54,327.32215915977406,96.0585580436549,22930.442995427,23263.420882995557
55,283.012050953047,88.16819955602844,17161.9028205338,17473.077371473373
56,266.53462493278096,78.4652943064581,20854.346518818664,21200.641312386146
57,244.33725593404372,74.0325050036115,17822.918181219953,18113.886606796208
58,238.2184589451149,93.50780554155472,40049.49871262497,40824.38312195301
59,309.28975700543646,250.9535090273592,24522.900454070637,25108.46784380776
60,416.3357541752636,162.82314887385047,30696.120045520125,31017.30814010165
61,250.98588637477823,75.88549018503412,17512.47288151102,17812.567097347204
62,216.32535285580687,69.19092807349517,18050.76854184889,18419.14469302856
63,303.51026578151016,91.5883877294533,21512.898991728565,22029.42570800843
64,231.44755366806285,92.13081901249808,17342.871018648708,17843.585400028303
65,437.7749521535976,128.69683026158887,44266.1225241389,45138.322827721
66,283.25726787306496,112.78202515243376,21271.381140463804,21605.520755470465
67,354.7881357531029,152.63702808128622,21315.941247022474,21641.36281973299
68,342.43523228393656,138.17746101706183,23297.25856640364,23884.54086033393
69,245.4456683195025,115.75135609284705,15132.150783568,15825.513213500755
70,263.87399311927385,95.98766291795692,32134.24475853792,32818.73989701546
71,148.03998042517634,64.7967341464212,16719.83690269132,17286.62280457947
