,Theta_C1,Theta_C2,Theta_C3,Theta_C4
3,1942.549630956085,1647.068342534989,366.23934243395166,1737.215819184937
4,3705.430966231577,3410.2193933431136,711.3134222464271,3321.338085359688
5,2071.0063341948708,1711.2146045955112,387.1677738591927,1798.8531857789576
6,1419.238198622666,1178.1216068155702,261.5704106076567,1225.2054645983485
7,1929.3142745850212,1670.2160088200512,370.6120420473016,1669.9925406767306
8,1488.3425336274477,1292.229278892944,249.54970309803724,1300.672922344792
9,1236.083560379785,1079.1608186160447,215.3579087013052,1084.7304868156548
10,1550.6018870597168,1478.69728299215,300.16359154196056,1371.1063036433957
11,1306.43700503562,1126.4392960368286,248.36015725074645,1162.5260077091934
12,2267.8761497181968,2098.7408137112952,447.88439032099103,2029.706045004576
13,1864.0366869036272,1633.209606931404,367.9583071313425,1679.1197296081718
14,1428.223323952957,1189.8261996146,210.3160905788312,1218.905428979248
16,1563.8487545262487,1390.5548040141066,266.3681787326836,1405.627112942427
17,4878.374460118695,4408.2194503866185,882.8626806794421,4364.133990014539
20,2356.538592435555,2187.8445223174995,506.11192385106415,2135.525013600716
21,1142.6729556652597,965.419908387052,164.22228324812545,976.8450370031964
22,1282.1094568635451,1085.787857084422,191.92907890748853,1109.262380790748
23,2115.6253881248745,2184.2294993525143,346.3385370050529,1894.7261559993656
25,1800.7098972082492,1609.8411956946247,268.9073983440659,1624.5841222764898
27,5684.276154455957,5454.705996636128,797.1738956065922,4972.722948905923
28,2418.891385664091,2103.620158460388,345.3032466323548,2165.739325858433
29,1917.626530142306,1673.2688273932847,283.781460664497,1690.798990067671
30,1212.3146525090892,1161.7205637592008,177.8556678358983,1057.5584854709566
31,3583.5048035751947,3147.1116208238345,526.5878298017416,3219.7376989631007
32,1500.113871475613,1255.3303039939851,200.99867850913304,1274.862387469287
33,1281.5704175230096,1114.606669577563,151.39567668765352,1084.9162272992996
34,3526.535354451734,3094.450111090304,431.9226732861609,3047.02679084208
36,2211.0343553883395,2194.043752537389,306.0106193086109,1961.802448633695
37,3694.365002438277,3191.185438371117,488.7649355238883,3247.052438684502
38,7037.78035693542,6518.338943285471,988.0438156070468,6368.923699157428
39,2180.319894265668,1904.0037015886871,398.4917213531158,1830.3436424518643
40,3268.873024989095,2917.8690156302705,746.140603643251,2828.507769059736
42,2562.303004108292,2260.139345661533,493.268510792198,2228.0081624115774
44,2210.0708532362687,1940.4863529261463,378.4869474383288,1964.3355094611331
45,1210.8804844385777,1076.7568490961016,181.3275586610553,1062.364415222561
46,1867.042841240368,1799.9654987112458,307.4402098436095,1627.4003307374428
47,1553.0829449341038,1340.2401619305936,255.3773943883895,1333.1996624516626
48,1716.7860999843974,1417.6756664836744,260.5101171064404,1478.9566740161074
49,1450.6429478052871,1289.3226373914863,198.43162193871936,1250.472113081088
50,2171.535950721671,1821.4086329289055,314.86802803174254,1891.3966878810304
51,1683.9169338256252,1544.391560015798,252.92045250075444,1467.617180785536
52,1670.7253049299222,1415.3243373800408,254.9504484460906,1442.1905165724556
53,1939.295551062525,1672.1093608724673,285.3133627416137,1716.3394968681175
54,3408.633836120096,3087.9380443245423,606.6513168952412,3053.334481608876
55,2748.023132128375,2601.417504651727,535.7020552112425,2450.271235628913
56,2886.794667735201,2613.714443200192,517.2119938011299,2566.468230857687
57,2491.4931168367066,2182.1453960445265,569.3805834277376,2246.274596511327
58,6574.296283376005,5346.389537241176,1074.0597754792818,5612.143754641321
59,4747.233729189618,4189.708065318897,727.2206730555556,4100.870629997359
60,4466.116881511975,3955.8047750698433,622.854672344637,3781.421526109697
61,6003.643349961587,4981.041785293315,831.4002285221018,5194.262349471284
62,1527.6673223663745,1279.997171080609,184.86289688779985,1344.0704353458175
63,3254.008137885142,2884.186801728468,403.16581247841305,2826.080020487606
64,2356.807246793708,2119.5368661070293,317.4927913134957,2063.93888116938
