,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
2,3568.670365678263,3128.3444640276784,360.02699406927286,2963.47771385479
3,3353.4939123304134,2952.26653639218,346.446130232416,2779.4591331919387
4,3280.017296327379,2867.5115473225114,344.80046942124034,2761.1665003620856
5,2911.938920079971,2534.323763779255,259.5801437473385,2410.9272985035213
6,1761.319557476426,1564.1196602583475,159.00300705294833,1444.118351898593
7,2528.706145414303,2224.090820392552,252.2452589966424,2090.3594228099773
8,3073.2895262866505,2714.911461170775,303.64540002808906,2554.17378239895
9,1853.6772922331688,1680.7999585096009,175.17286865904592,1529.472508270724
10,2302.5572678573103,2033.5445168176304,202.29463005634187,1894.8153385366827
11,1417.8117275284071,1217.4503008900026,128.71665918136688,1149.4136626281074
12,2180.4339442026685,1938.6723824886376,179.70611725172583,1797.8867101733676
13,2261.093172299027,1956.6624290644213,184.90482357849257,1857.8991462126296
14,2032.2809390584864,1774.0678632184786,155.1064357198302,1689.8923792516853
15,3172.081638861608,2868.176929859455,268.97136222002433,2702.124249260605
16,1904.365219855074,1730.0613442336646,149.02054600890466,1628.689329552568
17,2510.996471621774,2246.017027996866,198.8952929814106,2095.7405243894336
18,1792.7244045253028,1639.352378269734,133.65866805163415,1499.1518537281047
19,5061.603755641927,4602.232311542715,419.59054372297794,4277.952853618644
20,4891.662109031487,4625.387370563885,342.4903489114729,4120.680801326929
21,2326.3322515704654,2031.2975938571265,167.1189036248577,1900.962343574986
22,2034.270767057303,1745.8107824133904,145.75132615884095,1665.539920229867
23,2419.777739277926,2174.065481629714,173.29342960794543,1997.1556400973252
25,1902.0089471932688,1720.1927845409496,130.02484591853565,1587.566977673045
26,4564.913838950373,4210.865275288099,368.6024936114005,3864.3941284666266
27,3792.089022255536,3437.613046966166,282.8061213367552,3150.694212412139
28,1981.201192689116,1728.9800790388158,147.8125152698354,1655.1204346513812
29,2780.510098957278,2491.3768238241696,168.56185410193814,2306.20935220976
30,2120.358589600746,1937.4597583581271,132.51000045042193,1766.2359985462977
31,3079.887708507484,2754.322143873155,197.27892831722912,2584.1306574981427
32,2649.091313246936,2327.0920908503776,150.89452468108823,2198.616401561011
33,2678.897185055765,2352.493167335176,154.58503828586544,2181.890479177501
34,2059.1694246058078,1857.252725648472,128.8161054876223,1691.5035488647525
35,6908.102396786157,5857.738755988901,382.2675063673692,5706.024253230213
36,2921.117302377586,2591.0092985468623,172.26475423108425,2400.733291054795
37,3848.7194269865217,3420.5960449294835,203.2770547464382,3148.1478892291816
44,2645.300953252275,2387.384196423762,241.04701887502287,2212.523849720491
45,2787.3561777397954,2444.199386883783,257.5046695959855,2333.540282217102
46,2900.4944529871063,2655.199484560193,250.3684492118618,2431.256384039208
47,3177.671201183733,2968.7183240109166,260.09478521575653,2588.4021389019817
48,2712.172558482128,2419.8536046057807,219.14131671023097,2263.9844224407225
49,2648.5460733759555,2353.2504406355265,195.74969089008837,2171.84293288191
50,3039.195390485272,2648.4427926586063,246.35763255771295,2469.8457295166786
51,2719.647264045596,2469.111548849228,206.12112611011332,2261.8042740255432
52,3732.053263804002,3272.124973539806,288.102536692208,3050.2580948725818
53,2632.847991193705,2304.240610751805,198.31155853517373,2215.199271449116
54,3631.742403637381,3283.696294389635,263.6886868779287,3018.0239252728657
55,2931.7699613252084,2616.607390558666,225.7588894828888,2443.0403241541894
56,2982.755486793189,2635.805581123839,228.89569199747356,2460.0105247236243
59,3495.65086644947,3123.904573411537,290.5373294166065,2864.8059125228992
60,3881.041700789339,3431.851658178276,262.23005808755687,3175.4453334174964
61,5682.251948023502,5080.840301139322,450.2099775609733,4609.31445363318
62,3086.045177800828,2796.3441478572,210.05740975923425,2496.716887828544
63,2456.3882551514425,2218.138616351391,144.91566872112568,2020.959954711132
64,1795.1410155884837,1634.0428686557111,101.22022515298588,1503.5632947382755
65,2572.0206812453525,2344.909459260136,157.47725007410855,2171.492757720177
66,1754.230569539052,1692.6809455253233,81.37317269761579,1447.3162313513646
73,3038.551934148533,2714.9917152742146,118.94047677378212,2558.7093834853376
74,3081.1777237128767,2785.855052565013,77.30384347503153,2522.799433209685
75,1958.571185334676,1797.1499665716578,49.319952967697205,1620.4091545021852
76,1779.815699741811,1612.5374986169847,50.62759888495346,1460.1881066666624
78,2401.422115022784,2182.945759787442,42.5447377000722,2012.1631978406435
79,2307.444409433763,2073.320953915323,55.396362715314034,1872.7386553986091
81,2639.998891331995,2401.905792350942,72.17365513845652,2235.1035715180583
82,3883.100898842092,3566.5917709892524,101.0229891210286,3278.471908153771
83,3517.7428878083538,3318.0138562360357,84.45680457800222,2985.47596231455
84,2445.406285136341,2244.995032733178,51.87685859150445,2039.026440123217
85,1997.358899154967,1876.199798098064,27.672850536556275,1672.1288409484423
86,6466.303426895139,5995.938935505448,98.99154350921754,5447.553645315665
87,4934.535700298391,4342.775845259599,137.66166822287622,4125.245844941721
88,3966.0818308289945,3589.828077892411,68.09615649309514,3259.299031957443
90,2089.1186461290595,1846.531620480775,32.470121960960746,1723.9818121027065
94,3401.5290018584874,3055.958551289006,74.82587219394681,2847.125569784459
95,2514.950463444808,2316.2144652233724,45.52040740547624,2092.263849380296
96,3809.1960001052394,3309.400359884994,46.11507184127007,3154.814540083603
97,1654.913600789974,1453.9370035344027,25.872938899492546,1350.641657942083
99,3076.0158000272672,2816.534798279075,56.73375328180609,2527.3610619213123
100,2382.595633645168,2215.4041648799075,46.72437010558378,1948.8328580929076
101,3745.435577523469,3402.960283627451,82.87520787758768,3082.3026436933933
102,2634.9707654097806,2415.024638875757,74.96575579680447,2128.907536676102
103,2736.305588932724,2491.4166739291936,86.0094074410275,2218.410384091077
104,4086.39634979924,3781.831070025615,91.96455363645651,3375.991798000613
105,2660.7130261629554,2389.937458318136,54.16665990584261,2144.32267511198
107,4706.765408390957,4390.693784681402,115.61841978985294,3909.035925080668
108,2834.0174144476537,2535.7655835609257,99.63256797662876,2359.678785131456
109,3816.396919446559,3508.4977836668468,137.66462529508368,3204.968773368864
110,3141.702045487676,2914.128020568158,99.09019430569904,2617.846563865472
111,2874.290127299228,2580.752680880334,59.25314896511343,2355.9090908774792
112,3971.409198207392,3604.044910175655,94.33806679275604,3272.7603362416703
113,1881.207840248789,1726.8079655724366,52.39593301732913,1553.480587563424
114,2160.9421993631977,1955.823727673476,46.38773965976868,1791.8564123497067
115,1615.497479329317,1504.030320433003,59.61407962392503,1319.6080563865166
116,2611.026981036338,2282.438681603304,74.5096309547442,2138.6837270009623
117,2028.6030883208164,1778.5430704490366,70.79372306210209,1645.5975392716214
118,3530.5028681672657,3128.895622572448,109.85313192024329,2884.3762441879235
119,3299.786359845958,2916.2033272363456,137.17238767433165,2634.184324866285
120,2367.259065146715,2078.830108509524,72.97373836946255,1921.7370734284705
121,2472.832371638204,2188.8175967591405,75.3031423811871,2017.3707191413096
122,2850.5550499057863,2544.524589759578,62.71930669211396,2332.845897731546
123,4925.713118468198,4380.0783862965,104.61994977193496,4089.310556062832
124,2544.52482886101,2287.1002338151884,51.313785304144346,2089.569206044252
125,2743.8484358421088,2449.78611036882,73.0972399852794,2237.1278117261945
126,5496.088396583049,5035.905948764696,379.9921486230844,4465.067200553002
127,5173.905098653011,4745.148909483361,205.1544755469885,4230.219171195608
128,4755.413122414088,3980.609388528271,105.34774314402787,3869.144682620216
131,2693.1827963809515,2465.525683447655,70.33505690799926,2162.747129311777
132,4569.004088023607,4045.770672533082,106.72752368468343,3712.717714123829
133,2091.0848671980534,1831.225163403343,55.5791136666697,1700.9372818962606
134,2046.738237970824,1873.3632699828709,37.50169904809179,1664.7151579825763
137,2628.5551811687287,2285.0153334843853,59.64397493775545,2092.937821396877
138,3482.3383387587974,3189.5556200099613,103.47316681242276,2873.413358759088
139,2138.306979266839,1872.812604549721,47.82074368341485,1747.8000794266554
140,1523.7302936842202,1361.8104785300893,72.53597031842007,1228.8051293768197
141,1909.8617591897869,1719.570637351848,87.96197417012576,1535.977324423225
142,2148.017763262547,1833.944882123887,102.03092438592267,1706.6210732806471
143,3418.682955886717,3178.9397788403403,93.10263061158338,2739.4129558667014
144,2409.3761914658644,2216.210170007826,83.16153082528432,1927.139325810918
145,2034.0793278400365,1868.1665272552848,56.41784625270027,1636.0132555465275
146,1575.5000295856637,1378.680195755896,45.62565853882881,1274.7298949924684
147,2197.4643651638053,2021.514943786593,51.47278441447045,1772.7532925237583
151,2562.985726478685,2327.9586444141537,66.37872130152635,2062.558375543
152,2708.810351563028,2367.740501003768,68.19621505228969,2184.713941446007
153,2162.749706010327,1897.3348009654944,58.530231322448586,1724.5504109468477
154,1311.2169479456072,1153.9974460554183,36.335614574962406,1021.5816525712436
155,2047.4225776684768,1804.3385286101045,53.70755686755947,1638.6361888583328
157,3287.7075050461463,2893.5009736018296,92.76458956837956,2677.279591099076
158,4463.319884805068,4327.285539630614,114.90474996007342,3607.6740498225527
159,1754.449035269665,1563.875648849125,46.2581142779697,1424.5196095198985
160,1975.5355410778436,1716.6990573967057,50.0305784490087,1564.087926682079
161,2068.773426331369,1770.640420444969,59.6824411141457,1690.3204996101897
162,2048.8911533266296,1791.3944013279956,60.92627676940596,1665.9585280570857
164,1731.1088713450922,1506.957754047435,43.867060780255166,1397.2938004651853
165,1814.769021514839,1553.377583778718,51.34836267907753,1450.050452695985
166,2350.1499791472525,2073.884608802625,66.69135097027201,1926.8907275415108
167,1113.627982140545,968.3935129405564,35.8442028098338,909.6746578695596
168,2345.5515451942733,2063.0074723851967,67.65028209451575,1936.019062098288
169,5094.08087098688,4742.80655734406,128.67941696430648,4226.687442520129
170,3138.9552878218115,2748.746277932749,88.58412669357709,2551.8820604306097
171,1724.4465700193575,1609.442436269581,46.912548211785406,1401.1849682797376
172,2015.137748488829,1705.719894901695,52.74099772607596,1617.1523220164256
173,2060.047049869905,1782.710199940203,56.25488167248495,1647.5624282978408
174,2882.139047379816,2520.510435558732,74.0519213324495,2383.648348936501
175,2593.426170555738,2330.7179452459163,88.96721430205032,2110.926981110026
177,2192.720203120994,2007.201254991796,73.8780427881759,1770.8313183689547
178,5763.897403547965,5137.482480143886,263.84834893468894,4672.802859109241
179,4745.4053978295,4252.689796755789,222.66665719157757,3869.4347985537433
180,3714.162651338119,3402.644250768557,156.72324698381408,3121.4308197077185
181,2211.0969894753307,2025.2638020291815,97.6646775898554,1806.8903442249944
182,2505.88189887444,2236.031015748757,107.94583888752224,2056.578920220085
184,5370.265134212845,4932.205122084896,200.45525408307745,4487.819830913178
185,2235.928746462848,1995.2255142026188,99.25848853750706,1839.2784376729485
186,5231.6242783105645,4816.030459623035,249.22498978177012,4350.459421086875
187,2692.4911189940244,2361.300942139621,128.7626583055035,2172.7779445370134
188,3007.332832021258,2689.7648581404005,142.62462877700025,2417.7962338854877
190,2544.3486139396878,2305.876385496612,115.62693590275964,2027.7331416595223
191,2430.8370247450844,2187.9677389657813,113.15030856459444,2008.794899315167
192,2016.9887090000595,1812.1552267928569,94.99192732629322,1627.763626656053
193,1955.7261629991772,1815.6415369934505,80.34234979633626,1594.760770168589
194,3166.634772594744,2960.5138476478137,142.1834091586067,2610.775998362573
197,3533.8324715151484,3147.496757973705,144.44913109712454,2891.715740077253
198,2615.8980860565816,2446.726084913022,106.27235643987277,2135.885074025139
199,2465.30515816068,2219.2791878550534,102.41080835990488,2030.7135153960817
200,6052.4559983062245,4603.073428937232,283.126738682513,4859.8154773399165
201,2994.902270715062,2651.3314179589515,119.7994547767624,2464.0722998501915
202,1705.3090806888636,1564.9673040546263,76.2349214726722,1395.631343570649
203,2025.1632841299909,1772.12975086425,96.13846858079415,1619.0399659571412
204,1777.479827619869,1584.25941476024,81.7070359122961,1487.2516169738542
205,2597.2654557807014,2340.6207895938937,120.70303637609604,2133.161228266403
206,2697.949140796788,2536.561641059571,114.53965475601603,2225.382194544537
207,2300.2958465227057,2097.164974977603,107.51559547201316,1886.610915516307
208,1684.3882649745883,1505.6307048429398,73.67314740713358,1389.1192761025975
209,2185.45664545665,1979.7501185238089,96.98554127041264,1795.424888360885
210,2662.925240161471,2468.8170090700232,112.12046355046712,2228.1491672982943
211,1467.889611107818,1370.0519224718323,65.98110839172814,1234.2607052009816
212,1585.3503679877108,1511.2547872956866,69.03955767201992,1334.9172930017994
213,1647.3779463597557,1520.489337347491,60.491099321430326,1376.3435347635816
214,1631.2144915119727,1467.7184401330264,69.00819581079773,1394.7917530266916
215,1540.9164295988164,1430.1375380006778,59.73687537120985,1296.047204413227
216,1856.8457046683743,1746.9731256362052,80.56072122073246,1560.7093446813367
217,1684.2522164813463,1551.368489329053,69.5556597054869,1408.8117045799067
218,1597.1885437958515,1472.4158673971372,68.73691464000763,1320.2201098708333
220,2398.510336213373,2321.703990801469,136.53772880109062,2017.17483600881
221,1923.2505104054117,1866.828700123289,106.0749650296436,1620.0483589829682
222,1876.65043022726,1738.867026241122,100.73674396117237,1559.9722369582275
223,1530.6801286117147,1398.7098698697337,83.55130653003509,1311.270540843566
224,2015.1040601202808,1814.673444573732,96.40570368637616,1661.017733534715
225,2095.179653892824,1852.2969335061732,74.60829128270606,1778.089098283077
226,2319.6147642130204,2093.034893693532,90.26348692443602,1937.3013603916972
227,1662.2353257898412,1526.3289581288957,71.19384961311323,1373.733925868269
228,4697.369500470569,4489.617334745744,164.29563808195,3886.960592799593
229,2384.9646065540333,2272.816212440708,95.91333917723163,1977.4253572812693
230,1900.9454166235396,1714.748511341986,47.88627156198362,1563.161184054105
231,2029.665636021824,1738.1475265923254,49.69801738503711,1679.440045162653
233,3201.267319611492,2878.5491129752068,105.12674309047438,2645.251427453742
234,2844.266321444964,2565.1643167644315,84.184847841418,2326.1750894375477
235,1942.2521919844307,1707.5898498999388,61.32371225550313,1586.9884661183582
236,1871.90540522642,1627.1939344109965,54.23495781036085,1544.477900798878
237,1255.9193915706703,1096.0402984864822,43.75060342477088,1011.0406082702924
238,2087.0382315765187,1949.466173980978,62.83504122327109,1730.9168155009786
239,1465.2599276715812,1295.432745383809,44.06634847550856,1184.160331058949
240,1319.077803321912,1138.6884328439387,39.1096889617584,1089.4291433222372
241,1847.9921941688056,1589.5095133965065,60.220952026685936,1518.990954606588
242,2566.174908565345,2403.1930283716138,86.39002558964135,2155.526047859757
243,1847.864571434757,1650.8668135898092,64.10428015400915,1533.7898308615102
245,3841.7261949641247,3509.298112676599,130.59127503248618,3150.814643099527
246,2291.4377847973656,1973.6542749889527,79.02197957748199,1863.222444578773
