,Gamma_C1,Gamma_C2,Gamma_C3,Gamma_C4
0,31.979481859060797,24.74029503448858,4.592723915367048,27.39562786054888
1,36.64810319960811,30.23175756020846,5.809800763997425,33.18291364529336
2,19.76892585098681,15.62809242880351,2.9146291188921127,17.660914992129577
3,17.481560047043143,13.040964443993731,2.5298709706937883,15.516700268244106
4,26.393170125736003,20.325734933238778,3.7204013013909623,24.159528661254832
5,22.281890939952703,16.80552746237113,2.811596682878151,19.726161425145065
6,25.883625613202422,19.485660809969577,3.313409281831672,22.73416751802138
7,17.613595831465584,14.26869335879076,2.4067650628079345,15.835108481210176
8,62.0122954485107,49.08262504687176,8.252569638506941,55.652252035167166
9,14.92860586597218,12.230072420765056,2.0725671817697435,13.607747587522246
10,18.99180434922928,14.889432064897964,2.413941799490936,16.951612061061404
11,14.9707349464064,10.72058080474836,1.7969493633303804,12.66469361684538
12,14.03749809715167,11.29385084239019,1.6510981324068976,12.363488268438172
13,17.667159216159195,13.719771625393946,1.897325893252596,15.628312972608704
14,18.33813413104741,13.562678888818306,2.006241142358382,15.770199830129192
15,18.590336171207767,14.758125578484169,2.096053865346605,16.765495508597464
16,17.185336924227364,13.616330020238284,1.9695708240583223,15.432303216117052
17,17.71816714798971,13.15900113333523,1.7734126507059107,15.416725755811292
18,20.53252371658631,15.418722757071974,2.07077261791956,18.29141121617336
19,15.863832399265752,13.016721511723008,1.7803833239333646,14.436425569279344
20,18.83228458430352,14.37379562581584,2.011886419762251,16.61960086614169
21,15.618789865118584,11.97489406573926,1.6337508560473049,13.762983484700706
22,24.53320807854833,17.259677866253877,2.3159793322310938,20.891324124541185
23,13.114574744569682,10.630222383799644,1.455788004334181,11.50168583136942
24,32.326803458002686,30.058373789263467,3.4209822214547896,29.90463667358554
25,15.435164109947346,11.970932227750568,1.5039229075218066,13.991791670112592
26,18.10654276561606,14.3351647084116,1.7266894382018088,16.152578012141806
27,26.46350748084882,20.913919533672917,2.083487389162704,23.092384855979056
28,27.351012656937616,20.83556043332212,2.366673184169359,23.65390569442774
29,27.739349983673392,21.072636691933237,2.318259714522044,23.768264460108814
30,20.100329266340584,15.500792576745685,1.6389403618242429,17.684881196416445
31,14.744802320991976,11.397126099134368,1.2450077302675633,12.995191162520332
32,17.721247610129893,13.40108902527335,1.5005539039502576,15.687927825744994
33,28.387535895016736,21.650905279136765,2.329557072425603,24.681064307492363
34,21.3228470738252,16.000202190194162,1.5358438231788492,18.615917572736645
35,54.209750062688464,39.92170954969509,5.794557897104173,47.868199873601725
36,37.83358517327913,29.06310455594935,2.692352155831441,33.072680199731735
37,18.27798868422604,14.836541156886447,1.375159632822848,16.129625217811572
38,37.84464195080332,30.40244354839892,2.741496677466342,33.31842712246205
39,36.651150807805365,27.91657434934516,6.299396024630969,31.884085097575674
40,30.39259485818831,22.55179606210946,5.976637386800605,25.935716309516327
41,60.91240741708098,47.05420894079168,8.516933264198755,54.230761551948895
42,23.867785874434787,18.13837362822226,2.5959966553385536,20.76884263009667
43,38.21518591507429,28.628332776181605,3.8429259544038135,33.44109265680289
44,12.328068835652283,9.284140530162526,1.2427478166142687,10.86814354965979
45,18.011441043625403,13.704860743730393,1.8137265539975709,15.664258668466504
46,27.51104653701524,19.276309479521448,2.398133155656312,22.570485319589
