,PSD1,PSD2,PSD3,PSD4
34,0.3083824270767191,155.6201774945827,39.16637105338781,71.02623971187205
35,0.2563553674834795,52.53719011300738,11.383988962012026,25.35889514530872
36,0.0980148815895631,28.840094845695507,9.468320010391253,28.726427022731382
37,0.0491516026528107,36.62564603130679,13.524252926096311,39.01007370379029
38,0.0438305583755108,90.93012258545134,25.779396738933706,47.22049491359226
39,0.083180262940435,106.24384822453663,30.159450130834,50.06184313950956
40,0.0325504853909957,80.72393908122504,16.685894179567345,39.81132053265407
41,0.0886635559959863,157.04507697115176,26.27438699721708,41.528330218390494
42,0.0533235183559272,142.26783228568453,22.04387261207729,28.53311642234661
43,0.031845817401475,74.3609370373782,9.751432307680398,39.825201160549945
44,0.0075193059563447,52.187779800862494,11.858690455670562,39.92497853169551
45,0.0167340844798055,53.30940292296109,13.595596404512657,26.52900434370281
46,0.003065019241157,99.51470162482364,9.46549165258571,17.197920719998425
47,0.0073275475734899,147.94084976120422,7.315327058026799,10.168597219613142
48,0.0059324998750852,151.96253282701468,5.206009664310607,8.958836221846296
49,0.0036026262797572,142.77843476726773,2.352858364151279,8.430825986121896
50,0.0074427645990482,183.3060622231413,0.9994648919676776,5.158497535250107
51,0.0028516658281141,181.24145051944413,0.5304157620922788,2.138359989147536
52,0.0049667878868731,73.14505409586775,0.5971655934950727,1.4023427026967168
53,0.002097446838535,46.70570193974129,0.8735896813519372,1.2521605384478145
54,0.0033729938401974,77.77260333713832,0.5360498311940909,1.007321275273535
55,0.001311724172319,66.92128034694022,0.2871934544602563,0.4786911935948089
56,0.0007448367826069,50.6723909202997,0.4952599157429471,0.5011949459551318
57,0.0128721056914785,36.03650753599316,0.6623127867631176,0.7226680612776857
66,0.0037393299648698,26.40087693402629,1.1808059092224967,1.129944296107732
67,0.0007823629888155,8.496173152130504,0.5066318405712574,0.9986340570616188
68,0.0002425181781742,4.315467605677353,0.1517392449269426,0.514351927675922
69,0.0002606969181347,3.0932638730039845,0.0878760375316911,0.2352122119276976
70,6.258755266977927e-05,2.1734254553880388,0.0823791556265746,0.1253367199702637
71,0.0001119786064867,1.757891145327223,0.0353226126856783,0.1190996355693518
72,3.182754182463522e-05,2.0487414103444985,0.0215205653861489,0.0961461169007503
73,1.6061962849148933e-05,1.154649144791428,0.016878154283765,0.0803689249851122
74,3.256622437340434e-05,0.3400343647947106,0.0372260702223267,0.0781864874421188
75,3.4809692456283656e-05,0.2113669713394919,0.0333659366652354,0.0723385253627386
76,1.7409083567905233e-05,0.2443942068212934,0.0158618133953539,0.0498236945630201
77,1.8440522948675343e-05,0.2100161738802791,0.0209578811447081,0.0444657732355239
78,7.861540299790998e-06,0.227894971822917,0.0223492807356973,0.0321396520508442
79,7.575138690523459e-07,0.1277547679588818,0.0127282413747266,0.0256806249015262
80,6.305234264395611e-06,0.0409829892507853,0.0064020950646355,0.0288283606586461
81,3.5651372327878083e-06,0.0132194317732601,0.0062985876477102,0.0199397963242048
82,4.2770476668772566e-06,0.0221149568321228,0.0053612230804973,0.0090385658281619
83,8.385988875986467e-07,0.0374524334197438,0.0023943426218196,0.0037047410358347
84,1.339975019956951e-06,0.0164537052681664,0.0010501448898333,0.0031299173578155
85,7.351268090656896e-07,0.0047593874640657,0.0006398361537679,0.0029330706110453
86,6.413396622331205e-07,0.0035483509488697,0.0003193719079059,0.0015472246564095
87,9.5702297421795e-07,0.0021929258667582,0.0003843136107106,0.0007909059069145
88,7.932727342956949e-07,0.0005968054934599,0.0003070726793076,0.0002719411063328
89,8.185984155186182e-07,0.0014483927464394,0.0004349707327609,0.0003893143714886
90,2.2095609207245477e-07,0.0023381798285024,0.0005534852677639,0.0009580392165751
91,3.371482562583061e-07,0.0018356054977677,0.0002860936374712,0.000771126247599
92,4.879419547284596e-07,0.0013054297334777,0.0001581498434644,0.0003036097051011
93,2.47323624128628e-07,0.000748894882707,9.023939513670762e-05,0.0001576930170153
94,6.774718151989332e-08,0.0004455950204692,6.736268829521678e-05,5.615440233902891e-05
95,3.244751550209552e-08,0.0002230275635798,7.896466254822043e-05,7.226798982118734e-05
96,2.92072971762954e-08,0.0001801954494197,5.85465554814402e-05,4.999003334131403e-05
97,2.086300851556416e-08,0.0001752329313765,4.130006207196444e-05,1.7949795713179948e-05
98,9.48538947840658e-09,0.0001377157890854,2.4111192369378222e-05,1.544750355829762e-05
99,5.322587635466406e-09,0.0001273741625589,1.4712551199070149e-05,1.199327261627215e-05
100,4.434281192289551e-09,0.0001098669929825,1.3889066028781482e-05,1.2622086362421306e-05
101,7.895125498284817e-09,9.905227407722756e-05,7.1911740913733865e-06,9.004756720603173e-06
102,3.449327447303036e-09,7.161382156069386e-05,7.060054341396208e-06,7.825080386862186e-06
103,8.292341828024977e-09,1.9596772022582785e-05,4.5931527516168455e-06,7.120723678976772e-06
104,3.2139376846800123e-09,8.887022882698811e-06,1.0277625490716822e-06,3.302985782549331e-06
105,4.489443418004702e-09,2.2065500336669383e-05,2.1524762754535664e-06,4.837774709577782e-06
106,4.060754486958967e-09,2.958341358257164e-05,2.1825484395258117e-06,3.0473074313158543e-06
107,2.144208803632361e-09,1.952749773541324e-05,1.079711656606226e-06,1.4476606130451823e-06
108,2.1796832692759328e-09,6.0866808941687205e-06,6.323734080157511e-07,7.203644025540291e-07
109,1.623114076295509e-09,3.064596290900076e-06,3.4733196604463653e-07,3.997929637242616e-07
110,8.086267591642326e-10,1.162890854168738e-06,2.955560755313298e-07,3.6505110039899595e-07
111,1.2081741456079303e-09,1.9409748021150474e-06,1.147916581217068e-07,2.0792433904490695e-07
112,6.09749930232351e-10,2.714601655819465e-06,8.544981009641719e-08,4.0288458020826406e-08
113,6.894742750365969e-10,1.6520549640335649e-06,3.5115548880212435e-08,1.0975652340942687e-07
114,4.1788827718954776e-10,4.133924325213589e-07,7.089018863504401e-09,4.1598046992337096e-08
115,5.183325571066112e-10,4.554821396397147e-07,2.1280219103779208e-08,4.16606034201345e-08
116,1.849448528286556e-10,2.39580505926339e-07,3.9304291139475594e-09,1.469733568812029e-08
117,2.2247723394414066e-10,1.5344439437919937e-07,4.087864815396596e-09,4.508483330303265e-09
118,1.4826509757932827e-10,1.077104461089734e-07,8.651525228418395e-09,1.1421323206135613e-08
119,8.367316109625157e-11,1.0244790902472617e-07,2.8838495272187982e-09,2.2408643209766533e-09
120,6.37745748264177e-11,8.200903335952229e-08,4.068153656382771e-09,2.861683995727317e-09
121,7.259301730565295e-11,3.3384802080048e-07,5.0036811236313175e-08,6.286051587325036e-08
