,Beta_C1,Beta_C2,Beta_C3,Beta_C4
10,1178.8330066461642,8493.23938604738,728.1197883262817,795.5042019605722
17,1954.531854625885,8296.592689850386,1238.7903036468724,1335.9234676289957
18,1416.96647111992,5552.027796078428,908.4762120555114,973.7911648468214
19,1618.8866487275486,5972.8196404516575,1059.3762478432238,1128.863042308289
20,2317.4084279469075,8004.336367715819,1484.34081739958,1590.693920133882
21,1359.5055972710554,4356.996554359125,871.8092106659103,931.413679606061
22,1210.1375792531678,3789.5214972490407,787.0310331356462,828.4991529543945
23,2273.7719698276965,6626.682160616359,1445.108193932681,1556.6911412355996
24,1857.607016337468,5054.763230209654,1206.394251981301,1263.6694254294555
26,2403.9467664677363,5934.881863280325,1561.7485832989191,1671.1974124326412
27,2347.0850709700494,5446.595485635879,1528.9739527244508,1621.1689885389228
28,2674.0959682495222,6356.020359068456,1760.1870107934133,1863.247816512192
29,3461.302073094192,8032.973794727809,2263.123760363415,2300.3590965312155
30,3157.5875400140176,6759.31508906223,2064.4248855662854,2110.309805366752
31,2435.638646178304,5066.523953288742,1610.5048479929187,1642.7931169162375
32,1437.5618345175665,2919.5234140899915,949.791718911259,961.8629897842108
33,1699.0490893258598,3330.221070013721,1126.4298177158537,1165.845544803454
34,3067.7781670757963,5756.844111705294,2001.8405768930947,2064.372077458665
35,2563.928712455211,4616.327416926836,1672.758187852353,1734.4152060297747
36,2846.1947780982487,4940.684503901438,1855.467160186049,1918.6066363557684
37,1433.8871720503548,2490.5022602395893,935.940487966116,955.2154896034692
40,2801.116277429362,4226.207902232829,1897.2608934764476,1791.0287855502584
41,2245.291630593135,3198.818648272621,1515.5313831572134,1442.2039708429288
42,2368.879565988766,3457.1669437890982,1595.4133597357034,1485.9748584196905
44,2969.082171576273,4123.610736553876,1998.3695938571109,1962.843923560641
45,2393.7214554904317,3216.886291129827,1613.3012922656787,1615.1844556704698
46,3393.8124910389715,4490.060330333252,2244.648088352388,2230.669183491969
47,1993.5400147470357,2553.987849944264,1322.7985709357747,1321.9894548211096
48,1744.8862828396907,2155.8898040260297,1160.936412252374,1157.9647470619525
50,1971.119802033912,2305.9516553710737,1290.0541833361603,1320.6672203119713
51,3037.064099930131,3661.3572004276703,1970.3312090843765,1990.775537826916
52,3598.259664053921,4339.96081321468,2216.7150619412278,2156.3331681662407
53,3193.6427699967007,3807.538773534544,1969.3837028834805,1907.4039058553917
54,2373.9781428337446,2745.4544891002424,1442.0876945428906,1424.7379145939517
55,3512.0900681676508,4087.4538314149177,2130.2359274665214,2120.2571206108314
56,3413.261859417934,3988.8347226346127,2051.098855933064,2052.485747157115
57,3545.2308539511178,4142.152800306151,2182.1420890278123,2115.5057031551705
58,3002.7763120632103,3477.95126283535,1788.0242240802108,1736.2072907242075
59,2682.2538600653497,3035.9438378205723,1618.8637201373156,1593.031863689475
60,5033.2788869429405,5720.796173276952,3001.402234262141,2882.087606314596
61,2762.457400933932,3105.4489896237224,1676.0914396532316,1619.1860362098
62,3312.604899217715,3671.0267532402863,1943.088819723985,1859.8796690876584
63,1822.786143047631,2056.96374020054,1077.665964079339,1046.129125427506
64,4535.304804717393,5096.686538799177,2669.377195353138,2586.2322580595837
65,2507.232252629391,2842.897436837835,1441.0130319139653,1405.2384092363716
66,2645.6512589504964,2974.473025533784,1563.3892134316968,1508.7093124669602
67,2929.216136106707,3329.2012410328207,1681.157209440299,1614.5170707718346
68,4300.067850793026,4831.085621533937,2448.187296970038,2378.4075216496976
69,2271.4499636729006,2539.8794856676,1307.2390433277071,1286.331588999631
70,2663.881270755014,2985.730831388382,1502.7499783238216,1474.493168641009
71,2780.877666876908,3111.441778517979,1571.4890334060494,1553.7113780133316
72,2703.4086929258046,2984.78052446528,1510.139212129488,1483.999076767728
73,1323.5491755709995,1496.5403183685112,747.1653494732765,736.7010449788664
74,2946.797122694503,3255.1399207423897,1620.9991012883331,1646.3810471091665
75,3274.8031625571048,3681.7755466355034,1954.475641607332,1853.9742324236283
77,2178.46558670257,2402.9226070488508,1313.299062073247,1269.3772193519285
78,2786.5109556423613,3076.620004358615,1657.2960447599758,1623.4257285753338
79,5024.269582122724,5579.292475800181,2980.228256859639,2877.1496987919595
80,2029.6451008824013,2238.396075711723,1221.9240824550288,1152.816746879187
81,3798.813296855887,4141.330003132693,2197.7431186953045,2172.588395869629
82,3699.829782830204,4008.512866391969,2318.082689207945,2163.5447688415525
83,3103.828529120012,3362.3217173606417,2007.127074381977,1826.1389244973568
84,4544.6840236344415,4984.187438862783,2769.289400912633,2554.472854900408
85,2884.9992648293965,3109.870175270756,1755.4715560981786,1605.2153040174192
86,1714.433199742381,1849.7326655961888,1036.449121724616,978.1078385994384
87,4406.180820627695,4859.83527703264,2587.615956885151,2409.850759359621
88,2972.742102683942,3247.7454047409647,1761.919802550708,1633.6888398566025
89,3501.0047126905965,3787.559266343541,2036.6138193515164,1927.870193834484
90,1867.075857155731,2015.770206160883,1086.726223695068,1002.2097188614902
91,1517.9685288751916,1644.598722462035,893.5495238621484,820.2461964743208
92,2965.643308582725,3199.544913561623,1705.2029009254145,1556.8239698970735
94,2588.159774410712,2742.931462807481,1021.87567551292,1190.677757933917
95,4459.166440211993,4948.172411398859,1631.533541611979,2196.771761119294
96,2874.0812086129554,3172.895705457033,1078.530568806462,1516.4483329824764
97,3300.76550490136,3554.112214761149,1188.956438934273,1688.2099515775074
98,2580.4227529034297,2803.549721066567,893.8376518852998,1269.9231703662492
99,2556.144169302526,2734.889948271988,849.661833647753,1269.0182561669496
100,2465.3646142071198,2657.4145987019488,838.2745400710794,1225.7558899631283
101,2511.2599702837583,2700.329955999074,818.7213655305309,1166.261513838795
102,5119.83124643199,5376.397969825402,1606.966249203519,2505.3853194064213
103,2617.635560806844,2833.611628814528,846.321995322264,1290.8833122403294
105,3707.813111107884,3963.7581305016975,1238.0550454563622,1857.878432383196
106,3258.107464244928,3519.9089365845903,1021.2342454042772,1632.630468484702
107,4019.253610744628,4278.054507281506,1242.5407042224413,2032.1757506294616
108,4223.244075371074,4559.119477576943,1238.362794178458,2074.2148937883026
109,1846.219443347151,1966.0864265815585,567.1612037879025,929.5255657566446
110,3650.404098794889,3842.708285391248,1030.9792790667564,1792.8611692139136
111,3943.7320534837327,4215.718153250761,1146.8814146711304,1872.6164622465376
112,2645.721722499829,2810.183969780171,808.9397945891249,1275.450242296958
113,4045.562818239592,4333.83869026629,1186.795728087977,1953.335062106445
114,2276.0473301271795,2471.3620414760703,616.69482617142,1107.8149485243432
115,5195.937872659381,5570.586468343678,1730.9175891064554,2276.292898603359
116,4364.016388338974,4618.2463603028245,1542.0963258934182,2102.584267530071
117,3596.7986242049487,3803.78835274902,1168.5284102232952,1704.2343057409887
118,3083.206181098285,3268.734154218854,1086.0844062543074,1304.5256703417751
119,4639.058160913256,4945.98352772146,1487.890373675914,1988.7056313500805
120,3892.74354781395,4029.1677963258094,1113.310147550966,1739.3264128552794
121,3466.1811558262957,3648.6917053482734,990.47128228982,1633.5867868304338
122,5455.7714881167485,5756.210228582667,1592.2177931289195,2601.856287068837
123,1676.0935710531262,1746.1106729177964,498.2473110875047,784.1896311894111
124,1818.6821999093029,1954.057504135482,517.017057117341,817.9733344401604
125,2788.33982374712,2955.083556114589,816.7937647453875,1276.4830858530102
126,2670.3166916562504,2811.1375190654912,760.6931298146152,1195.9580320508617
127,5470.94128575915,5813.3072068602,1593.5086418470132,2464.3676033510737
129,2987.2345522561327,3154.0931156638303,784.799912275802,1303.2453194884456
130,3422.018357466523,3668.708009406697,915.810066684571,1520.1087413148807
131,3051.111036517236,3235.082901848961,813.8195102832188,1311.5599286337908
132,2989.533133312004,3163.137750561486,794.4941148910838,1291.0017700934038
133,3176.07573879185,3342.6465477604183,828.4675563410082,1344.0458354682507
134,2685.197764384965,2809.8237594996717,635.0166267734742,1072.8753524815138
135,4164.884234538175,4379.361597963702,1051.5926148167148,1712.9206440598628
136,3889.808752243816,4090.6832434485978,1017.0086929787838,1641.693016859041
137,1715.7144328238296,1771.3280639366442,457.4843576278305,707.3001549320481
138,2531.5272065517693,2661.636716016389,644.9383367303071,1024.0780308308415
139,4017.2880528681926,4270.8071048188585,989.4534093931208,1609.178864921366
140,1819.775903649659,1926.75606483076,465.15254919099766,733.3005316709153
141,2164.93889864632,2295.4774301098782,542.5750592600524,852.2566371828832
142,5187.350887515821,5461.836904714334,1378.0750883812584,2135.762979114269
143,2856.971570855213,3015.5859704034588,774.3666628634898,1161.642226410082
144,1855.850450344816,1940.7661416930289,499.5888362061211,774.9613825932773
145,5219.719097769715,5462.512551611569,1398.7391502716764,2188.2430431466705
146,3734.969659086505,3899.205795463696,1885.5866494270956,1445.237654676619
147,1525.3978685298337,1592.0337718505496,905.5250231877448,537.4596424312518
149,6385.606321554957,6664.453267692081,2594.5080264908697,3066.1912351011592
151,4756.167365557523,4999.169557043408,1901.862631224388,1850.9208664178532
153,1993.4031434843355,2094.499011794077,742.4538471740032,746.2374271765998
154,3128.5351573209823,3264.189844075069,1164.207533107102,1150.1489796375115
155,2012.2496579156184,2105.752121054747,744.4504112980173,714.6055766602824
156,5995.019183883809,6342.904460290984,2202.370613894208,2164.761524500051
159,4805.659369223437,5007.152856475154,1949.0091237781796,1717.5791531476373
160,4662.584720872731,4903.163927576593,1857.5814140852904,1609.9762174478578
161,1120.9267815458848,1166.118518537357,461.9562001494059,386.8588736291371
