,Delta_C1,Delta_C2,Delta_C3,Delta_C4
2,1518.439488721816,42928.800002171934,352.7408763778392,177.17456085257237
3,2407.7256033739623,9504.688263638263,163.4273492788407,54.2597630714149
4,2912.4236867210734,17633.712691758526,215.49466260189217,276.92971245647726
5,2211.1695145298268,41470.28817689668,1008.0106698489458,1556.6958128512626
6,2768.951476840852,14898.69888068667,1162.6855390774715,1826.163015558833
7,3548.065956992952,9627.790090687253,1466.9539120291993,2334.592546741317
8,3359.288940119249,3804.117475750904,2531.640502930589,3666.3707019944254
9,4061.4561426930495,4765.109055070838,3164.0171315236294,4562.703971149503
10,4296.88754057224,6962.772466259101,4963.786203073534,6573.710399428783
11,5235.414032614238,6259.1133186023135,5629.268834246249,7407.456190799229
12,6710.94211328372,8229.253015636074,5826.823879531525,7682.705793537434
13,7355.338842181813,7426.638484939823,7081.333442351983,9357.760875082942
14,9212.705303119834,11190.917879142977,8487.042902669737,10708.16455246185
17,28267.2495970665,121073.86930750756,27959.206135782213,28698.11527406661
18,22406.75438905978,52660.25675642065,14682.11677746364,17279.614649081563
19,19589.132482352925,46298.47831167993,23822.308097839446,26834.669884923034
20,16543.719091403407,18483.70961708336,20487.722340179043,24083.234213410444
21,20848.233370551938,26170.84400514269,19523.712313577824,23250.453573082134
22,21589.04934413221,25253.28855730604,23215.79094855545,27295.67239672241
23,35559.88568495271,59470.46049386609,21712.328840689774,25057.462369724275
24,24944.54602462685,30263.97632048897,32578.66447028145,36831.067565204896
25,53265.42789743496,106502.86764347348,35813.00887863448,38291.453496233786
26,33820.06572606022,46280.67988103844,35936.95130149024,40381.04118734362
27,30853.46934660858,30897.81541688587,33053.2491326708,38465.32425240476
28,32831.42117818064,32872.289003308135,36197.54678973086,41684.73854822989
29,37787.39563148375,42454.34140690226,38801.93273420329,44496.69096072626
30,31045.17666631338,35071.72474136078,35692.12286229247,41153.213395277184
31,43280.72135661222,41870.79412750615,42602.41772338601,49455.72656790019
32,77767.45494687255,120962.97675084228,71928.15889134648,76571.47140854064
33,48028.53473021931,47820.96683878452,48574.01559796289,55792.48666434638
34,52078.4661677948,53410.841389173474,49477.5711596898,56923.07209411983
35,55598.72975847625,54384.32489877441,54939.37246016984,62226.88379924309
36,57142.0422040009,60069.36254998133,58975.31170508664,66713.13602241415
37,56515.53638223353,59100.58110307501,80166.93534676373,87960.45513679308
38,76868.42652850579,79978.21172556745,93218.4073760057,97810.1149958721
39,58901.954128508245,89127.93255024328,100184.66692987716,111523.897951363
40,69213.34359581168,75608.4392730814,74066.94970932353,81855.95031506171
41,77278.47286538738,79508.5506739912,72741.18246406905,80724.0795587609
42,77031.81727635376,76495.90913529607,81048.64005238068,88806.79833353095
43,91864.44908082804,105458.9511425704,170890.4161616742,170343.79573844932
44,82379.49502195978,83280.35252441077,89994.667822955,97848.15903665626
45,90133.35837064464,91879.5732275396,88068.10468908146,95964.13933251592
46,93564.55967796114,94125.70022601458,95975.0031419392,103867.68828662104
47,95589.21095177876,98307.3392216824,98413.43933861256,106591.94507496333
48,99868.81879085136,100139.75236621167,102390.04079008815,111153.38753658724
49,104002.94153366504,101332.62630334942,106740.20534065664,115676.79220504795
50,111443.1711967362,109582.8104901422,107450.85696537164,116512.03042289113
51,113051.84019552606,111627.90795295678,115373.38518896216,124636.1672783006
52,117763.87265088117,118635.041784756,118869.59662297108,130389.7277818628
53,128407.57821804886,127347.4643787416,116891.43169122716,128607.73552603138
54,128958.4918677155,127673.7559650036,124931.91371499692,136979.05384294598
55,138463.18743974864,136522.53985947315,125598.9746658004,137393.61377896293
56,134400.13582533543,130675.8017969086,138178.5203679023,150668.469118639
57,144657.9983859943,142968.20982333805,137633.13279528843,149682.34191743223
58,148363.6047318152,145837.9794146482,144922.55770842996,157749.09602766432
59,153172.50737931262,151714.40362320194,149657.86536627632,162055.1243090002
60,159012.71713103814,155776.44109318577,154254.76287983783,166685.3742797418
