Datetime,valueACC
2024-10-09 12:46:11.102510,"[-14, -1, 60]"
2024-10-09 12:46:11.133760,"[-18, -2, 62]"
2024-10-09 12:46:11.165010,"[-18, -3, 60]"
2024-10-09 12:46:11.196260,"[-15, -1, 60]"
2024-10-09 12:46:11.227510,"[-12, -1, 61]"
2024-10-09 12:46:11.258760,"[-15, -2, 59]"
2024-10-09 12:46:11.290010,"[-19, -3, 59]"
2024-10-09 12:46:11.321270,"[-19, -3, 62]"
2024-10-09 12:46:11.352520,"[-15, -2, 60]"
2024-10-09 12:46:11.383770,"[-16, -3, 60]"
2024-10-09 12:46:11.415020,"[-18, -3, 61]"
2024-10-09 12:46:11.446270,"[-17, -3, 60]"
2024-10-09 12:46:11.477520,"[-17, -3, 60]"
2024-10-09 12:46:11.508770,"[-17, -3, 59]"
2024-10-09 12:46:11.540030,"[-18, -2, 59]"
2024-10-09 12:46:11.571280,"[-18, -2, 62]"
2024-10-09 12:46:11.602530,"[-16, -3, 60]"
2024-10-09 12:46:11.633780,"[-16, -3, 60]"
2024-10-09 12:46:11.665030,"[-18, -4, 60]"
2024-10-09 12:46:11.696280,"[-20, -3, 59]"
2024-10-09 12:46:11.727530,"[-18, -2, 60]"
2024-10-09 12:46:11.758790,"[-18, -3, 61]"
2024-10-09 12:46:11.790040,"[-17, -3, 60]"
2024-10-09 12:46:11.821290,"[-18, -3, 60]"
2024-10-09 12:46:11.852540,"[-19, -3, 62]"
2024-10-09 12:46:11.883790,"[-19, -3, 60]"
2024-10-09 12:46:11.915040,"[-19, -3, 60]"
2024-10-09 12:46:11.946300,"[-18, -3, 60]"
2024-10-09 12:46:11.977550,"[-19, -3, 61]"
2024-10-09 12:46:12.008800,"[-18, -3, 58]"
2024-10-09 12:46:12.040050,"[-19, -2, 60]"
2024-10-09 12:46:12.071300,"[-20, -4, 62]"
2024-10-09 12:46:12.102550,"[-19, -3, 58]"
2024-10-09 12:46:12.133800,"[-16, -2, 60]"
2024-10-09 12:46:12.165060,"[-18, -3, 60]"
2024-10-09 12:46:12.196310,"[-20, -3, 59]"
2024-10-09 12:46:12.227560,"[-16, -3, 60]"
2024-10-09 12:46:12.258810,"[-15, -3, 61]"
2024-10-09 12:46:12.290060,"[-20, -4, 59]"
2024-10-09 12:46:12.321310,"[-20, -3, 60]"
2024-10-09 12:46:12.352560,"[-17, -3, 62]"
2024-10-09 12:46:12.383820,"[-17, -4, 60]"
2024-10-09 12:46:12.415070,"[-21, -3, 60]"
2024-10-09 12:46:12.446320,"[-19, -2, 60]"
2024-10-09 12:46:12.477570,"[-17, -4, 64]"
2024-10-09 12:46:12.508820,"[-21, -5, 56]"
2024-10-09 12:46:12.540070,"[-16, 0, 61]"
2024-10-09 12:46:12.571320,"[-15, -5, 65]"
2024-10-09 12:46:12.602580,"[-18, -5, 60]"
2024-10-09 12:46:12.633830,"[-21, -3, 56]"
2024-10-09 12:46:12.665080,"[-17, -2, 60]"
2024-10-09 12:46:12.696330,"[-18, -3, 62]"
2024-10-09 12:46:12.727580,"[-17, -4, 60]"
2024-10-09 12:46:12.758830,"[-17, -4, 61]"
2024-10-09 12:46:12.790080,"[-20, -4, 59]"
2024-10-09 12:46:12.821340,"[-19, -2, 60]"
2024-10-09 12:46:12.852590,"[-16, -2, 62]"
2024-10-09 12:46:12.883840,"[-17, -5, 60]"
2024-10-09 12:46:12.915090,"[-21, -4, 59]"
2024-10-09 12:46:12.946340,"[-19, -3, 59]"
2024-10-09 12:46:12.977590,"[-16, -3, 61]"
2024-10-09 12:46:13.008840,"[-20, -4, 59]"
2024-10-09 12:46:13.040100,"[-20, -3, 59]"
2024-10-09 12:46:13.071350,"[-16, -2, 61]"
2024-10-09 12:46:13.102600,"[-16, -3, 61]"
2024-10-09 12:46:13.133850,"[-20, -4, 59]"
2024-10-09 12:46:13.165100,"[-18, -3, 60]"
2024-10-09 12:46:13.196350,"[-17, -3, 61]"
2024-10-09 12:46:13.227600,"[-19, -3, 59]"
2024-10-09 12:46:13.258860,"[-18, -2, 59]"
2024-10-09 12:46:13.290110,"[-16, -3, 62]"
2024-10-09 12:46:13.321360,"[-19, -4, 61]"
2024-10-09 12:46:13.352610,"[-20, -3, 59]"
2024-10-09 12:46:13.383860,"[-17, -3, 61]"
2024-10-09 12:46:13.415110,"[-17, -3, 61]"
2024-10-09 12:46:13.446360,"[-18, -3, 59]"
2024-10-09 12:46:13.477620,"[-18, -3, 60]"
2024-10-09 12:46:13.508870,"[-19, -3, 60]"
2024-10-09 12:46:13.540120,"[-19, -3, 59]"
2024-10-09 12:46:13.571370,"[-18, -3, 59]"
2024-10-09 12:46:13.602620,"[-17, -3, 60]"
2024-10-09 12:46:13.633870,"[-19, -4, 61]"
2024-10-09 12:46:13.665120,"[-19, -3, 60]"
2024-10-09 12:46:13.696380,"[-17, -3, 61]"
2024-10-09 12:46:13.727630,"[-16, -3, 61]"
2024-10-09 12:46:13.758880,"[-20, -4, 60]"
2024-10-09 12:46:13.790130,"[-20, -3, 60]"
2024-10-09 12:46:13.821380,"[-18, -3, 60]"
2024-10-09 12:46:13.852630,"[-17, -3, 60]"
2024-10-09 12:46:13.883880,"[-18, -3, 61]"
2024-10-09 12:46:13.915140,"[-20, -3, 61]"
2024-10-09 12:46:13.946390,"[-19, -3, 60]"
2024-10-09 12:46:13.977640,"[-17, -3, 60]"
2024-10-09 12:46:14.008890,"[-18, -3, 60]"
2024-10-09 12:46:14.040140,"[-19, -3, 60]"
2024-10-09 12:46:14.071390,"[-19, -3, 60]"
2024-10-09 12:46:14.102640,"[-17, -3, 59]"
2024-10-09 12:46:14.133900,"[-18, -3, 61]"
2024-10-09 12:46:14.165150,"[-19, -3, 61]"
2024-10-09 12:46:14.196400,"[-19, -3, 60]"
2024-10-09 12:46:14.227650,"[-18, -3, 60]"
2024-10-09 12:46:14.258900,"[-18, -3, 61]"
2024-10-09 12:46:14.290150,"[-18, -3, 60]"
2024-10-09 12:46:14.321400,"[-19, -3, 61]"
2024-10-09 12:46:14.352660,"[-18, -3, 60]"
2024-10-09 12:46:14.383910,"[-18, -3, 60]"
2024-10-09 12:46:14.415160,"[-19, -3, 60]"
2024-10-09 12:46:14.446410,"[-18, -3, 60]"
2024-10-09 12:46:14.477660,"[-18, -3, 60]"
2024-10-09 12:46:14.508910,"[-19, -3, 60]"
2024-10-09 12:46:14.540170,"[-18, -3, 60]"
2024-10-09 12:46:14.571420,"[-18, -3, 60]"
2024-10-09 12:46:14.602670,"[-18, -3, 60]"
2024-10-09 12:46:14.633920,"[-18, -3, 60]"
2024-10-09 12:46:14.665170,"[-18, -3, 60]"
2024-10-09 12:46:14.696420,"[-18, -3, 60]"
2024-10-09 12:46:14.727670,"[-18, -3, 61]"
2024-10-09 12:46:14.758930,"[-18, -3, 60]"
2024-10-09 12:46:14.790180,"[-19, -3, 62]"
2024-10-09 12:46:14.821430,"[-18, -3, 57]"
2024-10-09 12:46:14.852680,"[-17, -3, 59]"
2024-10-09 12:46:14.883930,"[-17, -3, 62]"
2024-10-09 12:46:14.915180,"[-21, -3, 59]"
2024-10-09 12:46:14.946430,"[-18, -3, 59]"
2024-10-09 12:46:14.977690,"[-18, -3, 61]"
2024-10-09 12:46:15.008940,"[-18, -3, 59]"
2024-10-09 12:46:15.040190,"[-18, -3, 59]"
2024-10-09 12:46:15.071440,"[-18, -3, 61]"
2024-10-09 12:46:15.102690,"[-18, -4, 60]"
2024-10-09 12:46:15.133940,"[-18, -3, 61]"
2024-10-09 12:46:15.165190,"[-18, -3, 61]"
2024-10-09 12:46:15.196450,"[-18, -3, 60]"
2024-10-09 12:46:15.227700,"[-18, -3, 61]"
2024-10-09 12:46:15.258950,"[-17, -3, 61]"
2024-10-09 12:46:15.290200,"[-18, -4, 60]"
2024-10-09 12:46:15.321450,"[-18, -3, 60]"
2024-10-09 12:46:15.352700,"[-18, -3, 61]"
2024-10-09 12:46:15.383950,"[-17, -3, 60]"
2024-10-09 12:46:15.415210,"[-18, -3, 60]"
2024-10-09 12:46:15.446460,"[-18, -3, 60]"
2024-10-09 12:46:15.477710,"[-17, -3, 60]"
2024-10-09 12:46:15.508960,"[-18, -3, 61]"
2024-10-09 12:46:15.540210,"[-18, -3, 61]"
2024-10-09 12:46:15.571460,"[-18, -3, 60]"
2024-10-09 12:46:15.602710,"[-18, -3, 61]"
2024-10-09 12:46:15.633970,"[-18, -3, 61]"
2024-10-09 12:46:15.665220,"[-18, -3, 60]"
2024-10-09 12:46:15.696470,"[-19, -3, 60]"
2024-10-09 12:46:15.727720,"[-18, -3, 60]"
2024-10-09 12:46:15.758970,"[-18, -3, 61]"
2024-10-09 12:46:15.790220,"[-18, -3, 61]"
2024-10-09 12:46:15.821470,"[-19, -3, 60]"
2024-10-09 12:46:15.852730,"[-18, -3, 60]"
2024-10-09 12:46:15.883980,"[-18, -3, 61]"
2024-10-09 12:46:15.915230,"[-18, -3, 60]"
2024-10-09 12:46:15.946480,"[-18, -3, 60]"
2024-10-09 12:46:15.977730,"[-18, -3, 60]"
2024-10-09 12:46:16.008980,"[-18, -3, 59]"
2024-10-09 12:46:16.040230,"[-19, -3, 61]"
2024-10-09 12:46:16.071490,"[-18, -3, 61]"
2024-10-09 12:46:16.102740,"[-18, -3, 59]"
2024-10-09 12:46:16.133990,"[-19, -2, 60]"
2024-10-09 12:46:16.165240,"[-20, -3, 61]"
