Datetime,valueACC
2024-10-10 13:09:26.544940,"[-54, 28, 21]"
2024-10-10 13:09:26.576190,"[-54, 28, 21]"
2024-10-10 13:09:26.607450,"[-54, 28, 21]"
2024-10-10 13:09:26.638700,"[-54, 28, 21]"
2024-10-10 13:09:26.669950,"[-54, 28, 21]"
2024-10-10 13:09:26.701200,"[-55, 28, 21]"
2024-10-10 13:09:26.732450,"[-55, 28, 21]"
2024-10-10 13:09:26.763700,"[-54, 28, 21]"
2024-10-10 13:09:26.794950,"[-55, 28, 21]"
2024-10-10 13:09:26.826210,"[-55, 28, 21]"
2024-10-10 13:09:26.857460,"[-54, 28, 21]"
2024-10-10 13:09:26.888710,"[-54, 28, 21]"
2024-10-10 13:09:26.919960,"[-54, 28, 21]"
2024-10-10 13:09:26.951210,"[-54, 28, 21]"
2024-10-10 13:09:26.982460,"[-54, 28, 21]"
2024-10-10 13:09:27.013710,"[-54, 28, 21]"
2024-10-10 13:09:27.044970,"[-54, 28, 21]"
2024-10-10 13:09:27.076220,"[-54, 28, 21]"
2024-10-10 13:09:27.107470,"[-54, 28, 21]"
2024-10-10 13:09:27.138720,"[-54, 28, 21]"
2024-10-10 13:09:27.169970,"[-54, 28, 21]"
2024-10-10 13:09:27.201220,"[-54, 28, 21]"
2024-10-10 13:09:27.232480,"[-54, 28, 21]"
2024-10-10 13:09:27.263730,"[-54, 28, 21]"
2024-10-10 13:09:27.294980,"[-54, 28, 21]"
2024-10-10 13:09:27.326230,"[-55, 28, 21]"
2024-10-10 13:09:27.357480,"[-55, 28, 21]"
2024-10-10 13:09:27.388730,"[-54, 28, 21]"
2024-10-10 13:09:27.419980,"[-54, 28, 21]"
2024-10-10 13:09:27.451240,"[-55, 28, 20]"
2024-10-10 13:09:27.482490,"[-55, 28, 21]"
2024-10-10 13:09:27.513740,"[-54, 28, 21]"
2024-10-10 13:09:27.544990,"[-54, 28, 21]"
2024-10-10 13:09:27.576240,"[-54, 28, 21]"
2024-10-10 13:09:27.607490,"[-54, 28, 21]"
2024-10-10 13:09:27.638740,"[-54, 28, 21]"
2024-10-10 13:09:27.670000,"[-54, 28, 21]"
2024-10-10 13:09:27.701250,"[-54, 28, 21]"
2024-10-10 13:09:27.732500,"[-54, 28, 21]"
2024-10-10 13:09:27.763750,"[-54, 28, 21]"
2024-10-10 13:09:27.795000,"[-54, 28, 21]"
2024-10-10 13:09:27.826250,"[-55, 28, 21]"
2024-10-10 13:09:27.857500,"[-54, 28, 21]"
2024-10-10 13:09:27.888760,"[-54, 28, 21]"
2024-10-10 13:09:27.920010,"[-54, 28, 21]"
2024-10-10 13:09:27.951260,"[-54, 28, 21]"
2024-10-10 13:09:27.982510,"[-54, 28, 21]"
2024-10-10 13:09:28.013760,"[-54, 28, 21]"
2024-10-10 13:09:28.045010,"[-54, 28, 21]"
2024-10-10 13:09:28.076260,"[-54, 28, 21]"
2024-10-10 13:09:28.107520,"[-54, 28, 21]"
2024-10-10 13:09:28.138770,"[-54, 28, 21]"
2024-10-10 13:09:28.170020,"[-54, 28, 21]"
2024-10-10 13:09:28.201270,"[-55, 28, 21]"
2024-10-10 13:09:28.232520,"[-54, 28, 21]"
2024-10-10 13:09:28.263770,"[-54, 28, 21]"
2024-10-10 13:09:28.295020,"[-54, 28, 21]"
2024-10-10 13:09:28.326280,"[-55, 28, 21]"
2024-10-10 13:09:28.357530,"[-54, 28, 21]"
2024-10-10 13:09:28.388780,"[-54, 28, 21]"
2024-10-10 13:09:28.420030,"[-54, 28, 20]"
