Datetime,valueIBI
2024-10-10 13:09:24.843960,0.7344089
2024-10-10 13:09:28.719140,0.8281634
2024-10-10 13:09:29.562930,0.843789
2024-10-10 13:09:30.422350,0.8594148
2024-10-10 13:09:31.234890,0.8125377
2024-10-10 13:09:32.063050,0.8281634
2024-10-10 13:09:32.938090,0.8750405
2024-10-10 13:09:33.797500,0.8594148
2024-10-10 13:09:34.641290,0.843789
2024-10-10 13:09:35.438210,0.7969117
2024-10-10 13:09:36.250740,0.8125377
2024-10-10 13:09:37.047650,0.796912
2024-10-10 13:09:37.938320,0.8906662
2024-10-10 13:09:38.782110,0.843789
2024-10-10 13:09:39.657150,0.8750405
2024-10-10 13:09:40.500940,0.843789
2024-10-10 13:09:41.391610,0.8906662
2024-10-10 13:09:42.188520,0.796912
2024-10-10 13:09:42.985430,0.7969117
2024-10-10 13:09:43.829220,0.843789
2024-10-10 13:09:44.704260,0.8750405
2024-10-10 13:09:45.516800,0.8125377
2024-10-10 13:09:46.344960,0.8281634
2024-10-10 13:09:47.173120,0.8281634
2024-10-10 13:09:48.016910,0.843789
2024-10-10 13:09:48.751320,0.7344089
2024-10-10 13:09:49.391980,0.6406548
2024-10-10 13:09:50.110760,0.7187831
2024-10-10 13:09:50.860790,0.7500348
2024-10-10 13:09:51.688960,0.8281634
2024-10-10 13:09:52.517120,0.8281634
2024-10-10 13:09:53.360910,0.843789
2024-10-10 13:09:54.235950,0.8750405
2024-10-10 13:09:55.126620,0.8906662
2024-10-10 13:09:55.970410,0.843789
2024-10-10 13:09:56.782940,0.8125377
2024-10-10 13:09:57.548600,0.7656602
2024-10-10 13:09:58.329890,0.7812862
2024-10-10 13:09:58.970550,0.6406548
2024-10-10 13:09:59.626830,0.6562803
2024-10-10 13:10:00.361230,0.7344091
2024-10-10 13:10:01.173770,0.8125374
2024-10-10 13:10:02.017560,0.843789
2024-10-10 13:10:02.876980,0.8594148
2024-10-10 13:10:03.767640,0.8906662
2024-10-10 13:10:04.689560,0.9219177
