Datetime,valueTemp
2024-10-10 13:09:25.100550,30.67
2024-10-10 13:09:27.100650,30.67
2024-10-10 13:09:27.600670,30.67
2024-10-10 13:09:29.100740,30.67
2024-10-10 13:09:31.100830,30.67
2024-10-10 13:09:33.100920,30.67
2024-10-10 13:09:35.101020,30.67
2024-10-10 13:09:37.101110,30.67
2024-10-10 13:09:39.101200,30.67
2024-10-10 13:09:41.101290,30.67
2024-10-10 13:09:43.101390,30.67
2024-10-10 13:09:45.101480,30.67
2024-10-10 13:09:47.101570,30.67
2024-10-10 13:09:49.101660,30.67
2024-10-10 13:09:51.101760,30.67
2024-10-10 13:09:53.101850,30.67
2024-10-10 13:09:55.101940,30.67
2024-10-10 13:09:57.102030,30.67
2024-10-10 13:09:59.102130,30.67
2024-10-10 13:10:01.102220,30.67
2024-10-10 13:10:03.102310,30.67
2024-10-10 13:10:05.102400,30.67
2024-10-10 13:10:07.102500,30.67
2024-10-10 13:10:09.102590,30.67
2024-10-10 13:10:11.102680,30.67
2024-10-10 13:10:13.102780,30.67
2024-10-10 13:10:15.102870,30.67
2024-10-10 13:10:17.102960,30.67
2024-10-10 13:10:19.103050,30.67
2024-10-10 13:10:21.103150,30.67
2024-10-10 13:10:23.103240,30.67
2024-10-10 13:10:25.103330,30.67
2024-10-10 13:10:27.103420,30.67
2024-10-10 13:10:29.103520,30.67
2024-10-10 13:10:31.103610,30.67
2024-10-10 13:10:33.103700,30.67
2024-10-10 13:10:35.103790,30.67
2024-10-10 13:10:37.103890,30.67
2024-10-10 13:10:39.103980,30.67
2024-10-10 13:10:41.104070,30.67
2024-10-10 13:10:43.104160,30.67
2024-10-10 13:10:45.104260,30.67
2024-10-10 13:10:47.104350,30.67
2024-10-10 13:10:49.104440,30.67
2024-10-10 13:10:51.104530,30.67
2024-10-10 13:10:53.104630,30.67
2024-10-10 13:10:55.104720,30.67
2024-10-10 13:10:57.104810,30.67
2024-10-10 13:10:59.104900,30.67
2024-10-10 13:11:01.105000,30.67
2024-10-10 13:11:03.105090,30.67
2024-10-10 13:11:05.105180,30.67
2024-10-10 13:11:07.105280,30.67
2024-10-10 13:11:09.105370,30.67
2024-10-10 13:11:11.105460,30.67
2024-10-10 13:11:13.105550,30.67
