,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,1647.774630754394,14941.509710275912,10252.94724452136,6817.756910997924
1,462.371947742443,378.8016788353991,453.258366095152,2183.374820384146
2,1475.4733959757757,1866.75319248591,1124.5757858314976,2472.820811671897
3,1660.7738627847805,1688.8375359261297,1614.2917538771069,1785.0385946362178
4,991.3090664914932,920.6249389295152,1851.484151949516,704.9073520949261
5,1573.1884017627294,2122.2268584895605,2205.2729648535696,688.7286874566812
6,1745.0939219547406,1735.9438837462671,1725.0725037424768,487.804525680799
7,2230.5869397863044,2170.7303791107206,3084.382013276628,528.1336946352995
8,2870.164808402736,3188.8581153381056,3455.059102644664,343.4745396418464
9,3645.480570368341,4030.944795268373,3737.258972190317,1268.5679789588462
10,3987.464841452535,4113.465891539936,4802.994706862095,297.96206600765584
11,6143.525604777716,6336.797641273498,7515.253178967201,769.0228378567357
12,5964.432777921785,6107.65457552717,9408.027998897816,1291.5525062040726
13,7447.316772968106,7500.432501603618,5955.31489043508,1586.596857877155
14,7183.278374669886,7461.377000065348,7668.285241493677,1969.8402669419163
15,8849.527710523447,9610.065161541555,9066.265618018564,2834.374816702861
16,8965.763115244368,9042.256741326377,10514.239716056494,3392.0590331834355
17,9765.813553606573,10030.822904468743,11121.81717378954,4374.298254370973
18,11697.562704240305,12207.731681101122,13096.839852010966,4822.954179315139
19,12890.002820621658,13344.18270613853,14541.251354105922,5575.68111115415
20,13151.775029828945,13435.220777185094,13956.017888222354,7511.219259081963
21,15841.18685089372,16316.165645236322,17418.402097003862,7957.520558924672
22,16825.19745621391,17056.957048553188,17583.301230057772,9212.98611302097
23,24120.89517796169,23326.782869533225,25773.285732176457,13904.251763765486
24,20225.814062763777,20587.068268063835,20656.613783796387,11695.61171516526
25,23438.532250503893,10183.75823308406,29949.74154992264,11919.111900732762
26,27102.213454917845,14642.432736352244,23240.43076965241,14667.190761745682
27,24593.823799754264,29334.27590631356,24952.99986457101,17169.14773115939
28,25217.78824330318,29270.34386848868,26611.89243833872,19475.394829966157
29,27103.526840405048,30538.7241664575,25817.98683209335,21093.13457389328
30,30107.745916932254,33695.093312292345,29627.494788094617,22202.260114810528
31,30431.783322490835,32338.69367736714,30971.47923613734,25706.917923195637
32,33668.99729235246,35207.811731227855,35587.28286099269,27341.618600278736
33,35571.11137136463,37498.71479920218,36326.587816612926,28772.83374461653
34,37133.016566770246,39078.18937688338,36036.76799210246,31870.33641705102
35,38228.23941847976,38849.76857826707,40188.72358814187,35172.32984613542
36,37900.10600316078,39722.83490661742,43674.2215956503,39997.29972527016
37,43501.30450845576,44419.341818206274,45604.11137072993,39375.982752116
38,47760.66610617029,48215.94857058267,49164.19161954584,40504.75118119641
39,49199.974581900926,50315.16300183677,53055.98997937997,43623.27158496044
40,53228.135977441285,54870.86486854234,53923.02130510175,45045.51371820949
41,54545.14896511456,56646.21326332174,55706.78656170603,49050.097070959
42,54889.19367542231,56442.783588098,58292.9205824583,54029.35467668679
43,65336.83084510148,68270.71886040272,69528.66356296737,50228.51953762966
44,61662.1778639803,63269.19759653909,62273.05700385555,58187.28282607519
45,67243.87226152865,68872.3167669687,65206.79819714016,59308.95480817404
46,67294.98082665856,68153.04703227612,69947.29232701278,64526.85320537891
47,58207.295788120624,59519.2028955547,58292.9167249831,52630.134938291536
48,74800.10156216627,76012.43139835406,78371.69371524172,71218.35262365353
49,79769.2920228327,82724.01598216314,79540.81116148854,72522.06606567491
50,80047.52917671416,80447.39743034664,82690.37870516272,78838.13617911075
51,84461.21701642299,85615.98861903978,87234.40154101342,81312.62989130964
52,91234.70572183096,93227.60729770924,88432.15560039443,81182.20822994057
53,92218.16898260765,94160.77972507518,92561.05429852368,86415.09772211433
54,92899.2665858789,95241.42714875488,96684.01192521352,92958.21866698151
55,99130.0555441964,102034.81107545282,102460.21276198434,94044.10852281233
56,102624.13576577712,104503.83180101762,102754.97519519534,97441.59871948852
57,107110.01823965069,107563.4852561426,105539.36337840358,100915.98979898568
58,108368.6443792072,109732.5622295346,110311.81988081212,106898.96476450784
59,113429.06181200364,115412.9104902512,116684.3985417164,110194.96230966585
60,116935.83332262524,117967.01034941211,118021.47513236364,113976.58550295638
61,120682.6696340742,121618.84152503592,122142.36249907046,118471.26011889448
62,124992.51024227592,126537.11872062008,127744.44758188282,122029.3473987604
63,129427.7605900078,131520.290978167,114684.15841739044,123713.2624814327
64,134719.0459138188,135826.7657471284,137156.0700393054,127992.28384700096
65,136393.6039260687,138717.00297876244,140618.95175967237,139176.79128650567
66,93654.899740145,94987.9531300448,95349.64406004024,95005.0380063526
67,147127.49787275313,145835.08416829517,149492.8530787825,145860.40509804807
68,150457.67114018314,149531.03190701903,153938.68122843315,152465.47670147553
69,155980.61275738358,158763.66367776084,158256.01365259514,156038.13741300072
70,162197.83694738746,165247.54954419885,168218.60401249974,160858.17748836035
72,167683.23669917503,169951.718779103,170557.49119102352,174778.81246600283
73,178375.55445613244,179904.94601649774,177526.81495652956,171159.57285768408
74,182697.92879200223,182501.2468873633,180185.92294535096,175621.8294100837
75,187082.49772743648,186432.2831074927,185166.865268466,182511.78813274216
76,190205.7823099444,193391.45037091785,192445.3801762625,189195.29865999465
77,203035.43028525816,205947.18880918616,199711.70130193184,185441.73262899157
78,202444.7066027642,205795.3249116889,202145.58225028415,197070.13842047783
