Datetime,valueACC
2024-10-10 14:14:21.944910,"[-40, -11, 48]"
2024-10-10 14:14:21.976160,"[-40, -11, 48]"
2024-10-10 14:14:22.007410,"[-40, -11, 48]"
2024-10-10 14:14:22.038660,"[-40, -11, 48]"
2024-10-10 14:14:22.069920,"[-40, -11, 48]"
2024-10-10 14:14:22.101170,"[-40, -11, 48]"
2024-10-10 14:14:22.132420,"[-40, -11, 48]"
2024-10-10 14:14:22.163670,"[-40, -11, 48]"
2024-10-10 14:14:22.194920,"[-40, -11, 48]"
2024-10-10 14:14:22.226170,"[-40, -11, 48]"
2024-10-10 14:14:22.257420,"[-40, -11, 48]"
2024-10-10 14:14:22.288680,"[-40, -11, 48]"
2024-10-10 14:14:22.319930,"[-40, -11, 48]"
2024-10-10 14:14:22.351180,"[-40, -11, 48]"
2024-10-10 14:14:22.382430,"[-40, -11, 48]"
2024-10-10 14:14:22.413680,"[-40, -11, 48]"
2024-10-10 14:14:22.444930,"[-40, -11, 48]"
2024-10-10 14:14:22.476180,"[-40, -11, 48]"
2024-10-10 14:14:22.507440,"[-41, -11, 48]"
2024-10-10 14:14:22.538690,"[-40, -11, 48]"
2024-10-10 14:14:22.569940,"[-40, -11, 48]"
2024-10-10 14:14:22.601190,"[-40, -11, 48]"
2024-10-10 14:14:22.632440,"[-40, -12, 48]"
2024-10-10 14:14:22.663690,"[-40, -11, 48]"
2024-10-10 14:14:22.694940,"[-40, -11, 48]"
2024-10-10 14:14:22.726200,"[-40, -11, 48]"
2024-10-10 14:14:22.757450,"[-40, -11, 48]"
2024-10-10 14:14:22.788700,"[-40, -11, 48]"
2024-10-10 14:14:22.819950,"[-40, -11, 48]"
2024-10-10 14:14:22.851200,"[-40, -11, 48]"
2024-10-10 14:14:22.882450,"[-40, -11, 48]"
2024-10-10 14:14:22.913710,"[-40, -11, 48]"
2024-10-10 14:14:22.944960,"[-40, -11, 48]"
2024-10-10 14:14:22.976210,"[-40, -12, 48]"
2024-10-10 14:14:23.007460,"[-39, -11, 49]"
2024-10-10 14:14:23.038710,"[-40, -11, 49]"
2024-10-10 14:14:23.069960,"[-40, -12, 48]"
2024-10-10 14:14:23.101210,"[-39, -12, 48]"
2024-10-10 14:14:23.132470,"[-39, -12, 48]"
2024-10-10 14:14:23.163720,"[-40, -12, 48]"
2024-10-10 14:14:23.194970,"[-40, -12, 48]"
2024-10-10 14:14:23.226220,"[-39, -12, 48]"
2024-10-10 14:14:23.257470,"[-39, -13, 48]"
2024-10-10 14:14:23.288720,"[-39, -12, 48]"
2024-10-10 14:14:23.319970,"[-39, -12, 49]"
2024-10-10 14:14:23.351230,"[-39, -12, 49]"
2024-10-10 14:14:23.382480,"[-39, -12, 49]"
2024-10-10 14:14:23.413730,"[-38, -12, 50]"
2024-10-10 14:14:23.444980,"[-38, -12, 50]"
2024-10-10 14:14:23.476230,"[-38, -13, 49]"
2024-10-10 14:14:23.507480,"[-38, -13, 49]"
2024-10-10 14:14:23.538730,"[-37, -13, 50]"
2024-10-10 14:14:23.569990,"[-37, -13, 50]"
2024-10-10 14:14:23.601240,"[-37, -13, 50]"
2024-10-10 14:14:23.632490,"[-37, -13, 50]"
2024-10-10 14:14:23.663740,"[-36, -14, 50]"
2024-10-10 14:14:23.694990,"[-36, -13, 50]"
2024-10-10 14:14:23.726240,"[-37, -13, 50]"
2024-10-10 14:14:23.757490,"[-36, -13, 51]"
2024-10-10 14:14:23.788750,"[-35, -13, 50]"
2024-10-10 14:14:23.820000,"[-36, -13, 52]"
2024-10-10 14:14:23.851250,"[-36, -13, 52]"
2024-10-10 14:14:23.882500,"[-36, -11, 52]"
2024-10-10 14:14:23.913750,"[-36, -11, 51]"
2024-10-10 14:14:23.945000,"[-36, -11, 51]"
2024-10-10 14:14:23.976250,"[-37, -11, 51]"
2024-10-10 14:14:24.007510,"[-36, -13, 51]"
2024-10-10 14:14:24.038760,"[-35, -13, 51]"
2024-10-10 14:14:24.070010,"[-34, -14, 51]"
2024-10-10 14:14:24.101260,"[-35, -14, 51]"
2024-10-10 14:14:24.132510,"[-34, -14, 52]"
2024-10-10 14:14:24.163760,"[-34, -13, 52]"
2024-10-10 14:14:24.195010,"[-34, -13, 52]"
2024-10-10 14:14:24.226270,"[-35, -12, 52]"
2024-10-10 14:14:24.257520,"[-35, -10, 52]"
