,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,9157.945892990443,15887.57189085092,8463.837767133547,3054.159870905888
1,36389.59619348821,38423.14376749242,32184.873964795344,28233.61709843697
2,27953.8613690039,30084.788880363027,25076.94718482333,21308.526042757247
3,22303.52818463669,23847.280942671878,19722.68508382372,17341.223644573038
4,3809.968573515108,3899.446723387793,3512.7488325948298,3308.4014070633057
5,3055.9855945311638,3277.317808779408,2779.9139075563003,2507.970138658745
6,2765.09758236694,2664.3530865515404,2532.2982851412,2473.821275411364
7,3318.7743551614267,3235.522628539506,3053.797835119487,2940.2815369777954
8,3651.551220887335,3660.524479906374,3533.8200844672974,3517.4318359252466
9,8423.367759323137,8557.70379629176,7883.919772424841,7454.306474919249
10,6201.246517889706,5947.562229538691,5780.502829729031,5701.853391507735
11,26827.511697541144,27936.588409320902,33417.14166302722,22610.49417078879
12,15019.610473290317,16298.869865015771,11938.636493779712,13165.957957406506
14,18831.40025143112,18252.53338589169,15356.689161265029,16376.151895187908
15,28976.502326371578,30318.990273823867,28519.34108823624,24991.10471918408
16,19329.17324650166,19510.832572056,19821.839230187707,17538.9510518544
17,10121.185337224208,10966.248377558455,23398.19899012611,8922.244387780695
18,16240.686850762677,15760.051529394292,3183.840744452464,13170.33757749623
19,29958.441830034324,30837.82771694897,24933.289768697126,25988.55591624401
20,11784.849805559274,11629.641033272992,14996.050009831975,13181.977695861944
21,23389.72971037669,23604.046819933774,25660.998983406007,22293.26778021069
22,85399.27730506593,91401.71711913748,70751.69731279514,59781.93662205504
23,33531.2099005319,33814.17161275275,33668.483718317846,31188.70538813571
24,170721.99704400878,180793.57706231385,162153.03115918706,131953.10047041014
26,20164.17622957462,19638.38326354028,25862.634514805926,22102.82974398042
27,71437.62367046751,74128.22706170277,76782.20211274952,61078.20904811006
28,29489.674926285465,28598.67390707453,31467.502485617144,30051.647908515253
29,28590.38749025712,27981.88503084166,29579.651345948,29848.751805586024
30,32303.031531870824,31380.165894276503,32650.899842317405,32190.91566967528
31,42752.81747217316,41976.87074674631,40594.62002103397,40440.24967513579
32,36332.4583814447,35693.83974719884,35619.64394542475,35349.33049570126
33,34556.13993834559,34429.3629146127,35031.73806495126,35352.91717011035
34,40145.577219988,39605.71116293814,41182.31907241275,41473.688659194
35,46970.94941896798,46219.94975800463,46214.79442081648,45947.30813320499
36,31001.878007391,30171.998860848093,31059.91046861308,31829.943002297183
37,46214.90579035752,45369.23761863279,45739.36771013466,46371.79996664702
38,46393.102902668674,45325.68695716987,46038.63029255904,46897.75836543077
39,49819.325652482585,48669.22383036238,49178.70496943184,49714.153926692205
40,52311.36893375162,50909.73794478856,51690.6048432753,52769.56899764858
41,58236.01300073906,57203.12195143772,57139.28838211357,58189.45062136013
42,60451.82615389589,60032.06371080101,59985.76659575358,61117.42719339582
43,51980.556743704255,51676.403478320855,51509.44313716601,52313.54675037308
44,63255.01421513858,62687.34395604388,62795.9996980806,64095.2270285437
45,65137.233981493046,64009.91274340806,64716.306034005735,66173.57417776679
46,68682.97788222894,67820.46999871338,68452.13896674344,69263.01948283779
47,71904.18727073532,71050.10024500577,71935.98281418702,73334.91171322361
48,79579.45205660253,78903.17143708224,78666.9401518393,79758.1358334964
49,79633.3190584515,78621.01335042615,79415.14483702583,80029.94975391154
50,87383.39659310003,86520.2995249807,86737.4003470351,87661.64963415611
51,91695.4749581377,91415.47048477051,91429.41927799852,92980.7217280319
52,91336.71565663377,91215.24160109588,91835.27509778738,92607.42006048354
53,92236.40821462,92116.41409761085,91722.26067839722,93139.55084087652
54,98193.54418610092,97717.05743476188,97568.91197677195,99008.84357764332
55,100635.58049367405,99958.70852805943,100429.87243951912,101740.00715058712
56,105000.97254222052,104381.2618600658,104632.31802810189,105704.70434802092
57,110251.91621896948,109826.57137767455,110006.62420098108,111777.035249732
58,114666.81258051952,114530.1853909058,114340.79804820192,115770.89250478658
59,118608.9108656604,118463.88769567326,118469.96608690111,120413.7497432488
60,148928.84336298285,149245.82187664282,147824.86029232838,147437.2545909137
61,125379.0302158942,124498.17158637242,125356.59397454173,127031.54219467504
62,132108.13626077466,131182.95733400487,132432.99168902077,133692.3293760433
63,268208.42881578056,275097.32916976954,261602.98120350385,249126.99978323668
64,147019.6564737872,147204.0315122241,146515.6418270153,146692.13589362017
65,140310.3147392927,139242.8082509191,140553.83212899705,142042.97223308572
66,145725.8124163854,144732.56857590363,145765.8340325529,147100.74182889622
67,153854.03103883262,153365.75291327803,153527.21775865316,154829.42994692255
68,155703.14816129097,154941.50008888962,155562.37218727652,156631.9459126555
69,127192.9245692984,127069.15698825508,127712.58168652131,129459.04833692031
70,164834.44697375677,163927.85808099684,164672.18180575734,166606.59588318286
71,166794.46651481942,165773.8090274724,166571.68180781452,168268.4836291666
72,171339.55627195808,170409.2696868247,171418.21423647748,172987.19736946892
73,177281.13609044254,176590.9962734863,177922.62050989267,179451.8569960345
