,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
0,31157.70806906977,33074.89367502943,28657.527102311586,25166.313917289302
1,15639.083590591228,16543.223914321483,14378.491206490644,12496.750615561208
2,16095.2897784073,17080.638614669566,14837.146203995697,13077.965026149624
3,22823.967505138648,24280.95574367557,21052.033896344317,18475.234970047204
4,20649.875142318466,21777.246739892355,18999.816814086986,16733.624324294637
5,23399.8420142189,24828.957458332297,21448.223277219786,19007.48725496805
6,25097.66951586992,26712.30885078461,23203.79718388907,20435.845429777648
7,9881.096711287642,10447.4282121107,9107.44488168777,8047.495928777016
8,31215.151015395877,32892.40366164893,28852.05517644453,25341.690566223813
9,11651.896362234113,12396.118142238416,10805.10509167806,9527.994067790589
10,10950.213366185691,11593.37733546544,10208.940171625209,8965.74288854547
14,40210.74250432894,42774.97328920054,36826.96397839856,32854.07899245237
16,20043.768560259374,21260.466139187996,18330.47290641433,16376.43479033006
17,21797.835420254767,23036.87104785279,16040.80541309821,16014.468085298538
18,24899.940296464985,26352.780047521817,21034.933513358465,19632.392859493222
19,24525.162780966817,26110.302825997904,22170.217356802383,19895.16014395605
20,11328.828377760154,12035.777303670551,10248.404869429636,9216.056647484393
21,20993.167926653787,22314.690117795984,19031.628036289778,17115.841111484762
23,26989.231467746893,28748.16552642729,24593.99019701282,22058.53075238887
26,37303.96285596943,39510.88673033225,35645.942268839804,28168.198254973875
28,22623.04137412632,24026.209393301742,21192.22075895389,18342.61222079673
29,41640.64285276175,43910.58921562537,39090.63697092584,33927.6020345446
30,16413.34098746428,17332.479986205562,15328.203643362209,13374.654526670429
31,19999.47276688564,21091.664775069712,18625.14691861257,16440.041718959317
32,23073.921360592503,24279.66527110225,21565.24180300458,18816.61908919047
33,30589.00397634601,32577.19758647854,28761.646038497176,25181.425932809325
34,17266.330945183934,18316.205392714823,16150.433283086735,14096.828945051067
35,12746.80216687999,13529.34373197382,11985.80771260933,10401.286275019736
36,10991.26601294225,11665.872287483193,10393.089427153503,9073.660424841146
37,12657.771677821043,13409.83189247682,12022.058557319457,10388.407532617754
38,11711.829862659906,12492.942958733624,11068.172892930535,9708.241955060272
39,25946.86910793945,27603.84042187499,24469.505007430034,21364.92061564286
40,34522.135455651136,36708.94403660413,32682.726726307475,28621.70217031902
41,22511.119447090263,23978.107390566547,21427.620420451465,18731.57803715075
42,20325.32020045528,21551.03240841374,19189.713314609744,16773.328703637453
43,25614.66364333291,27213.983563087237,24166.37345848484,21144.818353957824
44,10655.54500949672,11337.53179829056,10071.546072008505,8838.071108505825
45,23456.610573263577,24867.28267661917,22241.87910811625,19530.9950362157
46,10554.054171767692,11208.42741294996,10009.470967983129,8750.196306652175
47,18531.06099602684,19750.70693770697,17486.485031889162,15343.931061378586
48,14870.285370481852,15706.168969513772,14082.521470155029,12268.588998004918
49,12263.853645059356,12989.683459057153,11678.243637787908,10186.273378847098
50,27286.60177085233,29052.74017905277,25843.830158225344,22659.684316941897
51,18200.36798445749,19346.0845745344,17131.7814606752,15017.264100133902
52,18190.04894741588,19374.30749716035,17331.25319566873,15113.284978363865
53,23497.623205730797,24958.380755724847,22220.033874399756,19428.799431651063
54,19378.27818268892,20640.51248919012,18406.039431179703,16106.937906762589
55,18052.25791718041,19153.612589090604,17111.874383680057,14998.191755040098
56,16464.644481287196,17555.507406095312,15653.470585989926,13733.583770218636
57,7704.909926373053,8216.072521755019,7269.5676015542995,6389.289197551268
58,38239.59621506208,40593.59299794424,36276.01767441876,31840.787594735797
59,16739.569095572217,17732.653893780207,15864.012706242062,13907.458977574082
60,18865.021818850008,20006.77586278056,17975.10802617345,15708.129648879938
61,12575.9288239183,13403.420451391416,11948.312702673124,10549.598520310718
62,28362.40447578382,30089.337055543627,27041.554894749308,23674.33162570429
63,15780.975801264576,16834.786075677635,14932.752718208429,13058.303160349344
64,19384.332416350608,20533.822070905117,18328.389999225998,16140.921593469486
