Datetime,valueBVP
2024-10-09 13:06:46.658750,-65.50848
2024-10-09 13:06:46.674380,-67.64545
2024-10-09 13:06:46.690010,-68.58994
2024-10-09 13:06:46.705630,-67.72992
2024-10-09 13:06:46.721260,-64.48685
2024-10-09 13:06:46.736880,-58.37436
2024-10-09 13:06:46.752510,-49.13285
2024-10-09 13:06:46.768130,-36.95859
2024-10-09 13:06:46.783760,-22.60029
2024-10-09 13:06:46.799390,-7.255585
2024-10-09 13:06:46.815010,7.6689
2024-10-09 13:06:46.830640,20.96818
2024-10-09 13:06:46.846260,31.93344
2024-10-09 13:06:46.861890,40.39161
2024-10-09 13:06:46.877510,46.54711
2024-10-09 13:06:46.893140,50.69273
2024-10-09 13:06:46.908770,53.05482
2024-10-09 13:06:46.924390,53.77794
2024-10-09 13:06:46.940020,53.02934
2024-10-09 13:06:46.955640,51.14961
2024-10-09 13:06:46.971270,48.64166
2024-10-09 13:06:46.986890,46.02471
2024-10-09 13:06:47.002520,43.62884
2024-10-09 13:06:47.018150,41.50649
2024-10-09 13:06:47.033770,39.51849
2024-10-09 13:06:47.049400,37.45296
2024-10-09 13:06:47.065020,35.18294
2024-10-09 13:06:47.080650,32.77293
2024-10-09 13:06:47.096270,30.33033
2024-10-09 13:06:47.111900,27.94913
2024-10-09 13:06:47.127530,25.66468
2024-10-09 13:06:47.143150,23.50147
2024-10-09 13:06:47.158780,21.50519
2024-10-09 13:06:47.174400,19.76282
2024-10-09 13:06:47.190030,18.29275
2024-10-09 13:06:47.205650,16.91006
2024-10-09 13:06:47.221280,15.13348
2024-10-09 13:06:47.236910,12.26009
2024-10-09 13:06:47.252530,7.658806
2024-10-09 13:06:47.268160,1.09153
2024-10-09 13:06:47.283780,-6.98983
2024-10-09 13:06:47.299410,-15.44887
2024-10-09 13:06:47.315030,-22.71038
2024-10-09 13:06:47.330660,-27.29896
2024-10-09 13:06:47.346290,-28.27712
2024-10-09 13:06:47.361910,-25.51475
2024-10-09 13:06:47.377540,-19.65491
2024-10-09 13:06:47.393160,-11.73019
2024-10-09 13:06:47.408790,-2.832779
2024-10-09 13:06:47.424410,6.189499
2024-10-09 13:06:47.440040,14.6888
2024-10-09 13:06:47.455670,22.16972
2024-10-09 13:06:47.471290,28.08663
2024-10-09 13:06:47.486920,31.93488
2024-10-09 13:06:47.502540,33.35806
2024-10-09 13:06:47.518170,32.37553
2024-10-09 13:06:47.533790,29.46042
2024-10-09 13:06:47.549420,25.43375
2024-10-09 13:06:47.565050,21.13187
2024-10-09 13:06:47.580670,17.18817
2024-10-09 13:06:47.596300,13.87621
2024-10-09 13:06:47.611920,11.10536
2024-10-09 13:06:47.627550,8.639107
2024-10-09 13:06:47.643170,6.278053
2024-10-09 13:06:47.658800,4.020805
2024-10-09 13:06:47.674430,2.073784
2024-10-09 13:06:47.690050,0.6847992
2024-10-09 13:06:47.705680,-0.02913666
2024-10-09 13:06:47.721300,-0.2380142
2024-10-09 13:06:47.736930,-0.4103394
2024-10-09 13:06:47.752550,-1.130936
2024-10-09 13:06:47.768180,-2.848526
2024-10-09 13:06:47.783810,-5.711639
2024-10-09 13:06:47.799430,-9.526062
2024-10-09 13:06:47.815060,-13.87473
2024-10-09 13:06:47.830680,-18.3486
2024-10-09 13:06:47.846310,-22.64799
2024-10-09 13:06:47.861940,-26.48587
2024-10-09 13:06:47.877560,-29.50748
2024-10-09 13:06:47.893190,-31.2085
2024-10-09 13:06:47.908810,-30.99097
2024-10-09 13:06:47.924440,-28.40515
2024-10-09 13:06:47.940060,-23.3996
2024-10-09 13:06:47.955690,-16.39513
2024-10-09 13:06:47.971320,-8.17041
2024-10-09 13:06:47.986940,0.4577255
2024-10-09 13:06:48.002570,8.798088
2024-10-09 13:06:48.018190,16.36871
2024-10-09 13:06:48.033820,22.83095
2024-10-09 13:06:48.049440,27.84866
2024-10-09 13:06:48.065070,31.03442
2024-10-09 13:06:48.080700,32.04514
2024-10-09 13:06:48.096320,30.77143
2024-10-09 13:06:48.111950,27.44402
2024-10-09 13:06:48.127570,22.66346
2024-10-09 13:06:48.143200,17.24635
2024-10-09 13:06:48.158820,12.00824
2024-10-09 13:06:48.174450,7.63018
2024-10-09 13:06:48.190080,4.609718
2024-10-09 13:06:48.205700,3.173233
2024-10-09 13:06:48.221330,3.343002
2024-10-09 13:06:48.236950,4.844948
2024-10-09 13:06:48.252580,7.120224
2024-10-09 13:06:48.268200,9.409065
