Datetime,valueACC
2024-10-09 12:34:36.757860,"[50, -9, 37]"
2024-10-09 12:34:36.789110,"[52, -7, 39]"
2024-10-09 12:34:36.820360,"[49, -6, 39]"
2024-10-09 12:34:36.851610,"[49, -6, 38]"
2024-10-09 12:34:36.882870,"[50, -7, 38]"
2024-10-09 12:34:36.914120,"[51, -8, 38]"
2024-10-09 12:34:36.945370,"[51, -9, 38]"
2024-10-09 12:34:36.976620,"[49, -8, 38]"
2024-10-09 12:34:37.007870,"[49, -7, 37]"
2024-10-09 12:34:37.039120,"[50, -6, 37]"
2024-10-09 12:34:37.070370,"[51, -6, 37]"
2024-10-09 12:34:37.101630,"[51, -7, 37]"
2024-10-09 12:34:37.132880,"[51, -6, 40]"
2024-10-09 12:34:37.164130,"[50, -6, 42]"
2024-10-09 12:34:37.195380,"[48, -6, 42]"
2024-10-09 12:34:37.226630,"[46, -6, 40]"
2024-10-09 12:34:37.257880,"[47, -5, 40]"
2024-10-09 12:34:37.289130,"[48, -4, 39]"
2024-10-09 12:34:37.320390,"[47, -3, 38]"
2024-10-09 12:34:37.351640,"[47, -3, 38]"
2024-10-09 12:34:37.382890,"[46, -3, 39]"
2024-10-09 12:34:37.414140,"[47, -4, 40]"
2024-10-09 12:34:37.445390,"[48, -4, 40]"
2024-10-09 12:34:37.476640,"[49, -5, 39]"
2024-10-09 12:34:37.507890,"[50, -5, 39]"
2024-10-09 12:34:37.539150,"[51, -6, 39]"
2024-10-09 12:34:37.570400,"[51, -6, 38]"
2024-10-09 12:34:37.601650,"[51, -6, 37]"
2024-10-09 12:34:37.632900,"[51, -6, 37]"
2024-10-09 12:34:37.664150,"[51, -7, 37]"
2024-10-09 12:34:37.695400,"[51, -7, 37]"
2024-10-09 12:34:37.726650,"[51, -7, 36]"
2024-10-09 12:34:37.757910,"[51, -7, 37]"
2024-10-09 12:34:37.789160,"[52, -7, 37]"
2024-10-09 12:34:37.820410,"[51, -7, 37]"
2024-10-09 12:34:37.851660,"[51, -7, 38]"
2024-10-09 12:34:37.882910,"[50, -6, 38]"
2024-10-09 12:34:37.914160,"[49, -5, 38]"
2024-10-09 12:34:37.945420,"[49, -5, 38]"
2024-10-09 12:34:37.976670,"[50, -5, 38]"
2024-10-09 12:34:38.007920,"[50, -5, 38]"
2024-10-09 12:34:38.039170,"[50, -5, 38]"
2024-10-09 12:34:38.070420,"[50, -5, 38]"
2024-10-09 12:34:38.101670,"[50, -5, 37]"
2024-10-09 12:34:38.132920,"[51, -5, 37]"
2024-10-09 12:34:38.164180,"[50, -6, 37]"
2024-10-09 12:34:38.195430,"[50, -6, 37]"
