,Beta_C1,Beta_C2,Beta_C3,Beta_C4
0,1890.4193101128883,2059.032988824197,680.4695868598857,800.7532349178229
1,4306.777906171551,4659.305120988,1604.5316630619634,1819.754179052692
2,1927.362329318036,2099.8742960175605,727.6709562677057,817.1424061175405
3,3790.6983721791225,4071.579318982569,1445.020985285796,1615.4848351315443
4,2832.000535981051,3056.5391313171062,1123.8810656510925,1252.6901301669125
5,2911.5317906116834,3126.3155992088905,1148.227622427668,1274.614924840429
6,4534.120938200038,4885.371334367425,1821.337258900501,2017.9925906940048
7,1844.3975631814028,1966.9787603720197,744.5777065155271,811.178286437152
8,2167.598793122583,2324.098220996397,908.3788036149068,975.5101029917852
9,1774.2660992494334,1896.820084596469,765.2887487138333,806.4591505674786
10,2423.780616998961,2607.230079874583,1055.416780195497,1131.6560668749748
11,2992.6976690480706,3194.560791494087,1335.4580553611152,1408.6714833738658
12,3465.989344493899,3713.083366926624,1553.0294504653807,1669.093560894832
13,2025.4610976606264,2175.738279660457,921.2884302532976,987.3080568952934
14,3522.757879472437,3810.2471258892906,1636.5426555361466,1744.7954524942286
15,2936.387124787523,3171.621400186858,1377.0603668941435,1465.733475902898
16,4139.410814787485,4433.871346050152,1976.2954855887567,2052.5905349615427
17,1915.4685362210007,2057.929747670446,914.5040434312068,952.1365721671168
18,2564.036227762038,2740.209413542099,1227.3176730559971,1282.9299163627772
19,2485.136309499704,2664.7412012637287,1218.884880020967,1251.520150709249
20,2518.9070901355703,2690.224971624619,1258.171980531486,1288.9058854018197
21,2512.011451538889,2668.665110477052,1256.1859066512698,1277.409338329643
22,2255.6378949442296,2399.1259175541204,1138.5599550183017,1153.5752496317505
23,2043.4337511960985,2168.6623255184977,1041.1890706737224,1057.878518237852
24,2697.1021337927905,2875.7457192875218,1382.477301770795,1387.2372497591937
25,4896.600265836112,5233.778692336656,2536.5325600034994,2575.886295216549
26,2420.689475557617,2563.5351370820927,1257.1614284060074,1269.116380343255
27,2652.9762858753825,2852.8326603067803,1401.355729850863,1430.1116100595093
28,4113.679579978182,4376.475515991787,2189.82965549083,2204.135262577849
