,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,792.1563756269915,12877.340298539792,12240.104328508434,2559.766494743783
1,796.5850660771474,554.2704879383459,147.5301568306084,165.1962546646347
2,3656.540516884227,3778.486527190297,720.0589503462655,1084.204325370427
3,135690.59617544652,145778.07852229266,21855.71033582299,37135.50508340344
4,1688.673201713323,1486.1828555903178,371.4746332659636,488.63893569307794
5,1108.6241681762183,937.7153596048654,363.89591045907247,403.4988675406493
6,1558.438965099242,1539.3049356294434,731.3225082507133,916.855034265113
7,2508.933503919175,2184.5569712426563,1208.4703212881564,1296.0508685636005
8,2687.6252715506093,2288.015128253065,1473.2770704062918,1547.706218403261
9,3262.2257609544517,3117.931389241952,2103.070243927316,2229.575293533308
10,4256.840379770146,3776.733948940224,2832.359582278812,2906.636824581225
11,5616.1159659153145,5120.423096970145,3765.4763073842505,4012.36365451254
12,6612.541403203722,6295.327733351569,4730.916824623192,4781.006906927197
13,6606.339816826543,6681.253376783491,5471.682563013358,5614.552987564932
14,8974.734845755487,8570.53598421826,6898.921813016595,7209.024167684553
15,9685.253128377495,9470.250823748407,8117.704385791976,8213.29298848278
16,10909.442554586878,10504.934023499558,9198.990757980167,9146.919741792608
17,11472.14974405457,11296.216664013346,10028.546664592905,10135.50913735542
18,13307.061377133788,13068.145138475264,11963.331311094762,11802.93203416669
19,14437.878537916706,14349.600921689023,13395.216907289385,13382.14865321627
20,17073.207081344943,16730.700999490877,15352.66551472677,15224.049962809166
21,18334.554737438804,17661.49312157018,16842.67474574056,16693.36608738955
22,20269.82033823773,19548.85465498612,18893.837261929184,19039.38370189551
23,22124.36954359728,21843.74813201809,20770.38824452335,20618.92753671428
24,23204.859413419625,22725.257264307234,22206.66912894205,21863.569804265466
25,25306.121150605468,25195.877043859164,24379.991424956283,24178.64630593782
26,27689.440885146345,27271.23499813549,26659.920066138395,26431.51003715571
27,29653.592089103488,28984.81366018303,28547.537203909884,28083.286786595854
28,32171.93843809416,31789.26583242474,31223.656897705037,30846.53695112082
29,34303.85914612491,34255.1633491401,33843.703049296775,33462.45250757458
30,40157.73099105917,41818.45790948781,29215.048555041605,29719.81950162393
31,40582.04630494186,40560.463720369335,39372.2810580205,39724.77881531977
32,37956.26412853581,37808.13411269427,37462.32475821465,37074.66212846876
33,45258.63565135235,45057.171596951375,42758.67685921191,42753.718280647685
35,82243.76902105403,85368.64244775579,68703.28471045097,69183.93661880102
36,55683.63697709439,55428.3305481412,55016.11575740558,54651.48625269674
37,53455.44849124743,53106.21418583384,53610.9002303607,52878.72793478031
38,69632.7029448484,70727.59351398353,60779.56163384203,61490.32681499884
39,64588.34521130851,64463.2475683836,63515.83601255195,62981.58662068735
40,66940.9479944042,67779.00311160057,66590.52727706924,66244.22323145467
41,66920.77155857663,67114.13433319406,67472.15585199949,66465.467844281
42,73851.30445959962,72795.63439176929,72757.21342434846,72528.83455726888
43,74956.2341222848,74801.0598089522,75032.07303821098,74864.73212578913
44,145419.34471972196,150055.9480387098,115983.9291324152,119402.92365722072
45,164894.25417555857,170070.95006159542,128245.05394133176,130912.26971018295
46,84227.84762602978,83948.19884208473,85281.57781945202,84565.52269587445
47,88198.47684210644,88270.89720672277,88844.2620956704,89141.83631164477
48,92752.21401749694,91104.11034972475,93885.42989181983,92552.42111573849
49,97692.45442909528,97999.91462427168,97653.38703421416,98026.40198928936
50,98710.62472448272,98395.09910740836,99059.53610338343,98233.34803060768
51,107613.27007092645,107912.07730747138,107367.84129398788,106557.6116381749
52,110131.1067940154,110733.40072889734,110975.60030096152,110258.5681836539
53,96368.43882438086,97271.67408883187,96688.26420715872,97291.92646861637
54,116754.45831208189,115950.08338101556,117638.5841368727,116745.76008949426
55,122976.91587870578,122870.5379503152,123761.5325077768,124147.73600042568
56,127165.61562574156,126991.98037768132,128336.43802234666,127857.941035575
57,132550.19728931307,132982.69171799702,133496.48411922873,132792.49098709965
58,136119.8538605387,135612.27328708585,137318.8925525612,137052.90969747267
59,117105.02533255026,117233.91451702324,118578.9507641646,117427.68556030044
60,147510.75953858026,148984.392406806,148260.38983218218,147744.50604061875
61,152077.70426856558,151990.46513914198,152486.88169925302,151977.53706833915
62,134528.5417285468,134284.37714174882,134183.89354508577,132336.5978743803
63,161691.80569528803,161457.7684368677,163114.11158352057,161413.1368255209
64,158427.67836911278,158044.2767426584,162951.80286387735,161275.88285973284
65,144500.66609878934,145119.0271884725,145605.47404923584,144716.08992224207
66,193307.2267712555,194504.634848784,189917.7106327933,190137.0705845621
67,184195.1147351292,185505.1206373441,185906.79510325807,185102.6871619909
68,157088.38635872115,157424.57521592238,159022.31531654755,158227.46090753798
69,194369.5070662764,194700.22750979365,197302.86850501155,195260.4739642993
70,201592.62281768708,202669.71160225707,203468.53947468425,201594.83422311672
71,206741.7372327076,207889.14462642375,209955.1547280434,208774.42932531016
72,210923.50015678784,211268.43921989368,213637.8978959653,212523.59652133632
73,217663.9710793685,218145.17066809628,220103.1541833108,219577.72871470303
74,225408.93621748147,225122.82251226017,226962.07578830395,226149.98672912523
75,229909.8136711658,229849.2757280939,232037.72301047065,230765.97013118677
76,233877.0937386548,232680.3498808161,236140.64135421705,234423.1162763612
77,199671.59366914537,200195.99494199932,202741.6698433587,201780.40639633176
78,245686.869711333,245804.47023567455,246779.99793333985,245826.90598837667
79,257581.94430992584,257556.13271755463,259199.64015936328,258465.4196599153
81,334.79853540123565,383.7911183881805,235.9599211114169,230.34459112224832
82,811.9877380133041,915.8994487748568,583.3269593123475,577.7785447549741
83,801.48039572302,849.1275104960579,714.3086717394115,673.2994047963107
84,1250.7063656692,1351.590815326696,1163.5612892659883,1097.801548239156
85,1300.8929629142026,1343.1188912244293,1335.643614443203,1334.1794374244448
86,1829.785804934626,1964.3245573975132,1796.0519745386764,1766.2007621037646
87,3093.250179400489,3213.081826583485,2734.021962241188,3013.970066832504
88,4606.666959992483,5069.696407976847,6048.666194677147,6203.984195023199
89,5670.752580210938,6087.627768311012,5197.676080447766,3910.749997400266
90,9521.033209573485,9708.73656411984,8191.241092459871,8769.039967970639
91,70491.54206147474,75882.62831935199,43311.77980084391,42561.74433415708
92,82202.12524435192,87249.06359311398,57882.81395498095,54380.339646191744
93,7600.526188800826,7741.422651646488,7871.055772644815,7583.4701603692065
94,8659.634459256718,8793.107790677179,9010.840508235551,8856.222675734325
