,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,9828.261474124534,14378.394676288428,15782.847872892731,18992.98613284394
1,2200.14285408169,6046.29218462277,12327.85339633342,12505.81540073724
2,1607.7733570419534,8467.87342244757,13016.146583223352,13787.140927243549
3,3161.705283532944,129778.68172359536,11645.864994001444,143362.95551711036
4,537.4200133814461,134563.7980445447,29284.6197037622,154356.55260112515
5,160.40513722416486,31427.977976053156,14318.185784259207,37462.47536683115
6,48.01351567985344,16174.58578354251,13129.581999562335,19213.43747312961
8,140.12651711987786,19368.696075616008,13095.212462198624,22323.20439615604
9,397.1615301272207,58509.586731881645,23157.235878767515,67671.89905932521
10,625.8559450093816,19332.57092794469,15850.838408206691,21003.91509309647
11,1084.2894238985486,23807.817929055207,17668.84952176853,26514.67692558344
12,1706.9988013470208,18328.60351900217,16004.712424173336,18938.00803510923
13,2422.420381539105,35034.8574472871,23146.262142978165,39149.58945441696
16,5136.737193723627,331205.59514023585,135513.7017305954,377237.1986925626
17,6219.116576740871,72973.16611922736,45234.678281045824,78808.84988313663
18,7369.202072751921,28342.972600940528,25696.484192148888,28713.50285337397
19,8645.933054297386,28637.47297326508,26493.083985948564,30659.28430722891
20,9970.208243016,37137.73409764218,30948.70965658782,39863.38364041838
21,11599.527493880643,39108.22099452291,32064.462401137207,40097.69157754845
23,14606.830652075016,245892.2763168981,128239.59852727654,266496.8020345052
24,17367.621920003498,34887.73531177919,34069.87995216735,36176.02964051869
25,18991.99312033119,34719.0504952087,34526.43469613746,35731.92328458629
26,21181.36504195409,36843.350970041625,35465.67672355887,37770.51242873595
27,23319.6832339685,41782.8028406458,39494.682524014,42854.67562590071
28,25244.189771100293,55630.70426302779,47569.3432367529,57026.18715288509
29,27483.648903662277,94372.71366829007,70486.43107030554,97619.18787335337
30,29853.64759380477,65594.37385394325,55489.314288541565,67977.47492219936
31,32068.969649501483,43838.6865875392,44236.62987671374,46150.71207420757
32,35106.42309327984,55451.907480687936,53417.71254860972,56577.84114045131
34,40911.25531304207,54680.78500692165,55077.93990942976,56338.71598750896
35,36507.88801188693,50322.21759939893,48963.12197177568,52281.30579382679
36,46731.53086724388,58640.67248872345,58412.27227794976,59759.419776658986
37,50331.53835602949,63237.48007747736,62660.40582108095,64462.53477689807
38,53141.774584776926,66376.76905399785,65038.01859329417,67937.75847241847
39,56769.94196685137,74594.21590238578,71429.97271178506,76396.27909646092
40,60479.81296152177,75345.33779196341,72005.82854244269,76505.16355885551
41,63761.87077134865,73339.63256902134,71265.66424014707,74820.7549252124
42,67547.67622998667,77060.73461174485,75754.26553966403,79115.30649874073
43,71227.25625681627,82929.80531790585,79970.67502795992,83825.26673904076
44,62200.86138653405,81699.61314460759,78081.73593567032,84461.02963791516
45,78815.83192028057,94711.15546469988,92200.4410051727,96229.652690446
46,82011.73157292567,88736.78838246292,88812.13354277045,89933.16901287544
47,72555.10217767442,217814.11659141997,161123.9907302704,220158.6530209141
48,90704.32465164384,215463.33144552185,172369.2398393052,220339.91136041447
49,94685.12847901236,102741.92769217168,101727.84501149516,103887.33286787984
50,82754.42584744764,89163.91265049954,88641.85395892308,90808.02634809936
51,104702.83118350572,108300.9774660841,109610.08299705968,109280.93508152512
52,108548.48661820378,110441.72677198576,110226.85581731108,111848.94636933786
53,94540.5993384956,97923.57470632142,97891.92592310609,99465.5320400064
54,118114.74077697196,119735.64356455734,120965.51303825316,121232.24580359156
55,122278.52141498908,125696.26614478334,124142.2323475318,126352.22732655844
56,106272.8962068904,109010.46254899508,108667.122539323,110833.7636092766
57,132896.1203548148,131824.4272789868,132835.51532326834,133887.7380123879
58,138135.70898702365,139383.5663880111,137819.55644555515,140505.95717772577
59,142236.41564270694,140923.2772050862,141671.22594478243,142617.59206408777
60,146786.09898493232,467066.2750490089,349483.0730024827,469243.4123254017
62,198312.43098911952,361774.5180555336,308447.61003054853,365401.6254486232
63,163101.67039883506,164090.73357335365,161789.46757922485,164014.4864375811
64,190947.0846698164,243236.19029628808,164434.8487949058,243195.0183544255
65,172813.2392988275,173294.773571295,173537.6318932873,175032.2835417647
66,178779.26008064277,180422.55980393663,178904.37481983,183207.77137211253
67,186954.9887199227,372221.2362608318,295389.9845780715,375528.42786579696
69,197207.2879066384,189667.14877123007,193515.6536653856,190888.06763714112
70,202244.34767006923,197865.18985512407,199520.8104330608,201393.2758853005
71,207756.426395763,208327.08159754524,208425.11541282185,210124.2138499998
72,213543.07911313532,209061.00184560745,209138.6939876911,211467.6062856019
73,219346.09496110005,222339.76117544225,222103.51248414256,223472.8468537253
74,226177.41107565808,235320.6209314461,227758.1547150685,236292.69427668676
75,232538.2944827921,242981.71987969475,241088.6829772648,244875.38526008572
76,237891.9087087004,253860.4383165628,248044.70995895585,253280.23923452763
77,244904.26767886465,250410.19168832529,248613.9035902278,249239.38227712607
78,251436.25924705065,248260.4231136164,247716.32597183436,248226.19866680092
79,318995.8048542274,317551.2170207969,316051.4047294083,319204.23445120413
80,18.773080942326963,1459.9626117461787,897.3851622555626,1430.7212303197634
81,120.01046402530082,2921.646373631671,1895.2094456660875,3045.414987733536
82,262.70810213426086,1110.4535058805957,716.4536721338247,1027.3174868220976
83,507.0449003430231,1291.3016758039355,1000.2217106384094,1447.7045373110634
84,843.5319317454039,2071.670043808893,1663.2520107956125,2128.558140627699
85,1235.504206774832,4868.464660706282,3494.952006842699,4876.77840909585
86,1804.006249432721,6909.15247401444,4655.162183650011,6939.207792887115
87,2398.1470206980807,5955.707841264888,4487.26594856912,6340.389597875035
88,3031.4103554744497,7656.161889998542,5332.205409578018,7361.536425529185
89,3759.5562287316416,5910.669319690452,5124.182601301859,6171.249661514579
90,4469.489812410621,6632.184933499402,5991.714107993725,6849.7710776846125
91,6542.593780322264,8168.8972092136755,6966.182862966348,8217.740052092695
92,5199.0720292322485,7605.703124735212,6638.382807543023,7557.286740937452
93,7493.060262774738,7310.109255773124,7273.912236295236,7584.148308447597
94,8576.63742919582,8668.234539672536,8318.247284148145,8926.727744361056
95,8236.281106789194,8158.459038887558,7862.166356458188,8249.177658853774
96,11196.678837644824,11372.133902209598,11048.299697864244,11505.1036320024
97,12671.92798186074,13854.135208065569,13257.201534361117,14037.1455635702
98,11844.242541831323,15722.604895376106,14367.974528009108,16133.611485136316
99,19895.783665871262,18008.997531433484,18139.82180512737,18607.1496120004
100,17309.643652834086,17394.28157335254,17189.142235721913,17822.049759131234
101,16260.486654645549,66904.99242936635,48401.40638129744,65160.81915308458
102,21400.646639877672,20611.518472473494,20281.89028713829,20664.554287347444
103,23465.580142590945,23022.061524027784,23148.32636828715,23424.865027756503
104,20861.51554707592,21297.89481432579,20082.979293978744,21226.819736949597
105,27425.371154967102,25285.04090696553,25965.795834311783,26083.217202123637
106,29601.10960470633,48197.36903698517,41824.76076326395,48497.327168340526
107,26745.4580645236,22265.03437017518,22722.51967843901,22646.7009721566
108,34360.497325771146,32549.65945329669,33331.0600472676,33881.326105364846
110,32388.868740101192,37551.67320769152,35118.046247627426,39561.520436868384
111,42725.22825362948,34505.68587834873,37158.081554663,41111.67348672689
113,39670.188544017845,40784.715327457925,39876.75025814673,40174.65607147493
114,50731.881154283605,49780.77400982757,49259.09529731977,49967.09940523759
115,53813.47662621181,50076.36213281247,51574.77160138865,51870.73428285805
116,47400.20976368656,48789.46289736019,48137.452483109824,49519.986725237504
118,63466.287684784606,62851.00546656057,65791.48544917697,63970.30268586706
119,66795.02596719068,60841.68807550934,61664.42580797096,61545.10184328848
120,70530.17016795876,66673.86796985875,67164.0573794604,67604.24124978372
121,73618.62705763627,69606.7945533064,69316.59717963195,69859.76480199858
122,77103.93257445694,72650.8373201757,72549.21927956464,74032.26147345876
123,81079.37462365322,80159.85947786616,80101.02196757297,82350.02464332516
124,84601.94155249775,72156.32436286073,74004.80151294926,73401.547130182
126,92217.01191369096,140263.85031539647,127885.83161071377,141236.08964380197
127,120763.08232417276,122157.7406800658,118104.2392280576,125908.75241612978
129,104754.90972689024,96375.50236309128,98799.15851301384,95071.78063097724
130,108427.83415748896,104271.39080265486,105604.881055129,105366.6044912032
131,112432.2619894575,151810.2207680232,142012.26017902722,150849.70489791734
132,117199.33380102906,116095.63874970468,113884.78426225144,116703.7435617681
133,120836.774547733,125352.15920651976,124196.30763415692,126472.76421367384
134,103908.47482902136,108810.14497588936,108384.95584006306,109971.2682536222
135,130287.94227771544,146049.91144086135,139376.63880257975,147254.75225668485
136,134866.5614304313,128076.22125324226,128619.27468212965,129985.22026376764
137,139292.24294117265,139137.3156318822,139702.1653757593,140877.96881074697
138,144601.82972716607,264618.6399404874,222244.2474233421,263723.66837320547
139,149669.8815435954,249671.5603595958,215036.6434927769,252717.34260968448
140,154580.58902913597,154951.8560081385,154604.16470206212,155747.99544670357
141,159882.41533070322,156311.56056706572,160467.52653470723,159310.74559407443
142,165312.58140998572,165733.7995597643,165108.89159403372,166614.13834556515
143,170122.6435883148,186393.43167992783,181056.4707748208,188719.4402819868
144,175941.0253122409,174240.63289067318,175213.02587112325,176635.62805147815
145,181531.6888014965,178890.90260921296,178506.9602184075,180277.3758155386
146,155872.42768910632,153575.83056488005,153376.3534087617,155896.1123645625
147,193243.5593907064,190388.6084402059,190996.68781534955,193116.37348516277
148,198678.74068276735,189943.2003101473,192489.5927517608,192809.7055269188
149,166339.2532995853,421189.3053147239,314152.6738796522,416217.2222508224
150,210233.4637589269,208123.7445638993,213158.0315178519,212821.9303390953
151,216300.6171623424,213052.5907549628,215479.58881605143,215013.30622655476
152,224050.31114271563,228773.30980878943,227234.60418193263,229889.296673908
153,228070.3601189686,227364.3590527678,230813.81371407423,230350.86933398672
154,234482.81166103,226128.69503087975,228960.20381245337,229958.32252956883
155,241843.3342091264,227914.3915797454,232313.6636236864,231446.87741493463
156,247838.92822384724,239726.16985630136,242281.82604547145,242210.31323352907
157,253760.4110905103,250344.3911868949,250108.55024134144,251269.62106409055
159,32.292784700281544,8467.014470712202,5237.648637988834,8153.962953382711
160,151.33933711071424,62376.12642832729,40906.7915403267,59897.53062575144
162,575.0744274363066,98075.97342432573,64493.21828251538,94974.19212554558
163,925.1481352383272,4478.410037403395,3329.9451239089817,4570.989929390284
164,1209.030829273549,2046.4580669795323,1686.0745022884407,2243.6414266940183
165,2183.886995508743,255334.488299214,169571.4524985918,248653.22514652088
166,2968.853106154823,43727.231542859015,30968.48152935764,43034.01476597131
167,2914.764570131856,3235.4148384855844,2739.759780009322,3297.395932453627
168,4391.507032837813,5355.445947454642,4471.491129748938,5686.840605635645
170,4406.685115953785,77727.32958341087,52716.30438565546,73455.40125860392
171,9402.929955553152,13991.790412939114,12679.934509448696,14605.58658919858
172,8408.357526350681,11171.922687873966,10348.971942690085,11883.714074792446
173,8026.612304105027,10062.835698054128,9115.7934562509,10378.791604980996
174,10980.302372519463,9069.070926648816,8838.685360982663,9743.938198001097
175,12234.164437251762,12412.00165541196,12220.291468906851,12949.339387471786
176,11379.640207001765,11439.260850232551,11282.180433581989,11748.712258431846
177,15270.48857478151,14105.143726279215,13908.386325410924,14387.41352888641
178,16868.42021212714,16289.933952918342,16447.166767914157,17138.959180812235
179,18319.694907811063,16948.760563687767,17499.182654304666,17683.86556682231
180,20256.663031889995,20604.567138977138,20543.7914464075,21220.655447489924
181,21759.22377639485,21890.895766612888,21687.985329303843,22570.37199890305
182,19889.329634835653,20466.64336890334,20522.43591611065,21370.36234273222
183,25799.34659529988,25706.38194394837,24996.403510993918,26077.15702916412
186,32215.58842286095,214216.9881250953,155320.54353279073,208503.8851483663
188,37513.18335505144,33252.178357220306,33305.050545260005,34039.607147335766
189,40283.40439441056,40598.814541019376,39170.03661038789,41443.45548645173
190,42440.18500748286,41614.89510161321,42398.174333014125,42928.75486677111
191,44673.26408506486,45873.71183187182,46428.72614170933,47022.26060360522
192,47527.53043597765,48586.8592780641,48097.91950791451,49386.96767027178
193,49960.57102082148,55743.81893289586,54741.94862623328,57409.93091204271
194,52909.60948088124,55208.35679350213,55913.69920652467,56040.471366145175
195,56192.59772784034,57899.91625725374,58453.66056934644,58923.92076780926
196,58951.87649074105,59044.22782511373,59362.42867444311,60494.12099167404
197,62073.28971682221,61260.02373672232,62929.44551568735,63317.715924201606
198,65220.92854279589,66298.8260939815,67312.4254890169,67737.82579079301
199,68473.55305436776,72200.72328692976,71929.51604811319,74598.25665930979
200,59630.860425726256,61664.49133869825,61666.22268914935,63366.057794326975
201,75360.50644218529,80364.62951869523,80448.835960953,82722.74130839355
202,98960.8220410641,94247.75200735984,97477.79604031908,95000.76803794836
205,91651.0764116932,136864.79775286146,127773.54279775196,137194.82814147262
206,79744.27086216758,76385.36721963466,76705.40524219294,77508.39930035276
207,125582.650740853,125333.55453275998,126195.29078745066,128213.77620071042
208,103503.59742007176,103181.63769982924,104370.37938966665,104931.13131780784
209,89813.17096876194,89378.26691043617,90079.21514020086,90413.67975729112
210,113196.46562695128,111334.44817617862,110627.70312149511,112251.55620666262
211,117321.2996872366,114620.491902878,115430.76790917967,116008.6397837603
212,101001.29493964236,110286.61613477972,108699.94394751686,111328.04703632032
213,126696.36286548244,127150.83983851231,126570.1891169706,129434.6726901308
214,130536.76755685073,120076.9534449361,122057.01577190774,121052.7642494924
215,111281.09921515868,176587.89147222304,156131.56987266254,177857.35551515667
216,140947.88528771966,140235.08595987476,140752.9109591595,142782.35028650812
217,145192.19329995484,142071.20121225136,143598.644168688,142612.71253096982
218,125051.51241849318,143540.35452217012,140463.9650226574,144214.24758906476
219,156032.52900603137,145831.93042677114,148156.4156632689,147856.88085578626
220,160313.57040692787,151596.68879046012,153966.82172487924,154839.1420184283
