,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
0,107.05745135946178,15128.601204842242,1570.297556570747,15918.455871984912
1,196.4271097546152,26459.102220031287,2862.662195966165,28074.262869717146
2,130.88578666639646,17241.869509152693,2076.366648632668,18778.24562415005
4,184.25971995209727,28806.73948395768,4740.117300507071,31500.886720966955
5,158.92535617830208,26372.9647185399,4839.652172711803,29034.096693683063
6,118.2573061653591,13916.396923673034,2736.3827329321507,15481.64263117289
8,261.59116958372533,29837.615264711698,7453.655567900433,33298.59679714637
9,118.21662404198486,15188.947954571651,4026.9902023334353,16982.17259968158
10,141.24267802274147,18007.608908259557,4999.536530646854,20015.84707324311
11,117.69168598610511,16124.1435785283,4948.623699183308,17900.90553075015
12,163.19872278378142,19941.69975195306,6287.184793417725,22348.58096500613
13,189.57756128641557,17361.900221617318,5670.780565599743,19107.742086531835
16,213.41480920313964,32529.205244442448,12445.14802075543,35535.595264432784
17,247.3756819483401,31477.36435379131,12182.819259450314,34287.3063814748
18,207.4706948760575,27194.05520955952,10948.371023345624,29487.412701120924
19,268.6711912424008,31074.07761680552,12621.474061092393,33837.76540966342
20,181.27487244658923,21479.98955252958,8946.64524448288,23144.692729198952
21,278.6477916589633,24063.58191457155,10556.650575096934,25962.28048017019
23,173.36619236699408,24761.64491062864,11805.813752097514,26305.647744644477
24,144.9445520687152,14920.367299469295,7111.4048258382445,15808.353920677297
25,141.78445062117763,16320.655717532578,8107.773782455508,17385.300517500757
26,188.92947368434253,19975.623069958325,9912.03686189082,21403.02518181987
27,146.23412570745774,16758.96346396605,8446.380542401846,17584.174885824046
28,179.8320911207373,25098.26640858503,12902.89405120044,26633.169132967854
29,143.65131079440695,24664.538202016734,12935.138435222052,25984.695575823247
30,192.98252388261704,14469.867887184317,7573.642915064333,15211.663954555755
31,131.56989362594737,13585.85224874462,7125.336762672206,14208.23775596544
34,177.07826233165125,22367.09651938088,12283.89983899653,23104.62842004806
35,120.89720113750464,15714.1842694419,8674.250599785883,16168.272985834054
36,176.44276517047393,20718.25103659496,11570.217069223883,21427.296396065933
37,210.7208521574732,25745.03731698295,14347.389087846565,26335.27702878703
38,163.6839610998154,21239.342695232604,12006.132083831257,21686.848964596185
39,171.50037423451158,21579.372232041613,12281.33966366037,22040.83297836488
40,255.305812312065,29991.06158856117,17235.92714338565,30762.239308371627
41,175.31965072816013,14252.723827697831,8186.141763666492,14510.85484075815
42,97.908782184544,12606.42146463385,7353.457902106945,12971.31762413951
