,Delta_C1,Delta_C2,Delta_C3,Delta_C4
1,2014.154739485518,11900.524221076565,573.7643559158815,1162.6899352955284
2,486.16207490778015,2400.0132137865585,501.6182946364522,1697.9804104208904
3,515.1464452288396,2038.2112042589408,896.606368579674,2380.0221775079945
4,845.3073979973674,2374.439190553804,1367.1379465650264,3467.3672526456594
5,23908.74860056515,160666.1322021325,6509.36400480438,7720.577317691017
6,4505.967200269201,27054.37357171393,3545.5081031873115,4791.2866198526335
7,27563.87490603471,206654.5351296788,6350.924573868097,9468.642399907609
8,4384.828061109587,23059.61001187198,3144.3444295369627,6261.105854792988
9,6453.452537664519,30758.010223003734,4820.911593361224,6730.8010421586205
12,4969.660103249458,8891.222964328492,7398.246731063487,10552.945935747364
13,5903.452249603935,8450.352517595284,8249.19771496456,11595.615594001418
14,6280.291745559832,7491.157127072836,9454.9216654765,13246.52135979189
15,7360.053120074782,8511.864414739048,10747.12188433106,14736.707332326294
16,9019.73614475221,12151.127911743624,12145.205278066736,16011.182422737063
17,9792.014833638348,11973.889682466302,13820.304499958072,17946.226572033534
19,20606.475475077597,64328.54910877973,17015.05387320383,19094.923842635537
20,22081.90053052167,110020.16546940406,26176.66814412044,26693.53484938037
21,18557.823128067983,62607.87644152033,23888.603499917885,27975.06337781596
22,17018.056692630802,20275.17701177804,21620.38144283044,27283.679802444312
25,29036.51706076644,71724.4821972044,35506.02540066155,33905.574616209524
26,26237.47121318377,35696.55569044491,30586.06642400783,35818.8320103466
27,26724.00809930418,28074.585479988207,32014.57168715884,37793.377637282494
28,27296.67824088897,26315.096753409453,33347.6191470249,40596.42185388432
29,47733.011312471564,204690.79281432545,51072.82797726816,43632.11420223495
30,32894.34035157964,33899.76344074856,36639.54141725818,44491.25594151332
31,35629.215689803495,35844.489984275264,41213.16332013044,47987.67529647601
32,40039.57313546005,45419.9986357667,43431.4381355042,49644.41526230085
33,47004.22015284173,78527.93399910847,54565.42260532991,53249.08666081153
34,44739.05257139146,46693.36722759087,47995.00994702293,55372.328013669576
35,46848.848795541286,49966.29825030761,52148.21549789925,59139.96794507785
36,51628.42540041712,58129.305596132646,55385.47640564684,61298.65254749201
