,PSD1,PSD2,PSD3,PSD4
0,2700.3326381108604,23492.00518427702,14893.557600882108,585.8303575075132
1,4920.317328551239,47586.73554868315,30914.51717525428,13261.213323433818
2,2088.3561215605273,24468.05844067558,16377.574343138484,11012.696984010145
3,270.7364736342798,2599.3118841859723,2071.0531785676517,1169.3166769781417
4,99.9885477913844,162.25136134429528,51.57212453017664,107.40509917698414
5,544.8362793731438,609.0269549089546,375.2110074456084,396.6256174033519
6,1547.7528117055301,1838.1164574546608,999.0701805519761,1137.2817395889017
7,2270.911219410568,2773.440742384096,1380.5481522856107,1663.8352135436078
8,2807.009909934066,3375.8677651712183,1684.3091564929264,1983.784608839268
9,3543.660006333092,4245.220138909856,2120.86018913875,2445.3586542473477
10,4125.848154339962,4910.108698898945,2512.847674160566,2750.4255116627974
11,4494.172025647846,5421.692472628466,2807.6967225701337,2890.3314733795464
12,3244.9960046766137,3920.539473887191,2052.143884452021,2058.2731389693454
13,2714.339488020413,3238.040045375917,1662.3952199356663,1772.467577450945
14,4572.723867188398,5426.454345758379,2754.8200259844525,3027.7816105625266
15,3186.019690783971,3762.5421872705215,1932.3958894184373,2092.785516718513
16,975.7941405035657,1140.0079151678458,594.0728362845119,629.9778425823033
17,406.98028334027236,482.0540142934594,243.87283159586306,277.4397302153547
18,693.9558657705657,830.6025273910697,408.23176921567256,478.0682204273212
19,283.8319701523066,332.0196077326122,168.2808989434449,191.38705066043917
20,72.34130946564608,84.79850605967815,42.3577906640245,45.20232792328094
21,68.37593377420535,79.50947493707308,39.870398523202205,43.91745784060986
22,22.962421422113987,25.171740997519667,12.67878740753266,15.41930399109532
23,9.39045824355739,9.694869334367565,3.748075325391458,7.031733762286152
24,10.955934369229098,11.617907083798052,5.020220139325005,7.488202590725865
25,7.94536716964731,9.059019500831965,4.166025059911267,6.317772479890351
26,10.798785831806827,12.295885423951452,5.635165292606655,8.168973735894708
27,7.439753977435653,9.460008075668268,3.9414924554734583,5.875003142948798
28,6.024487043575429,6.781722056512977,3.1139693457927806,4.666886738262083
29,13.875102834078826,15.467390766245368,7.249516126337153,10.30077593010932
30,13.705363980945629,16.683475217562407,6.978156026737686,10.99111259507371
31,15.864727016401261,18.54575852366236,7.989967004648618,12.795939275452234
32,7.5463956494861,8.558501144864854,4.078810350752373,6.219145526323011
33,1.286460968706823,1.4204805776015508,0.5408174167147676,1.0884329538729933
34,1.4544683159485514,1.6016941019031095,0.7577080299073429,1.2638164369641631
35,1.8397535549742023,2.1331397696809726,0.7716547339468166,1.4667647813497384
36,2.39299974713197,2.892750430917799,1.2144332122248835,2.1229978127713838
37,2.3263307438667677,2.5050931018132396,1.049878077778741,1.759762399029882
38,1.2439320681842927,1.5236220730954944,0.5925450518497632,1.0629430603337717
39,0.7299091633255994,0.876378448284755,0.405003549510126,0.6318407280611171
40,0.6418772446148462,0.7238001981477066,0.3201938824336777,0.48641790520823913
41,0.46717939433606465,0.5505520682312559,0.3140166393824462,0.46132517514745586
42,0.6577879773475003,0.752104220664474,0.25158867176402383,0.49923845280628143
43,0.6634298059117751,0.8147210207443601,0.3429661013971325,0.6113365268557633
44,0.3262356407895367,0.44220833107160457,0.15349124791249638,0.2982493101522223
45,0.11523344304577328,0.10568263243164834,0.04884017778585265,0.08402523498394297
46,0.10103432265120704,0.14090871375151684,0.05265609862283024,0.09866953108470723
47,0.06223229697271113,0.08812975288194365,0.038258471466794335,0.06248866666052471
48,0.045128544710503454,0.04748620692188524,0.017782362966508508,0.03444962520898306
49,0.022635803611726818,0.04634633325728648,0.025967032543971702,0.03520364665436069
50,0.016126597888680747,0.011819164873361035,0.011752728933533024,0.008297339698058947
51,0.03988704451753237,0.07284594974937784,0.02071265805701237,0.03954011884798209
52,0.022634333889529776,0.017174515438992226,0.01114257894785823,0.011759118437887288
53,0.010444321863015244,0.03839850203691455,0.01514927597945256,0.02790459967398062
54,0.01624128162393892,0.0160477607250277,0.004533275257622715,0.008496318731539713
55,0.008412448839008052,0.010309218933339291,0.006747332590772832,0.008797207501591077
