,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
1,1970.7798131051825,2417.088945945796,2991.821985378992,1715.600483790591
2,2179.0071314429047,2543.604167626142,3137.9980589051206,1892.986281295616
3,1802.3711408098068,2036.8286004406536,2489.4185907860847,1533.983544777705
4,1594.154115198245,1864.6788967150903,2278.4148149232515,1384.0785154389382
5,1883.138520031935,2137.763643439157,2553.043291647524,1588.8614207785931
6,1457.229657757945,1747.980293888848,2108.086600210338,1303.2357394694566
7,2073.916052893974,2355.568487488764,2783.757257470259,1750.488911007138
8,2245.9319346172465,2463.5951206822656,2959.026759479009,1882.4728365145804
9,1882.325409004501,2220.8617385192447,2600.4840874198726,1566.5352884973397
10,2649.153483448752,3125.9141876468943,3796.825328574013,2336.910280340762
11,1421.3351902120985,1517.0172036913682,1827.8722505775252,1162.8177501905027
12,1761.7820697462732,2005.304073255963,2364.7567493380925,1458.3520816381358
13,2240.0614668739145,2445.175609659584,2843.533770734736,1911.2419996588053
14,2605.155230559136,2836.114816066493,3286.3530108348755,2215.0661182406075
15,3055.2448642456297,3433.492951167271,4059.871152543866,2633.5474657176123
16,1531.6472150342809,1613.0470008969016,1884.4444489025004,1322.9350979135793
17,2667.5932208105937,2878.452009824856,3352.7787385655884,2228.574200789364
18,3028.570273704777,3381.2056051152986,4001.4896868791066,2646.407255899838
20,1645.5442425399556,1818.3797204001808,2051.4477146793342,1397.8541705229966
21,2604.764553621663,2822.32520150386,3259.5375381276986,2292.7537696425197
22,1420.148466027496,1511.4465106862745,1736.0890424657373,1208.312045271803
23,2061.022917378586,2226.6966714787864,2534.2287651416445,1773.2654485027615
24,2652.860104567436,2829.030819340261,3236.1519995077506,2276.318917427276
25,1638.4186554759997,1775.3156616311344,2039.6865188192216,1432.5534844802226
26,2502.0558664802734,2705.414186864859,3041.9489008295063,2131.801730845459
27,1540.2182222465383,1675.1579023421584,1950.9647838128967,1301.6030244179246
28,1234.9153902330766,1345.4771704074974,1529.08746736873,1075.072221187609
29,1754.526168383568,1830.7377821641223,2081.4851912267623,1515.497411074939
30,1373.753248044427,1443.980923294488,1603.1424214597932,1182.93499131588
31,1485.7823286625455,1535.130839606394,1733.315756732673,1253.4272926384872
32,1511.0801244691338,1668.5447199044747,1803.397624796237,1262.9427422947822
33,2475.694551219322,2600.5648601179846,2900.904261371058,2150.8585455513207
34,3158.687741684815,3367.4051647019464,3837.4662362616023,2722.1223813334286
