,Beta_C1,Beta_C2,Beta_C3,Beta_C4
1,1772.2826310496928,2110.111601973485,2517.087040179528,1430.1048534726906
2,1531.58188307584,1758.411527303177,2090.805106870489,1223.4556105255642
3,913.7709909582526,1034.6016359374796,1237.4400653655389,739.9929566173782
4,2022.203152460468,2292.615741146465,2698.697318536446,1645.1229454768238
5,1377.0394364812623,1542.87933738984,1825.2761653572315,1096.7800493667648
8,2149.4459281250734,2376.0383176686123,2780.472704881211,1698.4183340689497
9,2329.4742140417834,2649.681094624829,3099.847774827544,1914.334545052036
10,2629.182696593961,2997.081293432589,3462.6952598137977,2151.24395864402
11,2765.471897245818,3101.647096043896,3604.172766796784,2204.054062520953
12,2058.906369499149,2272.265380827792,2610.8253715803958,1667.0122620455493
13,1853.397819161573,2043.6118431171583,2351.621887336845,1505.6923487798726
14,1912.6121510825471,2112.0982895207617,2417.316107274818,1510.50084183165
15,2556.5733904917643,2793.752603390147,3222.2062232731632,2077.253046224433
16,1828.3990166901085,1987.3360659075613,2257.9068746639678,1486.737292144432
17,1721.6768646257017,1906.6269841130877,2198.7655554597163,1404.9567262933222
18,1464.5573919031049,1638.4933808585672,1870.9862136216736,1235.8855737011363
20,1780.2354161886765,1968.4468657721093,2202.0820216414345,1400.7530357874136
21,1212.5649625953845,1339.379244517006,1520.330973966688,974.7106242909952
22,1334.578170943861,1454.3055378974716,1631.566127990034,1090.6878205148903
23,1425.505542171408,1531.837733786956,1718.0495043687056,1158.1415087415853
24,954.6827668660112,1015.9232947316316,1129.564721977668,769.0695195458834
25,1695.1963910734448,1811.6879404314943,2055.232902494832,1394.6807871867
26,1754.9732610176502,1874.6731751197997,2105.207100035184,1418.2952513982966
27,1489.8502363117943,1606.39910208562,1789.4958154416584,1176.7072783413823
28,2094.971381778636,2228.611091285108,2512.9539672868923,1682.5645788140791
29,2555.1733527821207,2709.133062472279,3036.1037331162293,2080.866440851598
30,1954.5652264737869,2098.5914009149838,2335.517709479589,1541.4303312553186
31,1823.484444181488,1944.9922079036503,2159.213050063785,1461.1960749413902
32,1802.8764346822247,1960.3623465099768,2155.655739133454,1433.1767550205068
33,1923.7800996699723,2039.4658440293324,2255.7450520108923,1570.5520260296312
35,1720.952198646262,1811.2370771946885,2029.613976907052,1359.6244968543942
36,1974.109490282214,2142.298696516669,2338.59558652052,1595.855974480463
37,1363.9215776691356,1449.3962953757195,1592.0291765624097,1116.2383683562848
38,1380.6477157999038,1465.5213323833184,1597.7843953019922,1107.1489590768176
39,2549.165221355272,2724.0339342877087,2959.507077708361,2079.501833001635
40,1566.328068784986,1675.1611810077022,1828.093031758132,1255.6953610533487
42,1659.7930681407704,1751.46173733511,1874.6985438307493,1346.6760986842298
44,1437.7268230003672,1516.873763466148,1631.8808713390415,1163.678265582152
45,1766.9201696002187,1864.6647487125529,2011.7789075946876,1429.2855714628515
46,2194.727123455389,2359.308122846472,2548.9707080282355,1782.484955358328
47,1563.5500548002838,1651.4650558378792,1755.102832955968,1272.7208097492144
48,2086.8597479141813,2184.737198771817,2330.613927615157,1668.762897628821
49,1865.8474033500356,1968.588768737548,2132.3516464082545,1504.5709684525848
50,2827.8389415538963,3007.5831450533938,3211.334620710011,2274.4163407007222
51,2154.970913600076,2255.0657298809288,2412.437324168661,1741.7658664879864
53,2172.197468706284,2318.106658185781,2495.723198212119,1747.272111677937
54,2164.4213569893163,2283.875723736821,2410.872483900183,1742.4115033808575
55,1788.1396705262457,1869.7303604154968,1998.4097399138363,1482.700529714621
57,1527.0062321849196,1604.0300627441384,1706.2570996716097,1226.3851078531893
58,2787.669448225201,2904.790174296464,3122.1814333389057,2217.801816497805
59,1871.7034574244465,1977.1449978189385,2111.8974948935825,1528.9757178407197
60,2347.6054740514383,2447.228519085361,2605.382903521861,1907.4520010586373
61,982.2675563171858,1008.8896452916496,1078.7545614648232,811.8641642946432
62,1915.7877922788928,2001.60794449768,2143.957246454473,1560.7258475313345
63,1936.0178773952043,2005.7767350952115,2136.030321594047,1593.1388789151972
64,1605.3302254423968,1660.8959927413848,1775.833824097085,1314.7343797703445
65,3032.0370197069296,3147.03652629747,3373.2729987416365,2452.816875934436
66,891.9662417259567,922.1960409813034,986.6578449977628,739.4323635293316
67,3000.670190677194,3139.548807567863,3340.532785358125,2428.3533343812023
68,1619.001551118255,1683.9449578145702,1774.3311913460873,1350.562619942396
69,2792.895460709165,2914.793663273495,3115.9298954059827,2365.4222822619904
70,1068.8456428885702,1102.4257349282211,1174.687083515625,867.9770612991539
71,2008.1612932034072,2084.672330078232,2213.976410421027,1668.5069903014723
72,2936.4131877607665,3071.8537558857424,3285.834435374793,2415.5510592859605
73,1460.7484770415144,1503.0842223877933,1593.271162226378,1200.001287421553
74,1597.014333944282,1655.7031113160792,1753.752481130576,1289.5221001109114
75,1483.0883102700277,1527.4570934949966,1603.242672418645,1236.6092788588992
76,1574.861817959127,1631.9303112144628,1712.8460303483091,1273.6520838292506
77,1639.9368640702587,1702.4121318976063,1804.1690937320568,1349.7387193519382
78,2398.6218257517376,2463.871771894921,2602.6112073699483,1947.6363268742184
82,2615.3357264675024,2741.090153009545,2865.976426089759,2144.839174559205
83,2370.2779037069004,2444.409245031694,2564.107162223107,1938.1357310953565
84,1989.5843847464903,2033.373106521128,2165.464051323679,1630.4002593578757
85,1874.6392261032888,1893.7499434159972,2024.5221672088544,1514.906318048562
86,1247.340985757013,1282.8921442714598,1342.2534157775451,1014.6476779608508
87,1641.815942331565,1669.329952590666,1778.1807268657303,1369.325398944596
88,1308.8464974506414,1325.5360344246014,1394.887303773643,1058.4513680224777
91,1884.4392340594932,1967.989654095856,2072.2065667101933,1510.2752363720963
93,1309.0337130613163,1331.6999748829264,1404.10790332579,1095.0443340530785
94,2214.2677250190145,2323.536659552338,2439.8625208401577,1843.6370370367667
95,1800.5791837363856,1857.8384430318424,1937.59909195063,1458.2228193364965
97,2256.0584598091814,2317.3201126437907,2417.2293534048936,1814.4157089603243
98,2375.8005762939265,2426.6738329486334,2533.317477778712,1867.7551456716076
99,1742.725343673224,1790.6433410727816,1858.2567762301812,1408.6895653616311
100,3160.5124193969714,3265.9606395033884,3394.749235553898,2537.7359694032643
101,3273.009419888102,3285.853264889456,3373.8563252342738,2619.4781446425163
102,2762.997258489207,2840.813295669635,2902.3506351887177,2200.3431220005123
103,1578.3605714036612,1607.0377668607446,1648.167276834104,1287.8699143139845
109,1589.2399310666467,1627.1079039610668,1662.5151630905834,1286.483561452218
110,2188.090008228068,2250.1215570653653,2271.515769292616,1753.927273889739
111,2327.3415990479543,2385.62438622946,2419.6648566446743,1888.126440350331
112,1401.060490197217,1427.4061580163648,1447.6850086148931,1113.7056444511068
113,1339.8300909361271,1367.1796107623954,1398.392582350989,1081.2286863714758
114,2308.011795396606,2346.875275277747,2396.9027500477664,1855.569150104114
115,1672.219869893646,1708.1673671817694,1753.0688304184257,1346.8114432743482
116,1361.1837085024315,1422.711344186706,1413.4913769330708,1114.0186014501369
117,1509.7025152790045,1557.780326726552,1585.4055428753531,1217.4821805713812
118,2073.6216036968044,2142.461097216388,2163.9297950240384,1664.7148367542827
119,2240.393738917416,2300.318806293501,2321.597807924737,1801.2063906086037
120,1849.436223114108,1886.8664591136803,1935.496570374028,1493.6320623218116
121,1496.0934224204575,1518.2507034978353,1540.9431591444195,1221.6905322106238
122,1307.8428082351118,1342.3153956814365,1364.924350198197,1084.85365708741
123,2122.915447446519,2215.3156348423245,2273.933569693724,1736.5181263209904
124,1083.8059890904365,1105.7082575480515,1105.3915041056875,891.9003231605941
125,1649.4169771955558,1699.6781506822992,1702.8863286183166,1336.4987551757574
126,1345.060009975262,1366.8866674280964,1395.0808706469322,1076.787763325205
127,1230.5204317838627,1269.6519342240483,1275.514473449546,996.2782927960208
128,2131.7453818420486,2186.410647291745,2191.6173888387752,1738.4971136596723
129,1834.0309202780904,1878.3172919619435,1912.5604841584195,1479.2830107827388
130,1923.227024667186,1957.2604792983536,1970.9579512537537,1558.2613112483211
131,1284.999361234955,1321.4036159904158,1323.409784455451,1033.185504681296
132,1471.0638455332555,1515.072294392594,1525.0773337408916,1190.164040578991
133,2255.899490442808,2282.817182125969,2299.6650375112936,1818.4398073883615
134,1870.7546615307308,1940.7848929801385,1928.6234377854173,1494.572452523293
135,2540.212624905051,2585.1801071629766,2599.4220581671,2075.122311606716
136,2094.4370351836333,2131.366930141079,2164.233489006563,1678.1914492744163
137,1439.0065242400483,1469.491023753461,1469.5418702552372,1184.5914546908182
138,1485.494545307612,1515.552010666862,1535.4289738906004,1220.2887796871096
139,1972.0269422424797,2039.1568194732836,2041.9157186312789,1593.3899231431124
140,2190.6200752296786,2260.489582706367,2260.105831555448,1800.3030150964628
141,1268.9223615490787,1302.2336139122726,1313.498833775015,1047.907540325972
142,1895.29566434692,1917.856271191624,1930.645073020088,1540.1139947093536
143,778.458094478835,792.1193188581717,784.6464216335296,623.4132001690467
144,1605.7168571317495,1628.013998292941,1641.2793766013294,1298.8411859418648
145,787.5334554132613,801.189046293671,799.3279025951932,651.8882493301024
146,1508.830816661097,1555.9995206615886,1539.4569196094849,1199.594690652675
147,766.5628666670633,782.9267267447821,787.6551970544383,614.2758880191625
148,2131.305726825084,2160.0023161242025,2175.352479184606,1750.217725388032
149,1874.7053072747,1926.6838168467364,1920.9615189869896,1507.2484578880865
150,2203.57363761145,2248.4379388322027,2260.4061715539506,1783.3053028331467
151,991.9037955815722,1011.6945290278456,1013.4253936619608,818.4757808804179
152,1500.0945461181427,1536.8016811132811,1527.1654732275683,1190.2295811192648
153,1143.5173517371102,1159.370339024431,1152.393025374626,924.9747109219896
154,2287.4815911221226,2360.100119640427,2317.7021079954256,1840.454496077975
155,1500.3711116601658,1534.3437640869322,1525.5082325607948,1230.979411187701
157,1284.2468646881591,1304.8460541788982,1313.1801645401513,1050.3914528225812
158,1710.1704064293683,1743.2147509055858,1723.4232699286022,1390.908045226448
159,2026.093185403125,2093.111485710645,2067.192830528767,1621.911350736762
160,1830.368494545232,1897.9205490921045,1870.7799952608464,1499.3096454601932
161,1562.337952344128,1608.1875510535417,1580.1638372755567,1243.7250553441795
162,2947.037625758708,3005.8230929160723,2993.4280187400564,2310.197562082113
163,2088.1900982130096,2135.779249878776,2132.197748332744,1688.015718962184
164,1277.1458901089918,1301.3639556084368,1306.7384971177073,1027.4979430318049
