,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,1165.8833467572294,1443.2245257538552,7842.367795852461,9664.234526041711
1,65409.3714138026,69083.37404893401,63288.17891351027,61246.39134051056
2,678.8287875276317,977.695724256128,660.4572994551245,660.4626687578582
3,1129.1358845094546,666.4305100047302,805.4442133476064,2102.023477775954
4,1115.4975122084768,978.3283915254018,901.63178862086,1075.260334449383
5,1835.862298562317,1373.8912120143823,1509.0624214875745,1641.9917968470454
6,2279.5610288681623,1736.0927952891368,1853.1860045945205,1728.7065376803646
7,5023.354017064753,5274.544988463334,4430.554106291655,5227.385473045219
8,4296.450976280812,3460.216208516892,3877.363441421536,3256.453662958437
9,3073.054876775321,2468.4626021565077,2695.8485459064123,2580.4015590278555
10,5599.15739726307,4667.143618344819,4726.177876039148,5361.648479097954
11,5348.573015435661,4142.605104140469,4764.326837717568,5182.113041595588
12,6719.848906488614,5710.303198118632,6051.890855472769,5840.6567080451805
13,7210.763524938342,6268.027830867913,6615.118746530561,6837.144338832904
14,9261.21010260349,7611.648333838045,8235.634189493561,8370.749547838972
15,10032.061631403983,9593.821905948991,10045.571647887842,10102.686272412311
16,11293.358827721551,10073.280824868703,10630.934373915168,9955.938117694326
17,13000.95931105918,11486.999041162926,12136.746978649157,12169.393140142052
18,15382.453125783642,13988.568304069162,14398.033225464224,14931.459483064004
19,15681.365753909624,14401.75206937044,14873.195656553136,15375.12289847771
20,15769.026828364082,14401.62621771344,15115.762654295337,15651.44565162062
21,18831.43050010361,17319.74684630504,17663.25432345418,18348.65847497654
22,22081.562179605466,20567.7913637297,19563.723813168297,21930.09087958484
23,22759.39718818814,21473.368626180447,21721.86632445769,21892.59436217518
24,22658.244245897447,21904.228693433422,23323.074193728185,24789.228808491367
25,26096.87054876229,25655.09541413218,19137.876675975007,26648.734422223388
26,27937.25858211317,26885.975032500548,28289.291311448087,27833.116807712628
27,32451.74187030704,30876.573834867137,31421.20573861659,31959.11047542673
28,32651.750647285684,31709.904137334524,31352.918375855505,31290.472369421583
29,35014.30369822974,33487.93068340118,32738.5058990112,33563.96721573999
30,35519.015638224,34343.819778161545,34311.23497003435,35658.39041755981
31,38173.38200590909,37537.9652247339,38872.33223990189,38129.78129579902
32,42803.98598796871,42628.21040656809,42515.28186393719,41881.34991340841
33,44339.97600023869,40680.41972919177,45043.620242407946,43992.899760167566
34,64075.21467598264,62693.95687649277,63510.151204536654,62312.686577390414
35,39227.90534236812,37670.17201341277,38812.88860294534,36899.93412370555
36,54557.00584786147,54506.971471268494,55800.410770535615,51190.53220884878
37,60734.757735925225,58383.223152464125,60298.60197586377,59006.62066144006
38,58517.116176036056,56779.179706732175,57772.81936987851,55531.92190462324
39,87734.39460195966,87454.75711601964,85493.13845955617,74494.7029585447
40,76124.19121608727,76032.92750154523,80122.53188754889,87034.77307906034
41,72830.65898366342,70870.37505469601,69840.21601555872,66339.05407459979
42,75559.23831163776,73921.3031879877,72681.10352077824,70014.1204172799
43,75625.30654554609,73164.61194047707,73607.87225498525,71831.37502314402
44,77673.41416544464,80298.01287011833,80906.65047498634,80500.31612921892
45,82405.44371701093,80997.34572727547,81780.64415950511,79371.87635301262
46,85082.99058741836,82613.31829849599,83972.86039656804,82429.60866757044
47,88151.07619714185,85102.66133130423,87213.26016941798,84699.80414241567
48,92209.9631719126,91686.4620038796,92482.71599678358,88694.88753512393
49,99068.1217884584,97341.2981830544,97937.71001119296,96163.52835155804
50,109726.89492254796,109433.72038543936,112521.42081968284,120495.81577674132
51,104315.15100286611,102461.58834562624,102644.06739443234,105935.898832663
52,109729.07248871056,107615.9833578116,108205.68496840628,100710.8268740086
53,110626.16169249496,112495.99110763094,113218.0058742956,114545.27341073044
54,123470.8284777916,123271.42043184214,120928.6159387886,118434.947353039
55,119553.92359073476,117286.93980812472,117861.95996782272,104913.4715987741
56,127904.57069512457,127282.43512698734,125908.09149430868,120961.84296304846
57,92273.09893665453,89052.92976517895,90123.48536274234,95855.30206321413
58,137703.03421408057,133613.95548406072,137536.90812166926,139006.32459285567
59,140767.56565475088,137155.3298622281,137773.04258689034,139294.03614607846
60,108932.76138596494,106879.37215622992,108059.95658383584,109079.831662662
61,223599.0675414016,219217.91785316763,220631.9328712167,220678.09495425783
62,57896.87817261441,56791.956335414216,57349.29231740335,56643.08670534115
63,163154.28551881682,160380.03850060777,160024.99921328918,160675.3481214318
64,169637.91267238068,165676.3116734966,166092.16466436983,162409.6898969839
65,173093.51696532732,169067.15612530525,170582.1163632365,172455.22691273683
66,176386.15633929122,174582.5108435813,175827.1499746675,175565.70161153137
67,183704.92208381524,181375.0128470472,182798.6394912569,182688.33749509745
68,143130.2457343938,139210.9556907808,141694.1049085073,140321.18937952918
69,189740.96305558065,184318.30402912185,187109.8409026324,187289.33843843933
70,201419.94609392947,198623.97775447127,200373.6724235207,204885.86480574112
71,210290.5258779021,208492.92015425823,209545.70980635972,210037.09967744933
72,209880.3601559125,208520.7411148811,209773.6257879845,206737.79662179132
73,236243.68453253145,235079.7036580575,235011.0742947366,230365.8151873985
74,226877.00654134736,223748.84775014545,225843.5308550048,226122.6017955696
75,232635.246519538,227473.27819675385,228550.1239951055,233485.63392706047
76,236818.2399866625,236173.98303311304,236596.2070972302,234182.4263519703
77,242024.81914441517,241072.22500605887,242926.33514219857,243583.21783080063
78,248748.58660802935,245532.6476897493,247158.12713314907,246581.160962186
79,192309.48650605464,190867.9214951335,192734.23680413392,191627.38992606575
80,195988.5377606752,188830.69254705764,185895.3209835984,221777.39878024912
81,272227.15335384815,274804.1120713852,276283.82562093635,243298.5199876801
82,281577.245194987,278615.3560070207,284159.4814347689,281167.09342165384
83,278302.02670982934,279356.91658488923,280740.80775471835,280694.9144805958
84,287003.65082845284,288412.0807068908,289501.44609130075,290499.0363151065
85,293472.03845518106,291206.25694941165,294810.4369394994,291620.8239598662
86,304628.59812679986,301439.1315847599,302911.3316079706,301568.17476686114
87,308136.2239856165,303867.1064335439,306192.89437448845,304045.78695966327
88,313677.26902419224,312682.9247169295,314885.3021121292,313253.157002169
89,318665.31652075093,317759.7162760884,316829.4006585299,312177.6793561363
90,330438.0814351998,327630.04427998257,329358.49961876014,325305.50791805866
91,340178.0072476844,337967.86032483395,340530.98518017563,335813.5388631603
92,345499.20554605714,345260.8782356812,347332.94828486186,339626.6979801648
93,353218.6078674159,351542.87554138986,352195.1177728167,331966.06138441456
94,365786.7607783384,362259.0056246266,362240.1992554073,358871.3128724447
95,366774.6197319897,365417.6292934149,365491.5596170975,369430.7301456136
96,372784.2689488831,370263.4390259257,371407.0900328386,369606.4689559192
97,430130.5114595832,429158.0348413258,426732.576503776,425505.4860844358
98,402745.1644079508,398517.35288201534,400167.1811509871,403644.558301107
99,411382.0396287199,409571.7804850538,408336.09022406687,401716.1621347063
100,295041.58338447066,290606.41517580464,294341.357053501,296965.083103326
101,419275.40885821206,406613.5431069036,409274.23382689385,401553.559445858
104,156.76834900814822,216.8534867295577,185.6309778909275,161.3602079613963
105,276.8145887280849,358.3191153756211,274.0368078979264,303.0277940882912
106,535.7632181519315,484.7706890715557,484.3666023216744,317.4804007089328
107,691.3029739876525,572.0599113819121,621.9880011868905,571.328733999075
108,771.0508661054123,568.1606856782391,745.3301781679303,1019.5710397037914
109,1549.1614036928538,1441.215022655837,1680.986619027241,2345.9324543336197
110,1346.238996329419,1502.9156607319103,1430.4931272721567,1600.3945213767586
111,2539.220834924781,2367.2882290428656,2519.687852678087,2480.043351179216
112,2887.619544221512,2659.7770397993886,2724.0047543627425,2604.1822110871726
113,49152.3171150854,54123.4572203239,47778.80412674403,44430.62126477998
114,11918.825708901852,12375.315574289709,11016.414279710994,19222.153210311462
