,Theta_C1,Theta_C2,Theta_C3,Theta_C4
0,2325.65846449823,2573.716896240016,2600.816816161321,2694.79176483864
2,1228.2231674457669,1494.7966345341104,1274.7704998620902,1262.265186251126
3,1207.5584796699172,1257.7298425144977,1223.7528324952495,1137.5362341744435
4,1510.461652941266,1690.111176115868,1528.1653933957127,1469.462043052658
5,1873.90281994776,2039.574953504756,1906.4007207114196,1607.6258192782238
6,1363.6554406647012,1463.4210552260424,1367.8664681691666,1317.712552678855
7,1380.516399756168,1549.9824969801534,1423.7016562117956,1377.4609382533445
8,2460.0774352439694,2477.121221663379,2335.2548626198877,2090.979915048618
9,911.8368127352976,967.2315582430526,903.8123952038304,838.9864337129885
10,1975.0907777811103,2145.3548085520247,1970.148765334543,1873.6676371015667
11,1834.2806387589908,1983.4613309565725,1798.9322785615343,1750.67638692372
12,2093.502012313976,2180.878323126329,2062.666227023047,2010.2605664111588
13,1446.5670407075113,1592.3125336430855,1404.4493849418836,1409.4317354744069
14,1200.061001230505,1233.4126542445322,1138.3091924412015,1130.964090168796
15,1863.412116915872,1952.171565539304,1767.974773567977,1773.2847565358693
16,782.4117192627348,819.4033769151135,750.3548069134781,718.5368791325554
17,1361.1923078558066,1419.001280310642,1344.912287970386,1227.0731484402409
18,1838.163339919031,2013.154449393948,1764.54798651009,1671.9534401092103
19,1568.7581846577116,1714.841792530527,1544.1362368613886,1455.9754836357472
20,987.1125625765842,1047.3516535871852,928.630497503317,918.9068958128848
21,1788.8636437964576,2036.379751893098,1876.3975172005764,1734.4431956847652
22,1685.96220011093,1799.82650703815,1720.839348021055,1587.2288293980282
23,669.883770155511,738.5702864765818,673.3240305514285,692.0505126792422
24,1302.3951935577286,1520.9917632685228,1254.7923844650632,1188.1489780054685
25,1620.9701564933011,1661.1981860335918,1522.518126835348,1443.168330187921
26,914.5363171638294,963.9290994023876,886.3718634794914,851.8788026448176
27,1941.845479061757,2160.126860986574,1940.7044979485715,1844.9647838522787
28,879.0882461673003,930.126604734022,794.8659147708646,749.4260497510171
29,1032.9446827205793,1196.2679953791696,991.9649092937126,956.3409002462828
30,1008.6847758781612,1098.309717331049,1002.9538014226296,990.8290712082712
31,785.799252333245,852.0962458543233,774.1104016699928,758.0001029938594
32,1556.3578328504288,1619.3864639444785,1470.2978299443998,1395.8878774951015
33,1361.9585905613142,1459.9518695515912,1188.2255246880168,1300.5414655046402
35,2073.912104023193,2165.3003009218746,2017.8076307953727,1840.3928416244248
37,1356.7101190291355,1471.3318612564676,1335.5426861670005,1266.9790242605882
