,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
0,2339.56806658335,2525.9441592199287,2404.2419607548227,2259.333136798071
2,1410.971552836599,1567.978833923538,1435.809626034372,1390.2820128943
3,1149.615231506922,1230.9734043083067,1134.4131327859166,1092.3112507937535
4,1999.6882880442815,2108.580705140733,1908.3797375023628,1812.2235065907016
5,1388.570306417664,1446.5036726668573,1361.6576940119933,1203.0974951769772
6,1467.8659760166988,1562.8359427015855,1435.922163281109,1401.7363061954927
7,2029.1315945174404,2188.619259058506,1991.356657290578,1902.081384883969
8,2969.492124344488,3093.65868893687,2820.1784288851504,2608.8178911323853
9,1511.9432412307956,1596.858639169729,1470.005725927115,1429.0064737091543
10,1340.441557052225,1415.1979666604825,1289.5814766107244,1232.1490394073398
11,1899.5359921689612,2023.8928875430756,1848.621158234056,1718.1738126469563
12,1365.8170593212349,1513.1860304607187,1364.2396969599508,1325.139424944159
13,1346.885584585672,1441.9800771917085,1313.60635376213,1294.5020073068204
14,1697.634604501222,1808.5073588218063,1621.9610265509946,1567.2271410010494
15,1570.1227388202112,1676.2483970449923,1533.3892068994053,1452.7720481028025
16,1160.341336715854,1231.3260894735758,1115.1302146012802,1055.2656344395289
17,1496.7887116554166,1635.9235500624688,1500.1436225135817,1431.8544711767686
18,1128.741443236387,1219.8515860960065,1090.8068914196392,1079.255427656744
19,1235.2118457070358,1282.8175942738487,1198.14149239013,1136.6487233571238
20,899.4411665517741,986.3065226680328,884.286813123752,862.1336617788871
21,2067.587714489749,2244.693229874488,2045.7333167702984,1979.418829104388
22,746.0520843883113,789.2275657256496,717.8393438054461,679.8374030321025
23,552.5025848056345,605.8767383090394,545.2694578050152,533.8990868277402
24,652.0058495791767,717.1368303972838,632.3822676205469,610.3368143876505
25,2005.4872280255145,2129.076481121755,1952.3319718372916,1831.5088190522524
26,512.5218607695516,548.5748373552792,502.6380760519282,503.237565381878
27,1066.0016501124433,1140.5456373687946,1033.027380221651,978.7989796678644
28,1172.2075758520105,1302.5790326331294,1126.3619475317985,1098.3257639720482
29,500.47202737052737,538.3122656010513,469.0818184752545,471.9496687360032
30,1429.1283534902298,1540.09866619955,1381.6143135266698,1353.987432559749
31,1229.125208486279,1357.3449380764257,1214.5211663059497,1149.3027108199358
32,1013.2164277876276,1074.1732816988465,958.9457189556576,963.0847804393796
33,1522.1278311908306,1548.453530719211,1474.7597931277537,1411.2653125291615
34,3003.600343190516,3212.0173302787507,2896.5607074246877,2764.9291717536294
35,1796.0894234762768,1906.138227971736,1697.786001233099,1649.3178798831711
37,2561.029462518776,2765.7367077208664,2614.21705787296,2378.7207950620764
39,1307.0265381323704,1389.6715455159056,1299.165357047734,1268.7054898036126
42,2239.978444997031,2373.900465815893,2152.826149074194,2095.443166908371
43,1757.4185340592262,1830.7836250377572,1677.1516677945124,1599.939916699601
44,2355.8911096860943,2518.3185410504825,2286.219098515781,2190.815888273267
45,936.7384762034554,977.8634387364914,863.5967650737771,862.5572304030795
46,1586.5599507701097,1680.230229481379,1522.5119573106117,1408.7200901740302
47,1454.9422551654975,1589.414894754564,1404.7345306244194,1347.6488806693865
48,1243.1811356863748,1363.0578379544709,1198.9027873913303,1103.1798931440544
49,1265.2335388178865,1341.998632835967,1218.2866992085492,1154.3265256123616
52,3065.322999437187,3237.2397258559413,2962.3094743513843,2544.289279562463
54,2086.221553062848,2280.2297841059185,2029.384159708048,1905.3987174416336
59,1916.9859978739128,2018.142819771155,1846.6952153077928,1634.8597929952334
60,2125.2282080348045,2284.898731057772,2066.4648485551197,1863.6012861487488
61,1881.2639541699573,2048.5259566464874,1828.342859512496,1611.0209506638262
62,2213.5269857763624,2403.2955074834763,2159.1199875300167,1954.4106985490305
63,2946.15037763031,3155.3114857088995,2851.5989830001904,2611.4279328845114
64,1963.1356030069944,2166.887688552712,1936.9790746936303,1782.0850508324168
65,1785.2433625061835,1908.3594828641249,1710.5180957553096,1510.4741576114272
66,1182.5588159622264,1312.1907000103447,1176.4638825017164,1052.9275907784763
67,2140.7150757736044,2319.418311875847,2072.086922237217,1842.9159409368556
68,1304.340373813928,1384.4495775751573,1253.9284311536464,1088.8593575324724
69,1008.2202093438502,1084.664585820477,968.3742386977776,829.2942888875858
70,1965.9256881404017,2107.877489607376,1888.2687403557984,1697.006714142657
71,1353.609674786874,1471.0365241100887,1302.7577042545004,1268.4450049452614
73,1527.486829870842,1659.1989593620958,1472.303620966877,1393.362348022942
74,1141.4787444304577,1213.778353296346,1077.757034025574,955.633235379276
75,2091.429171309273,2247.0148619853394,2017.732466736744,1800.7148166516151
76,1400.0409047160567,1463.5601385426835,1345.1269893392032,1227.407024898473
77,1200.4721356856626,1296.7892599492966,1152.0664440129294,1091.5345132728032
78,695.3003009258222,741.3248834235583,666.4927302704401,616.3178358006494
79,1916.1080170226703,2070.9080599974477,1839.9397324541987,1462.8861928293427
81,1707.2030588375176,1848.6837967797835,1645.7346214394272,1550.2899051274203
82,1635.182152631029,1725.024167979034,1539.508517279171,1401.7714757981985
83,2655.637528488903,2816.974824233441,2487.6872282360537,2243.695255854118
84,2057.290271093037,2181.4307797020365,1937.3575590168127,1769.0218742763575
85,1039.5550235989365,1132.2376611918448,1009.9555531661322,963.0012646190788
86,1301.4624014348988,1379.5753600709195,1225.9225063818658,1139.7353868500231
87,1078.9135133742204,1138.6318249354913,1033.5046463444949,960.3415742969372
88,1264.2789852222418,1416.7461773430905,1206.247859860728,1128.8959787589158
89,2246.957965285289,2401.3565218243043,2130.528970056949,2144.006213755048
90,958.7450602671264,1003.0260082825868,902.2760772167458,889.0682858589174
91,1834.498278232744,1957.3658750057948,1777.4874462687185,1654.0894164100812
92,1769.9711052198045,1891.197869858728,1719.4046260463324,1584.8959060894397
93,1597.7195942849844,1707.369698743593,1497.5366442038378,1393.6287866621312
94,2930.592580306806,3158.501835751579,2846.0407256204853,2579.939588778665
95,1422.7778050333168,1530.9531343253138,1346.6293870887862,1304.1754053041886
96,1073.2305191743535,1161.175342372605,1025.8561409840518,1017.1156919526452
97,2196.8998464740234,2329.055426933401,2083.689384921517,1960.4705889207507
98,1905.356830327878,2044.5764179642213,1829.631073240712,1756.6389621528403
100,1789.9583013069253,1865.4347321242703,1684.4949609296923,1618.661108631003
101,2606.2107988589446,2761.0124237775303,2475.317687235885,2416.614476258372
102,1228.2562973687411,1285.4372205025054,1160.477183215095,1156.9364423235547
104,913.1081550107136,967.3615137539904,854.5114796970146,832.6747451884734
105,820.6488194617546,846.6584095433316,783.5432552734744,730.9207551249552
106,1269.6284669248157,1342.3973369634516,1206.1627118286365,1167.4914229134984
107,2749.3564634105032,2928.4034815522014,2604.5413818715638,2505.9991291849788
108,744.0977087862818,794.464312960858,725.5187295319586,680.6595039698611
109,1315.3710932898089,1438.2293574665496,1253.0129359689718,1214.156524065118
110,1166.5904424637606,1280.1585816462025,1138.389225686902,1107.4248588181392
111,667.1602611626246,729.2065313719971,641.7229502479465,606.0243392356465
112,1105.379257397658,1163.1706283374233,1046.8271343015876,1002.2572933986804
115,2322.1375942988366,2440.455399960055,2187.3045657060525,2210.827904282325
117,1149.1846768696355,1228.4728050453566,1107.7930869236843,1123.7952090181927
118,1197.4821637708335,1245.5806060772338,1138.8654436885015,1088.3064622041077
119,781.215300056426,829.0752426256147,738.4756273096496,735.2108800449954
121,1947.779911944357,2073.2804244359013,1877.4062940776664,1752.710290964245
122,2186.753093819354,2340.327235507791,2085.071580934367,2082.0573907732123
123,1224.9619282906715,1324.5749493416615,1178.9030794534626,1236.7964239839632
124,1438.0735124614653,1539.4525949205197,1370.6448964499384,1318.8347530947844
125,1654.8050639179612,1779.9398471959605,1602.9804146601002,1559.6807253997129
126,1204.1606261168895,1277.756374097844,1135.8223844083009,1174.104702443396
127,1504.5615114394086,1605.9636439960236,1455.3362514422415,1507.1379089834
128,2237.031714257155,2345.425496677932,2123.153653922947,2181.5058853624787
129,1282.6120425380634,1359.7253163332327,1190.8467216464524,1245.4595380005314
