,Theta_C1,Theta_C2,Theta_C3,Theta_C4
0,4302.646366267138,4614.373624955488,3784.859863899104,4106.668581054689
1,2326.580342611528,2499.713685212967,2021.3828894875217,2003.1248283978684
7,5459.63837351532,5825.882015998321,4842.788787804385,4702.244793199431
12,4707.787806273822,5117.504808740006,4218.488530509698,4353.05788859572
17,4411.977045070089,4754.20565058403,3897.346528610212,3862.272644168247
18,4208.206625420848,4496.659675192139,3870.902926310889,3477.2056868857944
19,3990.5996968805393,4181.067882255129,3600.460224685156,3165.7984780275165
20,3286.195426824289,3495.1247338131734,2915.7654705201,2699.902460719629
21,3394.8620644428765,3668.494988584679,3075.854215695834,2696.961884803712
22,8112.275344661726,8690.722630662913,7355.784483409617,6343.271601473893
23,3422.703952498241,3705.791284046635,2995.47981523393,2754.0542037829778
24,6801.955846213925,7296.8390656665615,6164.880410244428,5894.907079539747
25,4259.461271295924,4503.489427885493,3772.997351094912,3646.963925714824
27,6849.591505264598,7321.500272872,6133.757205654638,5634.615676870429
28,2966.411821358153,3151.667516883301,2596.881442977302,2495.0447253939856
29,2072.453115736832,2199.7382703938574,1847.2455773125007,1620.4606914878875
30,7052.202658254516,7486.13131313078,6299.805371715523,5882.008572927381
31,8850.03641711102,9565.438276234368,8007.8621324751475,8793.26276834234
33,3315.203785424914,3503.937615938852,2978.952465022735,2620.08709058402
34,3024.030376872985,3237.931464010119,2728.013472849774,2443.611688850418
35,6991.977610688993,7381.233699571874,6280.2815825537855,5549.1994738452695
36,3807.4139224981,4089.071244531994,3387.664842293783,3135.766486783934
37,1857.3747115225265,1999.5439244821032,1720.297431182836,1463.4213271094163
38,4212.966114015197,4553.577538130432,3869.985964162101,3305.851148547462
41,2489.1312382120373,2647.858473972401,2214.470477554461,2132.957160025093
42,3171.0748112031183,3357.2634868584146,2783.1985037085306,2596.2834294013496
43,3286.162139778183,3509.47919705928,2934.6871209726314,2761.343264934794
44,2511.770680000188,2680.474000772445,2322.138787645973,2056.121915559565
45,5908.700079768516,6409.547823914495,5336.197799524689,4991.347362385001
46,4240.145901008339,4524.274083009429,3851.06454504142,3355.8830283073808
47,3723.791168077188,3965.769402115864,3335.9006531125665,2995.429825362897
48,5514.1228748975445,5988.149209060231,4939.982642745868,4609.678815428149
50,2176.598626710579,2361.5272039412625,1974.3749433142168,1859.9705413538868
52,3539.6017811238257,3783.8458989607257,3216.11475785756,2863.7132515767853
53,3007.456112351634,3298.6695496431485,2704.4449202855267,2436.4472378073638
54,2915.798076686441,3146.0951612777008,2698.004340123486,2472.1387991389247
55,7373.237754396192,7931.284780074548,6639.715120305964,5888.102872110523
56,3857.092032804602,4154.2880270111455,3451.4452815426857,3009.25025966712
57,2825.400567515216,3000.294604535396,2566.152098272396,2280.755543548267
58,2760.136156371732,2948.290826068055,2487.104486293243,2249.504182646435
59,3194.445110273492,3483.5236230375995,2969.9463089821675,2623.904823724005
60,3428.748591705503,3664.588393403327,3107.1813873000187,2785.2061975064616
61,2556.560653484522,2714.0067245540577,2304.4620056543945,2073.272774629903
62,2171.8244210225744,2292.7556090906046,1947.4838046041396,1746.8150708857518
63,5062.300865229652,5458.656593241352,4544.615860585422,4150.573371974078
64,7578.308527470025,8268.203811181718,6894.007402322153,7047.935918610674
65,5822.45712878347,6137.471540452496,5232.236164431898,4618.206895484398
67,6327.78325933857,6799.801738460987,5747.207462232771,6191.473005411242
68,4223.358443893428,4611.942103500472,3839.714523993223,3398.524418786896
70,8763.979889100388,9456.50654945197,7967.799525153005,8303.142735545813
71,5987.823837653148,6409.656310623982,5397.193042369232,5361.982866047988
72,3511.8864902258447,3757.000814099648,3198.701920775237,3057.872694269849
73,5216.915646444939,5617.767149103831,4743.093263366695,4570.36600859875
74,3499.9626024701192,3793.493904613807,3205.729169201043,2856.279455015165
76,5783.34986664682,6272.953741826915,5298.234818274643,4862.3521287096255
77,10110.687343284011,10833.667362129756,9052.920978561484,9610.680142067697
79,4487.872733035289,4747.332360137136,4082.062087008501,3881.703307560232
80,5927.52487356141,6375.593559626828,5378.924681895791,4969.671549735806
81,5152.5203640738055,5517.375261979565,4645.802454616963,4112.282127133226
82,3515.1915828707392,3697.596974349036,3202.130115393691,2778.602522560913
83,2481.0400345568232,2695.217220871441,2298.5568539654014,2050.3419567305777
84,5529.315228005251,5878.4141358998295,4976.121097316392,4368.835401648737
85,2426.518323177927,2567.427577234614,2150.4629791859934,1971.324189748135
86,4361.206806088308,4677.32151975625,3954.157858908602,3663.9405534429297
87,4999.132306934855,5334.5553270435375,4530.591224105677,4423.448646092691
89,3086.7949365435834,3330.6317416143206,2843.969653294618,2569.755939435247
90,2928.111790678213,3132.7539502369755,2624.3024241997846,2447.4595080044555
91,6200.208461329186,6709.462705622611,5634.994094325403,5607.464879506847
92,3912.992308827989,4181.280873921061,3535.565268907635,3270.3138737501663
93,4685.429312421442,5065.19895516726,4284.250382864297,3836.6531531482415
94,6034.8469929936455,6443.239350556038,5486.524540917193,5270.160383930955
95,7957.892636160315,8576.89437745315,7210.444104972432,6696.389511062132
96,5117.444746897344,5500.1240412509305,4644.4586933459605,4273.759135511826
97,1602.311732847209,1762.6257925596392,1537.4643680612162,1322.0086784690538
98,2792.5942239727547,3003.05073073792,2536.2880003747723,2329.352118839828
99,5832.671963997955,6223.846165660596,5302.264379953676,4916.130329472044
100,4174.669526743232,4484.794649737376,3741.751902089332,3361.5096095930794
101,4961.879516095383,5283.217251223918,4526.262723957139,3993.045786661535
102,3918.754518737576,4143.57268172381,3530.9833727908167,3185.666228447305
103,3549.5636736002034,3855.807588298313,3250.5157894490944,2941.202233452218
106,4540.241464772747,4884.355415921641,4161.144682619117,3751.542897752078
