,Alpha_C1,Alpha_C2,Alpha_C3,Alpha_C4
0,3594.865147452801,3823.173530929843,3108.5268796240875,2657.986393265608
1,1161.7374686533772,1239.5299953880794,995.6362454755064,873.4871972144791
2,4131.141513872253,4355.490241412138,3645.862813430618,3378.4738133308347
4,3866.6258527574287,4120.469598269861,3416.9654124844105,3327.298867450016
5,3422.3123030673373,3694.620393908476,3091.78604805376,2801.1538257049974
7,1571.152587723124,1670.0034839482737,1396.5471454707288,1281.5602180788494
8,1843.5025168986556,1972.317738794152,1632.3044333214325,1428.3781875361033
9,5909.583671499104,6292.6524308290245,5239.304070825091,4982.520290187067
12,1919.2859696940695,2070.5500806647315,1709.7139757866023,1561.129899342027
16,5768.384714442441,6211.2422544435785,5128.194486450084,4824.235952230685
17,3676.15302062956,3940.0217919153615,3301.4049081658786,2905.722950120053
18,2996.54475449951,3145.36631507634,2598.9196443311203,2290.1925314371765
19,3582.069859096071,3809.217737329713,3218.680572362628,2718.756411059
20,2193.754864458757,2281.182210888353,1910.5142383316756,1698.234555053123
21,3136.9400008989446,3342.9118751788324,2836.1438259119195,2422.3641540345525
22,4217.712504159797,4542.25935309815,3775.319102476194,3224.354593970839
23,2082.624799076963,2237.3323089313462,1864.7660290661752,1589.3701675715934
25,3404.7115060409933,3562.253832348278,2995.6661778077373,2691.978427650311
27,2895.6641596212635,3163.9046640747606,2648.6061266853485,2180.2341121030618
28,999.6335118365934,1072.936522647922,928.4129744493064,780.6631229309188
29,3056.373220362274,3265.051064338386,2763.292303516095,2320.8061299692267
30,2348.382639225055,2504.9054863383817,2095.289284879106,1850.6325283441868
31,3996.193716307831,4262.711037091777,3601.2279747138746,3363.183303286853
33,2150.180598240993,2322.314153202802,1992.833013728643,1651.585393865552
34,2445.951230197866,2606.4439356044268,2173.2021609752287,1896.287262832947
35,4738.803328958618,5071.379112850724,4284.857187021116,3632.470152608643
36,3546.522168797775,3812.4231416950415,3198.713956905344,2700.175225484345
37,3018.059251986951,3264.3099291158705,2753.3307916004187,2355.325910242508
38,2000.182515853828,2135.738997597303,1831.591181105547,1551.7251072643082
41,2634.74929626989,2789.8467024671822,2365.505347333524,2073.4779173796333
42,2292.003376357709,2496.5640936002173,2128.965456998476,1843.218685303511
43,1879.9544802131056,2002.3099514525657,1683.988523733215,1553.6081110867588
44,1827.8465221188196,1972.1240203476325,1668.981591274572,1419.688471461946
45,4783.09073675206,5160.128638075638,4343.051634747833,3747.767505511256
46,4140.5159753198,4485.182233482663,3769.185917526554,3159.06897519061
47,2749.785648943733,2915.949735754071,2467.581414498175,2172.3138400617017
48,2599.5080966560126,2781.8376442719014,2342.530358259639,2012.9112558061731
50,2700.823978642844,2909.1377213322967,2453.6857681520264,2169.7200121547826
52,3635.028085097848,3845.805891689077,3305.121601632374,2895.230195307204
53,2448.755114346435,2727.879522266061,2241.310908237009,1877.7417610759856
54,3353.0665372617423,3556.12206332795,2991.1275450062967,2664.1946629757604
55,5348.930939170539,5747.635201063745,4849.717640126728,4166.248107109694
56,3288.723305347762,3539.6043080927025,2973.2700679357868,2589.7157446989986
57,1442.4895196190218,1548.9160693128129,1312.4074332482503,1143.777778518564
58,2017.2867726781917,2173.585275144683,1820.2583274869091,1579.6311912209983
59,1251.6511016655388,1344.0671922784024,1128.0948070324423,1011.9671598190145
60,3133.51353952624,3350.913553702472,2840.769815599658,2441.2593033681837
61,3346.8522355872337,3586.3644131247192,3006.2533699883047,2600.2257739427814
62,2795.572176793507,3011.2181836614845,2521.7950694214715,2206.4912471658213
63,2434.7486794095844,2625.696126827996,2203.142956048443,1912.8698519179584
64,1884.323366158032,2015.5967512136287,1698.7349383228986,1464.6196061448754
65,2143.622711050792,2281.384127920985,1967.1587908376332,1630.7960410151852
67,3362.8638498721166,3555.3777811951554,3026.895471672492,2865.3290496327754
68,2119.2654171787294,2260.832800986387,1931.5790745830416,1666.4146240230286
70,5262.3399231904295,5638.933591040411,4766.715274836032,4468.001771265847
71,3240.186498750066,3471.267987779045,2903.7128142973543,2578.511655395287
72,2669.76661168341,2810.2805509186064,2434.589105626493,2065.6105878320623
73,3020.029105537224,3218.094609900142,2769.6817038500035,2437.738966651817
74,2405.307175500376,2599.448339380608,2189.1837108880045,1874.235912248516
75,4624.67919382854,4941.632597914938,4214.75585731701,3638.221684707984
76,3410.565946335332,3585.470372533469,3075.1189589923506,2713.8264421608983
77,4624.464607186399,4954.917839501597,4174.406708233738,3749.4714364974016
79,2742.0055749363823,2936.2398514228944,2537.505635166635,2118.0198996162444
80,4482.198132146857,4773.455900702137,4057.7027666025942,3631.4739325450464
81,3598.372416186113,3861.706587838869,3232.134213055016,2821.340125853582
82,4288.4203933038025,4535.755282302574,3877.594024534543,3290.7740805784024
83,2213.56489121969,2387.8694052820656,2022.912340148794,1722.7700946992427
84,3618.4641541857486,3880.8016841503663,3267.08531509282,2770.222682416313
85,1297.2772300483375,1366.4243289013723,1168.143037775921,999.0264169433256
