,Beta_C1,Beta_C2,Beta_C3,Beta_C4
3,30.87496304861574,1107.090847181248,1696.5509646641412,1672.3437027791426
4,17.955132133447627,1101.479675883732,1606.786781552652,1602.5800484865438
5,21.11999363762267,937.8866447213338,1370.4382256479632,1362.9823174951564
6,59.7699336863928,2200.9157398046355,3228.3917201400286,3186.0401478958
8,28.450258456225363,1382.2041690328276,1932.559766771012,1945.1016086957104
9,23.1689624016446,899.9238939021932,1269.263922324346,1283.7546194144086
10,24.775461203190613,1127.7178551010802,1540.7370704300397,1554.7735331330805
11,16.246163927338106,948.5454608162264,1276.417707466199,1279.8410296446607
12,17.397735464830546,902.5403276876942,1199.243056263268,1194.710263499362
13,30.531212748185485,1609.427224698239,2178.492535083577,2161.8003089804533
17,21.956282300403245,3390.6761470074475,4325.673919211348,4356.96507067278
18,39.43951051681992,2029.498573186332,2590.783981209978,2591.220573289637
20,33.50140963049983,3361.503910353755,4253.67407456326,4248.160790926168
21,31.085810912578356,947.7615403346484,1214.6978573148035,1204.6528958949643
22,33.93285712124366,2022.20607336524,2535.5385872290626,2537.8246859124474
23,23.95987974787848,684.6460320677105,859.9497705356495,859.471490746425
24,19.797436296916597,676.0891379460189,850.3168403728087,848.9221592342105
27,23.07450882259872,1030.044144064044,1259.4022632094518,1261.2491247220678
29,28.561875144074158,2104.320289645688,2559.98646408744,2564.6061963722577
30,25.20041077329393,976.1866942868016,1180.4778596462395,1184.7108140262485
31,36.40115009794295,1377.735854993261,1664.9130426546187,1653.6295171449754
32,21.14593895737554,1065.8882252787455,1275.1754015246922,1274.7776963817882
33,24.8108965827798,952.9074300713236,1134.419732553595,1130.3977389379563
35,62.948117178857885,2476.5972250087066,2943.858765843353,2954.066944639824
36,42.213005060187314,3500.19492192216,4176.332346058603,4173.320381955278
37,43.77774796813816,1104.3812786572687,1323.3608122582586,1340.3692382876695
41,54.65861124994295,1537.676532480768,1786.809094705962,1786.0047284975412
42,63.43971399801758,1927.1397794724492,2246.032941060441,2237.750037329955
43,39.9354497141412,1459.773019569129,1697.6550197516035,1691.492984416793
46,25.792357653690733,1181.5043341510443,1363.9352021506347,1361.2785773122466
47,27.702615838147462,1416.362161812401,1641.2842691054725,1645.624552451521
48,38.11854094737033,1671.371756924556,1924.4487875203156,1924.4696678914288
49,29.225495392693528,985.978972593357,1132.8954263889036,1134.2400353156158
50,38.995555851191895,1589.1191954789056,1839.7103276198288,1841.4078364328377
53,17.53194194659786,3271.25251526068,3734.2198161018896,3722.146451537458
54,27.37569422331674,1156.2989103494476,1315.175525061328,1315.8586544889563
55,37.96628564958456,1803.1201882709877,2038.8774654040428,2037.4194282647773
57,41.83146325638774,1597.616377061397,1830.0952192961988,1824.515464783594
58,36.14073378018126,866.9223613377111,960.93608368085,962.1816768353808
59,45.45445171143872,2200.0501739874026,2451.5190306872,2436.4215595725277
62,21.567575058596788,697.0594196890978,781.5661264176879,780.958301841233
63,23.55227175749005,730.5958518620389,817.5154523401043,818.9489050214788
64,38.88620656226508,680.4605633939155,762.8519885028676,755.9355728694235
66,33.69354768592275,1546.7626521643892,1727.7023784376242,1740.5365504202389
67,21.966775114365284,752.6787262398143,847.0158753847777,849.2521917796566
69,46.67183416635479,2984.915426424004,3335.848453995864,3320.767914022248
70,35.146869508914044,1531.7166478646163,1718.4720018424066,1713.818979215526
71,27.573056531899677,911.5245328887496,1011.4007491606754,1004.2138166724558
72,34.099975613171594,1403.639275742113,1582.0593299065813,1560.491920498853
76,33.87052558864928,1306.2902460486694,1435.9493913977683,1465.7950322506815
79,39.37137430291016,4048.8491752767072,4449.990657250812,4457.048230696855
80,19.593687673382075,2540.1552157625506,2810.4402321262723,2800.9058057513644
82,22.877663415582788,1894.9273384338132,2094.2895875881545,2088.415399363967
83,20.744187846205147,1195.9309617269496,1325.3607845000538,1319.4740816166327
84,22.99922325456849,1698.9460201586069,1833.04164053511,1835.3386795678332
85,28.344089450927083,2288.4844569841684,2520.980883434897,2517.6998060984424
86,26.08623733057997,1152.6761307898316,1253.7347523635583,1251.4943300433986
87,17.86942364903779,855.9852336523757,925.0172021401706,924.8557761116222
88,17.388968156247202,1641.7209454096703,1777.711926368254,1781.1412363717477
89,28.17264684088752,801.9888710287869,875.0435521551801,874.8182678359447
90,32.487048847268134,1100.0891942201577,1198.738996705673,1202.47668814784
91,21.599057142976392,1073.1853538465496,1162.0548017424596,1168.0437847574824
92,22.43563809423862,807.5662733587532,891.299961213002,887.5894174597223
93,34.073916704460984,1147.2734444480195,1236.4049750466918,1235.6971493937208
