,Gamma_C1,Gamma_C2,Gamma_C3,Gamma_C4
1,1.0354906723738708,110.98162351504595,175.54099665040732,175.02210090950584
2,0.7979299713078778,62.633283134591686,96.17450073629333,94.723468620603
3,0.7012623075825629,46.02774940407741,68.67339844780328,68.00926565460459
4,1.0329822621156295,70.51542050424041,105.10326616936972,104.23664842393852
5,0.5310994867135589,78.4824365497843,113.93899487976432,112.88949930996938
7,1.3075470364164568,87.96824909610278,127.33507559160502,125.75817956990689
8,0.7492160095044504,48.46927555907983,70.30210434126161,69.93510033541058
9,0.9121825539935592,52.82896707620311,76.5588031808404,75.31791836477444
10,0.6426268184109866,39.934462854595466,55.97704888243663,55.8738555956534
11,0.5453047738579287,32.99153579415283,44.68706722194307,43.79433144354257
12,0.7841351666704565,43.5744825509963,59.49593596541699,59.07030154249888
13,0.9830826075333484,56.90773934658717,77.88645141034945,76.71782218507593
14,1.1988672428801177,224.1101602905581,303.0123780512374,298.3372183886765
17,0.806748775508525,52.33768966849589,70.46176582209065,70.41762332921806
18,0.9550819786334068,76.7649829588644,101.4085971353858,99.96451104857644
19,0.4370588357305939,27.21680050200493,35.2231207841306,34.43095303023483
20,1.169966200666858,108.90782498263968,138.65500231415604,137.92030107443037
21,0.626612855329233,41.17158351197386,51.70625221490874,51.29295204047587
22,1.0243354859029086,93.10398478642216,116.35738438774165,112.41511528042976
23,1.0230001477327193,62.46587994298185,80.17624427933625,79.15223520252219
24,0.4687676387873423,30.06537638220344,36.59353227960584,36.66029715000828
25,0.5424025246400084,65.04565160930947,82.22616551541226,81.43757491838741
26,0.5966078694943754,165.15770128461563,205.61327408090196,202.80429795757496
27,0.5720597764120053,33.35982330460079,42.05184348808535,41.68740229954647
28,0.9171714242061616,228.95499646418287,286.7118725149247,284.40974128100345
29,0.8136426752523972,112.4652752177912,140.08451377631724,137.6948514264521
30,0.8303372438010732,56.05490781966231,68.42003362064925,67.69524068383444
31,0.909267921633469,68.80944435326595,83.33421208475727,82.26140678352738
32,0.5431244418241298,37.27601986434711,45.08853734194755,44.94413191041316
33,0.6856776848392022,57.367875129288215,69.16071317533608,67.91517292697725
34,1.58189146152565,137.8294072725537,166.57263411111785,164.0266453207608
35,0.5009836335526561,28.889302458673377,33.99309793108822,34.04124949023376
36,0.5743322427671386,228.84477300288583,277.8062574117956,273.868283854564
37,0.6089087182729649,24.058635031952647,28.18711138117484,27.614324750046823
41,1.8374678332871035,35.81030595916593,42.53128633946281,42.0163904857008
