,Delta_C1,Delta_C2,Delta_C3,Delta_C4
2,112.97116048163404,184414.79082177204,385475.1397283211,387041.67816727946
3,9.442218224010256,3688.975469429429,5293.204846753758,3342.189686293804
4,24.28155797497801,51238.06261123038,92021.7042809142,90999.65689849778
5,110.33931580765208,5649.859816750954,6829.414126727844,4790.089327720773
6,431.05983371872543,15861.062316979393,24503.8139315088,21669.74827400837
7,560.593279565892,128584.07088725478,230079.02092990137,229643.64430880212
8,1077.1427884469415,213131.12476432056,350564.0422016599,349823.5748256032
9,1201.4492008570328,8782.31171874748,9033.900697917115,8391.916912755876
10,2204.470463573614,17969.63905567517,25182.19857566446,21085.62082257708
11,2362.533149157827,54676.27788062989,82454.74158798685,81802.71404648355
12,2770.4145706425184,32161.51525137916,47944.75117612954,46523.99227150316
13,3488.199835653979,105559.3315909321,157242.69516128878,158394.89039606912
14,6889.969006899112,215436.48791294047,396500.1302136452,399148.1468112497
15,10847.312095289491,115301.92368223087,114235.65106003996,149280.28897275202
18,7756.536731542837,219115.8220753804,318336.9619348038,306495.5033146981
21,11984.564653384396,18230.395692421767,22815.33124653173,19965.82269289438
22,13104.809570444846,27999.254031871515,32362.376220984926,30121.90552139125
23,19284.28968130278,27608.341301970773,30592.13862233314,26598.480873057124
24,15929.172529672123,29037.3016650198,32923.14958060661,30628.988694459284
26,19107.868494451464,36416.00632047068,40589.2348998309,38165.78038834037
27,20690.272810656174,46111.77232785166,56250.39904262932,53397.37817525865
28,22733.50605259564,36460.79377525871,38438.914055335954,36047.43085396079
29,24639.259708516183,52405.19745680702,59231.68560135975,58519.95670184938
30,26728.61964703952,81579.4766225213,100008.29684267029,98714.63486513156
31,29086.564130424835,17321.465972390444,21789.685742007863,21721.2979485218
32,30594.04267770792,43339.44186358216,43726.37831661424,41620.17905669146
33,33182.43698539998,34138.942973899146,30846.498013670545,29685.36645056237
34,34344.839812110295,73537.36014749379,87147.48167885716,85341.35861543873
35,37757.838651853606,48049.40368563753,49226.62899646372,49512.116371270735
36,39497.9690650546,53086.19872771735,55637.21001709702,56374.315679850944
37,41836.548394267455,64623.57483911371,68291.42954834609,68098.43598900762
38,44348.85444251037,168297.93476407486,214677.77676456756,214959.55839105783
39,46951.61881806805,77161.46657237665,90665.62753438875,88581.65852910519
40,50285.6655396046,73368.40880189845,75842.00096575516,73913.92686438431
41,52591.25376345275,65415.55099500839,66769.72030622096,65156.6525399923
42,55267.03409692174,90382.6492345884,99215.99823045036,97820.60770887736
43,46540.15837278192,50747.759515561,51354.6174374912,50466.32268825379
44,61599.47632262704,75142.56016588215,78308.06272773155,76236.88140302275
46,69506.84202882687,137521.15228446104,135858.18641167908,134778.4579432972
47,71102.83704758284,109072.53731829349,124632.03132424977,123238.12763655536
48,98679.74842741652,116654.09541978926,126248.4534846082,124061.15241189384
49,77330.84442153318,80002.88836387241,80294.55687320733,79809.77841402852
50,80664.4089421147,127353.27062886748,137392.62878904067,136510.21701704548
53,91053.96844150896,343517.86724998907,423375.7423170988,424773.8265964389
54,76405.93148418085,207158.18020887245,222510.80573501048,222039.80801323865
55,99090.36611549689,101217.36417308764,102593.7399835676,100227.11452268835
57,107190.43423579387,121366.1928312734,115971.17509311296,122238.59801678036
58,146832.5973833285,154286.44444097302,150753.66130419594,150866.84995878208
59,114032.30750797468,118178.61266303416,118834.01068926802,117455.48067349996
60,115338.8324679391,131316.52702934528,131973.20531575123,128384.8173976394
61,122984.38137027172,126380.36416325966,127925.09875601814,124577.26089421572
62,125855.12713176815,132267.2662711105,135629.80536747567,132463.36008151737
63,130239.51102742528,130493.9275300858,132248.78349946582,129572.92228745608
64,134237.43753258992,135640.97701337063,137406.74740545324,134313.1904645694
65,138975.40650916487,146583.07775798475,149743.47975616893,144948.8698656896
66,143495.92383457447,140895.95361000326,144666.34366013532,140431.6945962416
67,147594.4246055622,153179.22220158734,154746.34078675706,151232.0527500018
68,151952.99255280284,187999.17165765632,194797.717437062,192414.85021875956
69,156671.4383160006,145939.5104175576,145105.32938954906,141478.41315120528
70,160351.66957487387,227040.00175703745,237333.5510981692,234150.22147868745
71,165220.60497811265,142443.47462571532,146112.38103985475,144254.4247394123
72,170240.6072523725,221997.13084278608,235516.73900620337,234236.65774605644
73,175305.0742141107,265755.1127837365,279105.7142612797,276713.99009373673
76,190493.8135358752,135385.98518391987,131441.5793109426,129424.52946754696
77,156186.03122737486,156050.6415604689,158690.45364248182,156008.5967099472
78,201925.3646664573,322258.9114753543,347395.0018137422,347698.06966902514
79,206020.5688174351,128187.3273706585,126111.34900183504,124621.11485672391
80,212328.57900377552,217011.22216950255,216713.9671288256,214449.19276444823
81,216770.4933314139,331257.58759918547,350580.2132450857,349199.44385020825
82,222712.67375559927,242332.70944480432,246449.13396457228,244043.6100096288
83,304070.0044683721,296639.8796612725,295945.4452583334,294105.8493910635
84,233397.818047304,228240.34273178983,231309.77367494864,228813.6431574919
85,239053.9435954066,238001.4088998226,240334.5085658435,236659.4804533229
86,244043.53642305205,288308.45665094594,302026.0725146323,296734.78790265904
87,250175.16468561368,248472.70994005288,249167.6402658907,245869.4336861137
88,256005.55365619055,258496.6282208369,260531.61776379563,258915.4821983408
89,261554.9151907181,274604.14875251456,279437.88752766186,275898.12419486407
90,267578.6149941659,264096.6767260574,267021.36049288564,263956.20602269704
91,273514.28197665844,268316.12851975043,268180.7359078584,265982.747973876
92,279228.59478578286,270540.03681324795,271747.9713425575,269468.5826546166
93,285203.3850498671,282102.5983507369,284854.1282939257,282069.8114078324
94,291355.9686215068,290955.7102278993,294071.6686126889,288425.88137090707
95,297152.8929973313,296113.71738843474,298929.1569843059,294355.57040459174
96,303969.3970148085,318751.58016402554,323255.42084660777,319242.3086232696
