,Delta_C1,Delta_C2,Delta_C3,Delta_C4
0,9875.89635347768,12378.595749804215,17428.40836649604,10189.329098814567
1,4588.116722821226,4846.80134101776,4484.667288979129,4522.393912365884
2,3373.883994269303,3601.665220693534,3768.760988769343,3598.8109932593334
3,7074.506174081938,7557.630663601763,7880.190724420972,7589.862407721005
4,556.9985835784431,670.0164966611652,1577.4736759041032,1387.228637730443
5,872.3685208969882,1027.0331012886031,1854.273580168348,1809.977291428268
6,1385.3285403282232,1479.987457762655,2712.4054347977926,2534.3800454445804
7,1706.6246406266307,1835.9057760473088,2994.892700152442,2959.9118862852074
8,2701.234787891459,2797.526716422344,4061.332526181427,4018.4320717365
9,3222.032566329161,3038.101911430861,4379.918109577284,4337.93880081896
10,5499.95984339767,5424.01724781687,7187.522077345338,7117.137342104422
11,5205.72462825396,5015.331650726713,6691.581259299926,6603.55431948276
12,6181.774958353566,6037.092056032213,7693.453304782566,7674.724893265548
13,10832.751428907744,10772.435318357955,12653.217373459078,12779.427037477351
14,8011.497458639171,7586.7063049512435,9622.863465969933,9582.816552990082
15,10630.089569806738,10005.199545951013,11888.179928383242,11861.02356905044
16,11345.005650317193,10853.89122609295,13083.939994481962,12876.42538246483
17,12952.91038212408,12234.34944781558,14269.947827279158,14304.553382397611
18,14189.961248692734,13449.231711336635,15348.115161476944,15385.770731541264
19,20088.557947219448,19338.417021530317,21172.12401719195,21239.427611285053
20,17351.09581156201,16549.66646537351,18325.831254561243,18713.78285552441
21,19716.510910116096,18711.846566669632,20657.17145199642,21083.083736123885
22,23228.968026589235,21902.987106042718,23730.955596061463,24351.845670129656
23,23769.336726885125,22857.21830408755,24403.18720968701,25187.138681316123
24,26172.435665173663,24960.07536745023,26511.16121986349,27398.6817220224
25,28335.080702948348,27090.59353700389,28944.335583828404,29366.875939335736
26,30547.06707923093,29130.48901757288,30713.327916962546,31491.68001229404
27,33213.17023303096,32055.501773084998,33427.07360473351,34599.29496246512
28,119883.88317676703,122091.47163000706,120307.61857495912,119360.02528674618
30,36491.32614968419,34303.85635672969,35441.936629400865,36994.61761036401
31,50398.75463127854,49975.15723399121,50297.294321649766,51171.24733422471
32,47865.59071998896,46656.1589651742,47785.622372376114,48718.21503042625
34,54077.44809518004,52728.88578982237,54000.72999056352,55007.04050171328
36,224352.2523314088,234611.45356373483,222067.9631869324,227003.11614387293
37,62234.85458107646,61293.3046957995,62519.88537048378,63566.78865348543
38,60121.46074178318,59123.689776000414,60012.75584120744,60751.485398386445
39,68498.18720750476,67673.1289100154,68673.70839076934,69389.00461877038
40,73098.58610341651,72286.65628021935,73320.59657822203,74100.38971791374
41,53939.057761266224,53083.22929277727,53570.749693701546,54297.623278448096
42,82178.53482711293,79917.42491757862,81798.79511403399,82606.37297011708
43,83428.56493764163,82577.5169708115,83396.17764648375,84179.49404267318
44,89318.80809127145,89337.92861570031,89241.85491004522,90294.40643279674
45,92897.4092174122,92061.42667791444,92721.6780486765,93993.18338613528
46,97850.22630835994,98410.8722285563,98162.73139659475,99481.415967186
47,97016.39013083528,97072.97934743388,97001.82627534296,98419.41056470457
48,106187.57769562656,105999.03323281562,106499.23419535508,107265.79433262374
49,109808.793649114,109972.614639634,110447.89730195315,111453.34438104778
50,114204.24522029588,113817.85431972813,114512.88340954996,115061.035005884
51,118807.7061720476,119044.59397969622,118980.59664004916,119830.2106194049
52,124686.63567528714,124264.59568018356,124422.05497770025,125164.20119006172
53,128678.82773456768,129261.48215165008,128875.30910489178,129544.53982757247
54,133838.14306060638,134336.5241099559,134286.86724768786,134886.7101297084
55,139160.84421095057,139734.7831727359,139731.3835852689,139943.7047553086
