,Delta_C1,Delta_C2,Delta_C3,Delta_C4
1,527.3399525402378,12235.22088621902,13349.998253520043,11418.822819794932
2,1497.2229617408134,26903.16354787867,28446.53325530179,23738.40918121112
3,23751.58172116417,417223.6679784894,449538.6993631562,380409.80048750807
7,812.8538687175562,25497.23092169248,28696.22083077188,23569.373256657786
8,32001.94947269296,338954.6007810581,352113.33612005285,307402.657704195
9,3334.6117415597582,13568.43119669946,14624.801134188485,13286.395271556254
10,4832.967257032028,9047.02097392784,9557.63119910738,9530.32734093633
11,4924.695094842375,22357.74360789705,23329.14191198257,21339.54044009459
12,6635.486292869413,16646.167533356413,17694.062124316573,17012.738331411343
13,5531.549132101894,4993.155206921466,4985.018237822436,5322.544711349473
14,7287.939760335761,22235.023041850025,23645.49384253096,22220.660667382832
15,5672.488241373073,13703.293304248104,14907.070733109866,14051.762590576343
16,7930.549970163226,7355.7973965624,7455.417291823362,7915.340266378756
17,9004.819587065287,10142.11261315802,10367.111750304472,10976.153954992047
18,12018.493689058736,24960.783542825604,25473.032724119592,24731.912522942235
19,53758.16030734463,347635.2417284126,361616.7395826505,331165.97857934365
20,15317.971030807576,27428.74095381477,27932.397994603063,27705.561099743707
21,41892.86731396733,277974.13749750046,292604.3358720772,269317.7749710932
22,43266.3008433584,288824.38045968185,303503.9368450396,280487.3182439153
23,14981.12703495682,20989.020310342137,20970.375532445563,21567.57958275617
24,25356.469355650363,30045.491900098008,29004.990573787723,29936.252076999863
25,19014.25622389814,18317.759617455533,17930.98720918096,18465.968460263703
26,30823.57092098812,34199.80456506037,33979.959750113,34200.83728557382
27,42734.48167841727,108199.28934957742,111099.6269310646,104844.71050988772
28,32459.536911154773,33356.277549220955,33488.56789717081,33848.5116831244
29,27098.014419025683,30463.50186172453,30325.42068326076,30814.05143346532
30,29162.37508232194,28296.394140724547,27954.921913027458,28451.14556033864
31,39932.266206157896,42129.21672189885,42588.73068723331,42687.60894040256
33,33975.12025111495,66223.00861848249,70772.65142928257,68989.76078445601
34,36664.77987036427,41887.35853058939,41258.24771657523,41669.71114860485
35,42097.31647418342,54000.77918150244,53665.0931569479,53304.48932237391
39,52198.84554700969,315811.6595828509,326747.7171331231,300297.7317098399
40,50247.48111482368,73726.67520492323,66454.23327404597,72252.86780044477
41,65527.71837338411,131636.39176083892,132693.5061452037,128914.778810346
42,74526.97558192837,65388.57238241612,66046.24175391998,64722.25683678671
43,78034.3608771222,75799.310639347,77502.94826052891,76372.26781188708
44,63706.27227034491,69655.61902507955,71059.10579786597,69849.6645105956
45,64777.85626994293,65343.70989401044,65681.39895368941,65136.27759893006
46,92964.76834779693,95969.7268312011,97229.69499890998,95695.16417195772
47,71447.52713168164,74840.28572282103,75927.40099810046,75101.33327133012
48,74173.75898361285,75972.85587512818,76769.92958066327,76264.56773388172
49,79133.60633196779,81650.14390598274,82044.4006636041,81594.43593536617
50,80191.0109368016,81744.28014028672,82054.20932902757,81834.96407182016
51,66604.85032967254,66065.05666485374,66658.54185329744,66194.47828434141
52,87989.8395715958,89043.95985113291,89384.54233611783,88511.69243698686
53,89767.81807646745,89799.10065453398,90371.13814187847,89685.08793089596
54,93165.73337582004,95038.7295862221,96070.7927675926,94965.93368955037
55,98124.33164743292,102248.6353960724,103068.76338465398,101626.7790952812
56,138388.09940401712,142476.00219810865,144324.70191392448,142104.2453064297
57,104591.61413537868,100786.21294022413,100677.22536814449,100597.44399514128
58,110058.40084553525,113038.41901391714,113591.94278038442,111940.14874372928
59,107817.13105053436,101994.53499014824,100764.8930519368,100477.41473165483
60,119461.02387357075,123540.15056342552,124735.71667423766,123221.03128518058
61,122050.61429747664,126399.16908473504,128015.29499796288,126055.28615921635
62,127212.95670808115,132420.3645104735,134031.09552415935,132090.147889319
63,170710.042657579,173233.88244085835,174603.3764449,173099.58567974853
64,133235.63901640306,135784.39894167162,136304.5412439546,134842.03521650928
65,137252.46850882427,137276.65317958946,137457.95356512538,136453.13950579226
66,189445.5096392583,190907.72609815167,190619.33552742132,189764.1250596785
67,143896.02214490806,142621.51523619454,142697.6521822965,141884.24183598327
68,149773.74758893906,152588.01716461283,153433.46602646107,152488.0527314048
69,155780.7774883186,159552.58476536992,160071.86610589112,159127.0535330221
70,160083.9296079948,161605.15384231613,162120.05355932468,161368.25697056085
71,164176.92926142574,167291.054712076,167486.41439452022,166857.26588999445
72,170748.13469902123,173570.86360041375,174141.05992451173,172418.41476781643
73,174925.37770249473,176752.86631758403,176395.1006310804,175542.96440969754
74,178504.13389133895,183920.83028741047,184361.0699954934,183129.6154518405
75,191686.7289698947,206660.72428754868,206183.32355292136,205559.198507207
76,199081.7645765306,228798.0347585562,228478.4240635474,226480.1923491761
77,190812.23247443492,190587.95296344135,191587.40649485888,190764.3872848774
78,159097.46856477932,160402.57808450787,161011.63396074914,159513.85828548242
79,205427.38422177423,211465.30311037885,211516.40153579897,210730.29926021968
80,205806.9429151703,205879.55883966337,206560.99832573,205798.6720283877
81,210237.10007901705,209752.88588002115,210663.6439159548,208845.30576234183
82,218913.8812041947,219913.08487384315,220278.8481981227,220037.40152976903
83,296597.2347932809,298186.0832449247,297244.23198146786,294724.3922988329
84,307708.1236527928,313504.3965476538,312942.4454884791,312156.358765266
85,313018.13578116574,316943.12196339737,316830.8197350421,315552.7355229062
86,239412.79106217716,241509.92100374476,240716.7632401915,239914.77590674147
87,242900.46540395383,242333.31261212783,242208.4534859962,241332.07982738048
88,333697.09045072674,333425.66163265455,333191.3448466081,332054.51566463354
89,260742.26708603997,263769.1184320969,262300.9901716009,261725.72764481432
90,260908.4846242832,261160.42289064464,261590.0972846938,260117.25957760832
91,266729.57609399926,266782.0901014077,266199.6561593733,265956.7364507276
92,369130.7093255853,374487.83175849816,374746.0559278068,374010.6616429874
93,221684.3968839716,222099.86586764475,221720.1224420473,221595.38850274464
94,288568.8835086006,292495.18445117347,292117.6581342142,291706.6595126576
95,336107.00260950444,441555.05802132125,443820.15708236286,436856.4082800504
96,297149.2308551304,297367.1096133383,297793.2465068596,297507.12229787506
97,304942.4445649243,307148.5715538358,307368.1313921181,307855.2626908648
98,416915.04359533975,422609.9813808599,423270.4493942759,422164.5484243183
99,317997.77991330967,320767.0912740293,321492.5879194062,320337.8618152135
101,51.98978151705639,151.56986033203117,154.16174919519688,132.88989225215724
102,111.74683841731408,185.32810420154988,186.65612958525108,151.04729568726492
103,243.6691939001432,356.1797956141348,350.2423073186129,318.59449523626336
104,430.5643560311576,539.3391033301672,554.4380554712603,496.5353890696282
105,594.5552339004619,673.3793008511441,632.841253171502,617.2573674327612
106,1008.323116118627,1160.584572669905,1013.060249197448,1041.055796917219
107,1434.705527333597,1827.5318384538728,1696.3696459789307,1592.226201673596
108,2381.5302602670317,3755.9487303579385,3765.4247632563142,3611.7951275443456
109,4302.081375894925,8079.286926380249,7701.476209343976,7498.351654671122
110,2788.327893858464,2694.2108510647454,2302.815669481169,2319.7215867590453
111,4413.263776002144,4594.541816271479,4480.523140002022,4464.476766359695
112,4385.25441409045,4680.863949272538,4503.593434509097,4441.842043864595
113,4042.2414404966817,4502.452273878833,4385.139635068677,4257.9555319867
114,6716.084573480152,10020.70894248198,10010.969353190663,9748.232885408172
115,6897.722479671467,8086.567537572469,7734.6462520933,7602.12374931249
116,6297.639676147415,6753.977779027034,6613.411500561928,6461.966276892514
117,9113.405962166316,9791.867413041024,9652.115823457509,9516.09897231412
118,10221.9070703165,10761.940992676911,10391.635150199849,10283.999217253677
119,11116.593076847812,13445.441958110188,13123.31148697689,13148.648622901646
123,20322.01987974838,27054.029628281984,26394.38326613331,25462.790090211536
124,17061.436414229276,19691.457754905565,19558.85677480197,18684.9663520985
125,13842.1877832594,10757.394743037266,10525.278409180317,10444.55150392552
126,37683.03806877399,62422.364330707125,61725.89667178448,60067.06361599995
127,23944.78311091918,24977.268248937344,24795.4673506062,24740.70944244055
128,25404.548866754045,26711.79874524629,26046.57061350984,26463.414935409844
129,30131.146676210195,34231.681588226464,33947.635642489215,33663.52713525498
130,27687.956431258743,30775.32994889249,29855.765930289563,29791.12094627376
131,31576.390656244843,32514.650827269677,32160.86487670952,31720.41082521568
132,33750.55956226397,35140.123449645376,34814.56253498909,34566.148291404774
133,36274.276702691226,36931.84389915767,36101.44119267406,35861.7376532593
134,37535.50935238068,38077.12533654818,37420.11809091009,37609.66406632097
135,39733.10494656418,40642.83338996273,40395.76165264418,40212.071290740365
136,41690.09033452724,42335.59432297357,42287.974799773954,42088.34230238646
137,44034.67193159475,44982.67800138138,44175.46320233079,43579.62131451241
138,49234.64488550648,52035.191470866106,51587.85371638403,51057.49723824652
139,49821.5490740498,51253.203647826274,51483.32128643776,51023.86420181291
140,53340.03202222924,55947.0055977231,55386.29426502815,55460.95850905761
141,69440.5659077178,91480.31207101744,90504.00035394396,89003.2916078714
142,45461.4771263346,45078.565936045066,45252.43411097531,44663.57805021972
143,68193.5812560531,85147.96552254942,84388.11811016296,82607.12186748181
144,62996.63446221013,64051.55077269008,63432.43317350874,62439.37700060141
145,66854.34843762679,68441.76154520141,67366.60162984562,67076.60686910091
146,69970.60770161299,71118.6690422781,70004.11032778739,69559.1952993598
147,110758.75668965714,123613.51868002326,122478.42220564872,121164.87568378456
148,183591.22857421797,315118.6249476897,307652.07877040666,298423.5555841613
149,79243.19450004034,80623.49824284906,80396.59486102968,80182.64680716078
150,88522.6854580446,94457.82089903462,93404.06598801262,93744.66981773068
151,86565.4929808887,86959.68492316059,86952.73295164296,85791.29291194188
152,88949.30219100828,89264.02875314458,89161.2669560349,88936.64199393077
153,93744.38725979177,96122.80907268325,95306.86784933,95234.47260571476
154,96010.29965978472,97885.20808038194,97174.6556903987,96823.31888791904
155,109358.10183838004,119889.71725629175,118969.61138457293,118155.05170878138
156,102572.6411398409,105351.15045319556,103627.42093161278,103978.47253730196
159,118121.0379090176,130045.3872045674,128301.46500995764,128349.89339504612
160,133508.6440069481,168872.47188239233,166320.43904051464,164677.72813583593
161,174406.47532621317,198080.1038801984,194919.10257471263,192980.7667954125
162,338189.98311405204,465213.9020962507,463662.1414817158,458727.9785844525
