,Theta_C1,Theta_C2,Theta_C3,Theta_C4
0,10587.600151647126,11200.01786584797,13671.722828564383,12603.867164746152
1,3877.634295447581,3935.2780177302216,4713.979068667897,4356.968107777078
2,4504.979969602258,4610.537868240481,5568.590874980979,5143.675458858736
3,5426.946638504818,5479.293826454503,6861.153359732081,6282.913576400587
4,2657.3805096310657,2718.9856361328066,3279.3135435911863,3015.4390958418444
5,2763.2271185019745,2846.372821386096,3482.300619106232,3173.4670470253013
6,5646.825209910734,5825.243569762468,7025.5310783883215,6437.61410459266
7,3999.209335948824,4274.215927798236,5114.114163038807,4777.407067199229
8,2427.4711363823685,2547.12961787356,2951.176014797472,2770.803085078174
9,4874.972940822859,5065.315539916683,6020.132868840616,5600.682820064881
10,7581.87684571693,7860.820229518678,9176.447800603892,8626.33199776493
11,4361.282395397313,4535.736637029093,5195.785238808559,4866.5346000210375
12,3694.05870980698,3880.309225711821,4454.268111017911,4166.897823746406
13,4169.705589240339,4390.664810556229,4974.728261094074,4672.884900833463
14,4007.761671330984,4195.2584382550685,4750.6516345477885,4427.48883690556
15,1876.888554852727,1883.77956793394,2177.4076181203336,2026.912827018441
16,4753.686542352736,5192.54725421668,5560.023585254836,5323.081468668254
19,10358.135135355658,11279.911414177612,12445.97018235177,11796.910752968794
20,6654.560655980502,7079.156701940456,7862.225400039003,7474.822291142042
21,4892.763642067357,5193.80761859168,5760.07424331355,5460.63403369693
22,4627.813494680513,5004.285921763404,5536.809856706543,5260.772501663547
23,4229.168625961132,4499.537043146782,4895.763367300034,4668.167846270091
24,2716.517993424053,2872.7835273078235,3140.3182105301003,2957.4088996669284
26,4231.287822963656,4530.0082638354,4767.835838653742,4608.446499522966
27,5100.455541731055,5410.276024180301,5705.353340879667,5501.891634755966
28,7809.249204963648,8333.145686873733,8911.999701354256,8553.783924935271
29,5541.973838773099,5901.293948964307,6366.237558406749,6091.617649277207
30,8279.396759230329,8865.583400365053,9341.24058267893,8945.262963130957
31,5144.540457243522,5539.870073498878,5770.74822033529,5602.690147235864
32,5115.974214832542,5540.389263170729,5973.49295167323,5726.020447372827
33,3613.529213155852,3821.403293249302,4167.389994473024,3933.438687755204
34,9796.56024233692,10641.845520277187,11102.712535482748,10513.745942005704
36,8900.81780384892,9482.739372964374,10132.747333721094,9676.054066849223
37,6270.579690603094,6707.753175705484,6830.932168781605,6605.420889855459
