Datetime,valueACC
2024-10-09 13:30:38.225990,"[-20, -1, 64]"
2024-10-09 13:30:38.257240,"[-21, 8, 76]"
2024-10-09 13:30:38.288490,"[-22, 7, 71]"
2024-10-09 13:30:38.319740,"[-18, 6, 71]"
2024-10-09 13:30:38.350990,"[-7, 3, 59]"
2024-10-09 13:30:38.382240,"[-7, 1, 56]"
2024-10-09 13:30:38.413490,"[-5, -1, 77]"
2024-10-09 13:30:38.444750,"[7, 5, 63]"
2024-10-09 13:30:38.476000,"[14, 7, 64]"
2024-10-09 13:30:38.507250,"[15, 11, 61]"
2024-10-09 13:30:38.538500,"[10, 12, 57]"
2024-10-09 13:30:38.569750,"[9, 13, 64]"
2024-10-09 13:30:38.601000,"[9, 12, 63]"
2024-10-09 13:30:38.632250,"[8, 13, 62]"
2024-10-09 13:30:38.663510,"[7, 11, 61]"
2024-10-09 13:30:38.694760,"[6, 10, 62]"
2024-10-09 13:30:38.726010,"[6, 11, 60]"
2024-10-09 13:30:38.757260,"[9, 9, 61]"
2024-10-09 13:30:38.788510,"[10, 9, 61]"
2024-10-09 13:30:38.819760,"[11, 9, 61]"
2024-10-09 13:30:38.851010,"[10, 10, 61]"
2024-10-09 13:30:38.882270,"[10, 10, 63]"
2024-10-09 13:30:38.913520,"[9, 9, 60]"
2024-10-09 13:30:38.944770,"[7, 10, 60]"
2024-10-09 13:30:38.976020,"[8, 9, 63]"
2024-10-09 13:30:39.007270,"[6, 10, 61]"
2024-10-09 13:30:39.038520,"[8, 11, 61]"
2024-10-09 13:30:39.069770,"[8, 9, 61]"
2024-10-09 13:30:39.101030,"[7, 11, 63]"
2024-10-09 13:30:39.132280,"[8, 8, 56]"
2024-10-09 13:30:39.163530,"[7, 5, 67]"
2024-10-09 13:30:39.194780,"[8, 4, 64]"
2024-10-09 13:30:39.226030,"[7, 12, 60]"
2024-10-09 13:30:39.257280,"[7, 9, 59]"
2024-10-09 13:30:39.288530,"[7, 7, 62]"
2024-10-09 13:30:39.319790,"[6, 11, 62]"
2024-10-09 13:30:39.351040,"[8, 10, 61]"
2024-10-09 13:30:39.382290,"[8, 10, 60]"
2024-10-09 13:30:39.444790,"[6, 9, 61]"
2024-10-09 13:30:39.476040,"[8, 9, 61]"
2024-10-09 13:30:39.507290,"[7, 9, 61]"
2024-10-09 13:30:39.538550,"[5, 3, 58]"
2024-10-09 13:30:39.569800,"[8, 0, 68]"
2024-10-09 13:30:39.601050,"[10, 19, 64]"
2024-10-09 13:30:39.632300,"[5, 25, 55]"
2024-10-09 13:30:39.663550,"[5, 26, 55]"
2024-10-09 13:30:39.694800,"[3, 26, 57]"
2024-10-09 13:30:39.726050,"[0, 25, 58]"
2024-10-09 13:30:39.757310,"[1, 25, 59]"
2024-10-09 13:30:39.788560,"[0, 24, 57]"
2024-10-09 13:30:39.819810,"[0, 23, 56]"
2024-10-09 13:30:39.851060,"[0, 23, 58]"
2024-10-09 13:30:39.882310,"[2, 23, 59]"
2024-10-09 13:30:39.913560,"[3, 23, 59]"
2024-10-09 13:30:39.944810,"[3, 22, 58]"
2024-10-09 13:30:39.976070,"[1, 22, 59]"
2024-10-09 13:30:40.007320,"[1, 22, 59]"
2024-10-09 13:30:40.038570,"[2, 22, 58]"
2024-10-09 13:30:40.069820,"[1, 22, 58]"
2024-10-09 13:30:40.101070,"[1, 22, 59]"
2024-10-09 13:30:40.132320,"[1, 22, 59]"
2024-10-09 13:30:40.163580,"[2, 22, 59]"
2024-10-09 13:30:40.194830,"[1, 22, 59]"
2024-10-09 13:30:40.226080,"[1, 21, 59]"
2024-10-09 13:30:40.257330,"[2, 21, 59]"
2024-10-09 13:30:40.288580,"[2, 21, 59]"
2024-10-09 13:30:40.319830,"[2, 21, 59]"
2024-10-09 13:30:40.351080,"[2, 21, 59]"
2024-10-09 13:30:40.382340,"[3, 21, 60]"
2024-10-09 13:30:40.413590,"[2, 21, 59]"
2024-10-09 13:30:40.444840,"[2, 20, 59]"
2024-10-09 13:30:40.476090,"[3, 21, 59]"
2024-10-09 13:30:40.507340,"[3, 21, 60]"
2024-10-09 13:30:40.538590,"[2, 21, 59]"
2024-10-09 13:30:40.569840,"[2, 20, 58]"
2024-10-09 13:30:40.601100,"[2, 20, 59]"
2024-10-09 13:30:40.632350,"[1, 21, 60]"
2024-10-09 13:30:40.663600,"[2, 21, 60]"
2024-10-09 13:30:40.694850,"[3, 21, 59]"
2024-10-09 13:30:40.726100,"[1, 20, 59]"
2024-10-09 13:30:40.757350,"[1, 20, 60]"
2024-10-09 13:30:40.788600,"[3, 21, 60]"
2024-10-09 13:30:40.819860,"[3, 21, 58]"
2024-10-09 13:30:40.851110,"[1, 20, 59]"
2024-10-09 13:30:40.882360,"[2, 20, 59]"
2024-10-09 13:30:40.913610,"[3, 21, 60]"
2024-10-09 13:30:40.944860,"[3, 21, 59]"
2024-10-09 13:30:40.976110,"[2, 20, 59]"
2024-10-09 13:30:41.007360,"[2, 20, 59]"
2024-10-09 13:30:41.038620,"[2, 20, 59]"
2024-10-09 13:30:41.069870,"[2, 20, 60]"
2024-10-09 13:30:41.101120,"[2, 20, 59]"
2024-10-09 13:30:41.132370,"[2, 20, 59]"
2024-10-09 13:30:41.163620,"[2, 20, 59]"
2024-10-09 13:30:41.194870,"[3, 20, 59]"
2024-10-09 13:30:41.226120,"[3, 20, 59]"
2024-10-09 13:30:41.257380,"[2, 20, 59]"
2024-10-09 13:30:41.288630,"[2, 20, 60]"
2024-10-09 13:30:41.319880,"[3, 20, 59]"
2024-10-09 13:30:41.351130,"[3, 20, 60]"
2024-10-09 13:30:41.382380,"[2, 20, 60]"
2024-10-09 13:30:41.413630,"[2, 20, 60]"
2024-10-09 13:30:41.444880,"[3, 20, 59]"
2024-10-09 13:30:41.476140,"[2, 20, 59]"
2024-10-09 13:30:41.507390,"[2, 20, 59]"
2024-10-09 13:30:41.538640,"[3, 20, 59]"
2024-10-09 13:30:41.569890,"[2, 20, 59]"
2024-10-09 13:30:41.601140,"[2, 20, 59]"
2024-10-09 13:30:41.632390,"[3, 19, 59]"
2024-10-09 13:30:41.663640,"[3, 18, 59]"
2024-10-09 13:30:41.694900,"[3, 18, 60]"
2024-10-09 13:30:41.726150,"[2, 19, 60]"
2024-10-09 13:30:41.757400,"[0, 19, 60]"
2024-10-09 13:30:41.788650,"[0, 19, 60]"
2024-10-09 13:30:41.819900,"[1, 18, 60]"
2024-10-09 13:30:41.851150,"[1, 17, 60]"
2024-10-09 13:30:41.882400,"[1, 17, 60]"
2024-10-09 13:30:41.913660,"[-1, 18, 60]"
2024-10-09 13:30:41.944910,"[-2, 19, 60]"
2024-10-09 13:30:41.976160,"[-4, 20, 60]"
2024-10-09 13:30:42.007410,"[-5, 19, 59]"
2024-10-09 13:30:42.038660,"[-5, 18, 60]"
2024-10-09 13:30:42.069910,"[-4, 16, 61]"
2024-10-09 13:30:42.101160,"[-2, 16, 60]"
2024-10-09 13:30:42.132420,"[-1, 17, 61]"
